Subject,Chapter,Question No,Question,Option A,Option B,Option C,Option D,Correct Answer,Explanation,Image Reference
Orthodontics,Cephalometry,9B,The appliance of choice for treatment,Bionator,Delaire's face mask,Frankel Regulator3,Activator,C,'C' [OP Kharabanda 2nd ed 552-53] Effects of treatment of developing class III in mixed dentition period: Several retrospective studies have evaluated the skeletal and dental effects of treatment. Results showed forward and the backward movement of the maxillary complex and also backward and downward movement of the maxilla. A greater amount of forward displacement of the maxilla was obtained when protraction was carried out in conjunction with a rapid expansion appliance. Frankel III appliance can be used during growth to intercept a class III malocclusion due to maxillary skeletal retrusion. Treatment using the Frankel III appliance is more successful in patients who exhibit a functional shift of mandible on closure of jaw.,
Orthodontics,Cephalometry,9C,Effects of wearing the appliance of choice,Forward and downward rotation of mandible,Backward and downward rotation of mandible,Backward and upward rotation of mandible,Forward and upward rotation of mandible,B,'B' [OP Kharabanda 2nd ed 5:6] Several retrospective studies have evaluated the skeletal and dental effects of treatment. Results showed forward and the backward movement of the maxillary complex and also backward and downward movement of the maxilla. A greater amount of forward displacement of the maxilla was obtained when protraction was carried out in conjunction with a rapid expansion appliance.,
Orthodontics,Cephalometry,9D,Other treatment options:,Chin cup,Reverse twin block,Surgical orthodontics after growth of mandible is over,All of the above,D,"'D' [OP Kharabanda 2nd ed 5:6] The treatment options for interception of growing class III children are: a) Appliances to restrain growth of the mandible: Chin cup with headgear. b) Appliances primarily directed for orthopaedic effect on maxilla: Protraction face mask - Henry Petit chin cup and frontal pad. Wire framework simplified as single rod. Jean Delaire frontal pad, chin cup attached on a rigid wire framework. Grunmons reverse pull headgear, frontal pad and cheek pads with no chin support. c) Appliances which affect both the jaws by altering growth: Functional appliances: Frankel FR III, Reverse twin block, Class III bionator.",
Orthodontics,Cephalometry,10,True about Lateral Cephalometry in child?,Keep the distance to be 70 inches,Keep the distance to be 60 inches,Assume head circumference to be 6 inch and keep the distance of 60 inches from the X-Ray tube.,Assume head circumference to be 9 inch and keep the distance of 60 inches from the X-Ray tube.,C,"'C' [Bhalajhi 3rd ed 148] The distance between X-ray tube and midsagittal plane of patients head is 5 feet/ 60 inches/ 152.4 cm. The distance between the midsagittal plane and the radiograph film is 15 cm (6 inch) to less. Radiographic beam is directed perpendicular to the midsagittal plane of the subjects, centered at the external auditory meatus, usually passing within 4 cm of it.",
Orthodontics,Cephalometry,11,Which of the following is a mismatch?,Bolton point: highest point on the concavity behind occipital condyles,Gonion: anterior point of the angle of the mandible,Orbital: lowest point on the left infraorbital margin,Porion: Highest point on the soft tissue (superior surface) of the external auditory meatus,B,'B' [Bhalajhi 3rd ed 148] Gonion is a constructed point at the junction of ramus and mandibular plane. It is the most posterior inferior point on the angle of the mandible — not the anterior point. Hence this is a mismatch.,
Orthodontics,Cephalometry,12,Open bite on cephalogram shows as:,Increased MP angle,Decreased MP angle,Increased ANB angle,None of the above,A,"'A' [Bhalajhi 3rd ed 151,417] Mandibular plane angle is the angle between mandibular plane and Frankfort horizontal (FH) plane. A lower angle indicates hypo divergent or horizontal growing face while an increased angle is suggestive of vertical grower with hyper divergent facial pattern. Open bite cases show increased MP angle.",
Orthodontics,Cephalometry,13,X-rays were discovered by,Madam curie,Roentgen,Rutherford,Becquerel,B,'B' [Bhalajhi 3rd ed 143] Roentgen discovered X-rays in 1895.,
Orthodontics,Cephalometry,14,The highest point of the concavity behind the occipital condyles is:,Bolton point,Glabella,Prosthion,Basion,A,'A' [Bhalajhi 3rd ed 148] Bolton point is the highest point on the concavity behind the occipital condyles.,
Orthodontics,Cephalometry,15,S.N.A. angle describes the relationship of the:,Maxilla to the cranial base,Mandible to the cranial base,Maxilla to mandible,Maxilla to the upper incisors,A,'A' [Bhalajhi 3rd ed 154] SNA angle relates Maxilla to the cranial base. The mean value is 82°. A larger value indicates prognathic maxilla while a smaller value is suggestive of retrognathic maxilla.,
Orthodontics,Cephalometry,16,Y axis is used to analyse,Maxillary growth,Mandibular growth,Both maxillary and mandibular growth,,B,"'B' [Bhalajhi 3rd ed 143] Y-axis (Growth Axis) is formed by joining the sella and gnathion. If the angle > normal, it indicates vertical growth of mandible. If the angle < normal, it indicates horizontal growth of mandible. Sella gnathion line is also called as Downs analysis and indicates the direction and amount of facial growth.",
Orthodontics,Cephalometry,17,Cephalometrics was introduced by:,Margolis and William Wilson in 1925,Tweed and Mills in 1940,Broadbent and Hofrath in 1932,Bjork and Sassouni in 1995,C,'C' [KAR-2001] Cephalometrics was introduced by Broadbent and Hofrath in 1932.,
Orthodontics,Cephalometry,18,The deepest point between the anterior nasal spine and so the palate region is,Subspinale,Supramentale,Infra spinale,gnathion,A,'A' [KAR-2001] Subspinale (Point A) is the deepest point between the anterior nasal spine and the alveolar crest on the maxilla.,
Orthodontics,Cephalometry,19,"In McNamara analysis, cephalometric planes which are used as reference planes",Anatomic Frankfort plane and anatomic horizontal cephalometric planes are used as reference planes,Sella-Nasion plane and Basion-Pogonion plane,Sella-Nasion plane and Basion-Nasion plane,Anatomic Frankfort plane and Basion-Nasion plane,A,'A' [AP-2K] In McNamara analysis cephalometric planes which are used as reference planes: Anatomic Frankfort plane and anatomic horizontal cephalometric planes.,
Orthodontics,Cephalometry,20,"In Arcial analysis, facial type III would pass through point O",Palatal plane not passes through point O,Ramal plane not passes through point O,Mandibular plane not passes through point O,Occlusal plane not passes through point O,B,'B' [MK PG CET-2015] Anterior cranial base does not pass through point O for the facial type III. Ramal plane not passes through point O.,
Orthodontics,Cephalometry,21,The occipital pull chin cup is frequently used to treat,Maxillary prognathism,Mild moderate mandibular prognathism,Class I skeletal cases,Class II skeletal cases,B,'B' [APG-15] The occipital pull chin cup is frequently used to treat mild moderate mandibular prognathism (Class III skeletal cases).,
Orthodontics,Cephalometry,22,Tweed's triangle denotes:,The position of maxilla and mandible to each other,The angle between the mandibular plane and mandibular central incisors,Class I skeletal cases,Class II skeletal cases,B,"'B' [Bhalajhi 3rd ed 158] Tweed's triangle: Relationship between maxillary/central and mandibular central incisor. The angle between the mandibular plane and the mandibular plane and mandibular incisors. Class I: neutral, open bite and deep bite. Class II: neutral, open bite and deep bite. Class III: neutral, open bite and deep bite.",
Orthodontics,Cephalometry,23,The anterior cranial base is suitable for superimposition,of serial cephalograms because of its,Anatomic configuration,Attachment to maxilla,Being the most anterior aspect of the cranial base,C,"'C' [COMEDK-04] The anterior cranial base is suitable for superimposition of serial cephalograms because of its: Anatomic configuration, Attachment to maxilla, Early cessation of growth, Being the most anterior aspect of the cranial base.",
Orthodontics,Cephalometry,24,The point of intersection of dorsal contours of Mandibular processes,Supramentale,Articulare,Condylion,Pterygomaxillary point,B,'B' [KAR-2003] Articulare is the point of intersection of dorsal contours of Mandibular processes.,
Orthodontics,Cephalometry,25,Down's cephalometric analysis uses,ANS-PNS,SN plane,Condylion,Pterygomaxillary point,B,"'B' [Gurkeera Singh 2nd ed 238] Down's analysis. The cant measures the slope. From Pane to the Frankfort horizontal plane. When the anterior part of plane is lower than normal plane, the angle would be positive. Large positive, the more the posterior, the angle would be positive. Large positive angles are found in class II patterns. A long mandibular ramus also tends to decrease this angle. The mean value is +1.5° to -9.3°.",
Orthodontics,Cephalometry,26,FMA/IMPA/Frankfort mandibular plane angle the angle formed by,FMA/IMPA/Frankfort plane angle the angle formed by mandibular plane with the FH plane with the mandibular plane.,E line,H line,,A,'C' [Bhalajhi 3rd ed 158] FMA/IMPA/Frankfort mandibular plane angle the angle formed by mandibular plane with the FH plane with the mandibular plane. Analysis: Downs: FH – Nasion line (SN line). Steiner's: Sella – Nasion line (SN line). Tweed: Tangent to the lower border of mandible.,
Orthodontics,Cephalometry,27,Which of following does not lie on the mandible,Pogonion,Porion,Menton,Gnathion,B,'B' [Bhalajhi 3rd ed 148] Porion is the highest bony point on the upper margin of the external auditory meatus. It lies on the temporal bone — not the mandible. FH plane connects the lowest point of orbit (orbitale) and the superior part of the external auditory meatus (Porion).,
Orthodontics,Cephalometry,28,"During time that the core of the mandible moves forward an average of 15 degrees, the mandible, as viewed from outside, representing the orientation of the jaw as a whole, moves forward on average how many degrees?",Antero posterior,Sagittal,Transverse,Vertical,C,"'C' [Bhalajhi 3rd ed 148] Considering the growth of the face in all three planes, growth ceases last in which direction? Transverse.",
Orthodontics,Cephalometry,29,Registration point is:,Point A,Point B,"R point, half way on the perpendicular from sella to Nasion plane",Nasion plane,C,"'C' [PGI DEC-2019] Registration point is R point, half way on the perpendicular from sella to Nasion plane.",
Orthodontics,Cephalometry,30,In a patient of Class II Div 1 which of the following is present:,ANB of -9°,ANB of + 8°,ANB of -2°,FMA > 35°,B,"'B' [AIPG-2001, MAN-98] In Class II Div 1 ANB is increased (> 2°). ANB of +8° is the correct answer. ANB of -9° and ANB of -2° would suggest Class III tendency. FMA > 35° suggests a high angle case.",
Orthodontics,Cephalometry,31,Angle formed between mandibular central incisor axis of mandibular central incisor is:,90° ± 5°,25°,120°,80° ± 2°,A,'A' [AFPG-2001] A cephalogram of a 10-year-old child shows ANB = +4°. The case is off: Maxillary hypoplasia. Pseudo class III malocclusion. True Class III malocclusion. Dental vertebrae. Attrition of tooth.,
Orthodontics,Cephalometry,32,Which of the following planes can be examined clinically on the maxilla and mandible?,Frankfort horizontal plane,Maxillary prognathism,True Class III malocclusion,Dental vertebrae,A,'A' [AIIMS-38] Frankfort horizontal planes can be examined clinically on the maxilla and mandible.,
Orthodontics,Cephalometry,33,"The method of assessing the degree of occlusal disharmony enables the jaws are related to each other perpendicular to the cephalometric head tracing, from Points A and B on the maxilla and mandible respectively is:",Bolton horizontal plane,SN plane,Maxillary prognathism,Occlusal Plane,A,"'A' [M.S. Rani 3rd ed 208] The Wits' appraisal of jaw disharmony is a measurement. The method of assessing the degree of occlusal disharmony enables the jaws are related to each other perpendicular to the cephalometric head tracing, from Points A and B on the maxilla and mandible respectively. Bolton horizontal plane.",
Orthodontics,Cephalometry,34,Which of the following cephalometric analyses does not reveal the severity of anteroposterior jaw dysplasia?,Bolton's analysis,Down's analysis,Steiner analysis,Wit's analysis,B,'B' [KAR-98] Down's analysis does not reveal the severity of anteroposterior jaw dysplasia. Down's analysis uses Frankfort horizontal as a reference plane and evaluates facial growth.,
Orthodontics,Cephalometry,35,between FH plane & occlusal plane is,TMP > 100,SNA > 65°,SNA > 4°,IMP > 35°,B,'B' [AIIMS-98] Nasal width/length ratio is? a) 62.5% b) 70% c) 65% d) 66%,
Orthodontics,Cephalometry,36,Value of mandibular plane angle is:,17-30,100-120,53-66,82-95,A,'A' [COMEDK-2013] Value of mandibular plane angle is 17-30.,
Orthodontics,Cephalometry,37,In bimaxillary malocclusion,SNA is increased,SNB is increased,Both SNA and SNB are increased,Both SNA and SNB are decreased,C,"'C' [AIPG-14] In bimaxillary malocclusion, both SNA and SNB are increased.",
Orthodontics,Cephalometry,38,The medial confluence of stress lines on the medial surface of the ramus that represents the artial growth of surface of the mandible is known as,M Point,Pm Point,Eva point,,B,'B' [AIIMS-95] The medial confluence of stress lines on the medial surface of the ramus that represents the artial growth of surface of the mandible is known as Pm Point.,
Orthodontics,Cephalometry,39,"If FMA is 35 degrees, what will be the need's analysis?",63°,88°,90° ± 5°,,A,"'A' [PGI-03] If FMA is 35 degrees, needs analysis value is 63°.",
Orthodontics,Cephalometry,40,Nasal width/length ratio is?,62.5%,70%,65%,66%,C,'C' [UPSC-99] Nasal width/length ratio is 65%.,
Orthodontics,Cephalometry,41,Hand wrist radiograph provides a view of,25 bones,26 bones,30 bones,,A,"'A' [KCET-08,09] Hand wrist radiograph provides a view of 25 bones.",
Orthodontics,Cephalometry,42,Which of the following bone(s) are used for determination of growth pattern in an individual?,Clavicle,Capitate,Mandible,Cervical spine,D,'D' [AIIMS-07] Which is the most often and most stable used plane for the study of superimposition of lateral cephalograms in children? a) S-N Plane b) Occlusal plane c) Mandibular plane d) Frankfort plane.,
Orthodontics,Cephalometry,43,Which is the most often and most stable used plane for the study of superimposition of lateral cephalograms in children?,S-N Plane,Occlusal plane,Mandibular plane,Frankfort plane,A,'A' [AIPG-06] S-N Plane is the most often and most stable used plane for superimposition of lateral cephalograms in children.,
Orthodontics,Cephalometry,44,The Y-axis is also known as growth axis because,Its axis is parallel to patient's growth in height,It is an indicator of the direction of growth pattern,It is an indicator of the amount of facial growth,It increases in size as the growth increases,B,'B' [Bhalajhi 3rd ed 148] The Y-axis is also known as growth axis because it is an indicator of the direction of growth pattern.,
Orthodontics,Cephalometry,45,"Long face syndrome patient with increase lower facial height, the palatal plane will be:",Rotate upward and posteriorly,Downward anteriorly b) No change,Downward anteriorly,No change,A,"'A' [PGI-2011] Long face syndrome patient with increase lower facial height, the palatal plane will be rotate upward and posteriorly.",
Orthodontics,Cephalometry,46,Cephalometrics is used to evaluate growth,ANS-PNS,SN plane,Mandibular plane,Occlusal plane,B,"'B' [AIIMS-95] Cephalometrics is useful in assessing all of the following relationships except: Tooth to tooth, Tooth to bone, Bone to bone, Soft palate to gingiva.",
Orthodontics,Cephalometry,47,Nasal height (Nasal to subnasal) is approximately,1/3rd of nasal width,1/2nd of nasal width,2/3rd of nasal width,3/4th of nasal width,A,'A' [Bhalajhi 3rd ed 154] Nasal height (Nasal to subnasal) is approximately 1/3rd of nasal width which is approximately 1/2nd of the length of lower nasal width. The nasal width is approximately 70% of the length of nasal length. The N-Pog line is approximately 1/2nd of the length of nasal width.,
Orthodontics,Cephalometry,48,Skeletal maturity is indicated by:,Carpals,"Radius, Ulna",Both,None,C,"'C' [MCET-07] Skeletal maturity is indicated by: Both. A radiograph of the hand and wrist provides diagnostic, an assessment of the level of ossification. A view of 30 small bones, all of which have predictable ossification sequences. The average 30 small bones are in harmony with one another. The profile is abnormal and distal mandibular development in relation to maxilla. Submental Class II: Submental to maxilla. Skeletal Class III: Over growth of mandible with a prognathic mandible.",
Orthodontics,Cephalometry,49,Angle does not change by orthodontic treatment,SNA,SNB,ANB,None,D,"'D' [AIPG-2015] None of the angles (SNA, SNB, ANB) remain completely unchanged by orthodontic treatment.",
Orthodontics,Cephalometry,50,Witts analysis is used for:,Lateral jaw relation,Sagittal jaw relation,Superoinferior jaw relation,None of the above,B,'B' [AIPG-2015] Witts analysis is used for sagittal jaw relation. The AO and BO in Witts appraisal is relationship of Maxilla to cranium b) Mandible to cranium c) Maxilla to mandible d) Maxilla to palate.,
Orthodontics,Cephalometry,51,Which cephalometric point represents centre of ramus,Mandibular,Pro-point,N-point,,A,'A' [AP-07] Which cephalometric point represents centre of ramus — Mandibular.,
Orthodontics,Cephalometry,52,Which is the most often and most stable used plane for the study of superimposition of lateral cephalograms in children?,S-N Plane,Occlusal plane,Mandibular plane,Frankfort plane,A,'A' [AIIMS MAY-2015] S-N Plane is the most often and most stable used plane.,
Orthodontics,Cephalometry,53,The Y-axis is also known as growth axis because,It indicates vertical growth,It is an indicator of the direction of growth pattern,Its axis is parallel to patient's growth in height,It is an indicator of the amount of facial growth,B,'B' [AIPG-06] The Y-axis is also known as growth axis because it is an indicator of the direction of growth pattern. Y-axis: is the angle obtained by joining the sella with gnathion line with the FH plane. The mean value is 59° with a range of 53 to 66°.,
Orthodontics,Cephalometry,54,Increased interincisal angle indicates:,Protrusion of teeth,Horizontal overlap,Vertical overlap,,B,'B' [PGI-95] Increased interincisal angle indicates horizontal overlap.,
Orthodontics,Cephalometry,55,Cephalometrics is useful in assessing all of the following relationships except,Tooth to tooth,Tooth to bone,Bone to bone,Soft palate to gingiva,D,'D' [AIPG-06] Cephalometrics is useful in assessing all of the following relationships except Soft palate to gingiva.,
Orthodontics,Cephalometry,56,The AO and BO in Witts appraisal is relationship of,Maxilla to cranium,Mandible to cranium,Maxilla to mandible,Maxilla to palate,C,'C' [PGI-2011] The AO and BO in Witts appraisal is the relationship of Maxilla to mandible.,
Orthodontics,Cephalometry,57,Skeletal maturity is indicated by:,SNA,SNB,Saddle angle,ANB,C,'C' [AIPG-2015] Saddle angle (Articular angle) is used in Bjork analysis. It is not changed by orthodontic treatment.,
Orthodontics,Cephalometry,58,"On a cephalogram if FMA angle is 25°, which of the following is true",Long face,Short face,Average face,Gonion-Menton,C,"'C' [KAR-02] FMA (Frankfort-mandibular plane angle): Average is 25°. FMA between 21 and 29 degrees, the FMIA should be 68 degrees. When the FMA is 30 degrees or less, the incisor should not exceed 90 degrees. When the FMA is 20 degrees or less, the mandibular plane angle should be 65 degrees.",
Orthodontics,Cephalometry,59,Which of following cephalometric analyses is used to assess skeletal maturity?,Bjork's analysis,McNamara,Tweed's analysis,Down's analysis,A,'A' [MAN-2K] Bjork's analysis is used to assess skeletal maturity. Bjork's analysis uses implants to track growth and assess skeletal changes.,
Orthodontics,Cephalometry,60,Which cephalometric point can be altered by orthodontic tooth movements?,Mandibular,N-point,Pro-point,None of the above,C,"'C' [AIPG-07,10] Pro-point (Protrusion point) - Point-A is the deepest point in the midline between the anterior nasal spine and the alveolar crest between the two maxillary central incisors, orthodontic tooth movements, making it a modifiable landmark.",
Orthodontics,Cephalometry,61,Point-A is the deepest point in the midline between two,"maxillary central incisors, maxillary lateral retraction or proclination of maxillary central incisors, can influence the position of Point-A on cephalogram, making it a modifiable landmark.",anterior nasal spine and alveolar crest between two maxillary central incisors,Mandibular incisors,Lower anterior teeth,A,"'A' [Proffit 4th ed 345] Point-A is the deepest point in the midline between the anterior nasal spine and alveolar crest between two maxillary central incisors. Orthodontic retraction or proclination of maxillary central incisors, can influence the position of Point-A on cephalogram, making it a modifiable landmark.","Requires image: Cephalometric diagram showing Point A, Pog(PM), Metallic Porion"
Orthodontics,Cephalometry,62,Match the following,1. Down's Analysis 2. Tweed's Analysis 3. Steiner's Analysis,1. Go-Gn 2. Goc-Menton 3. Tangent to lower border of mandible,"A-2, B-3, C-1","A-3, B-2, C-1",C,"'C' [AIIMS MAY 2021] Match: 1. Down's Analysis – Go-Gn. 2. Tweed's Analysis – Goc-Menton. 3. Steiner's Analysis – Tangent to lower border of mandible. Correct match: A-2, B-3, C-1.",
Orthodontics,Cephalometry,63,"Skeletal maturity indicators are essential for orthodontic diagnosis, growth and development planning, as they accurately diagnose/predict growth and development. Various methods have been proposed to assess skeletal maturity. These include:","A-1, B-2, C-3","A-2, B-1, C-3","A-3, B-2, C-1","A-2, B-3, C-1",D,"'D' [OP Kharabanda 3rd ed 4:71] Skeletal maturity indicators are essential for orthodontic diagnosis, growth and development. Various methods: 1. Dental age 2. Chronological age 3. Hand-wrist radiographs 4. Cervical vertebral maturation index (CVMI). 5. Peak height velocity (PHV).",
Orthodontics,Cephalometry,64,The posterior airway space is typically about:,5-10 mm,10-15 mm,15-20 mm,20-25 mm,B,"'B' [Kharabanda 3rd ed 1174] Posterior airway space (PAS), also called oropharyngeal airway space, is the horizontal distance from the posterior pharyngeal wall. Mean value is 10.1 ± 3.1 mm (Male); 10.0 ± 2.8 mm (Female).",
Orthodontics,Occlusion & Classification of Malocclusion,1,Ackerman profit classification – outer envelope represent,Alignment relation,Profile,Transverse relation,Vertical relation,B,'B' [Bhalajhi 3rd ed 79] Ackerman profit classification – outer envelope represent Profile.,
Orthodontics,Occlusion & Classification of Malocclusion,2,"When the mandible lies 2-3 mm posterior to the maxilla, it is in",Class III relationship,Class II relationship,Class I relationship,Class IV relationship,C,"'C' [Bhalajhi 3rd ed 74] When the mandible lies 2-3 mm posterior to the maxilla, it is in Class I relationship.",
Orthodontics,Occlusion & Classification of Malocclusion,3,"Which of the following conditions is present in Class II, Division 2 malocclusion:",Open bite,Closed bite,Cross bite,Rotation around its axis,B,"'B' [Bhalajhi 3rd ed 74] Closed bite or deep bite is present in Class II, Division 2 malocclusion.",
Orthodontics,Occlusion & Classification of Malocclusion,4,Torsiversion refers to,Change in axial inclination,Change in tooth position,Impaction of tooth,Rotation around its axis,D,'D' [Bhalajhi 3rd ed 77] Torsiversion refers to Rotation around its axis. Pseudo class III malocclusion: Lingually inclined mandibular incisors. Labially inclined maxillary incisors. None of these.,
Orthodontics,Occlusion & Classification of Malocclusion,5,Pseudo class III condition occurs due to,Lingually inclined mandibular incisors,Lingually inclined maxillary incisors,Labially inclined maxillary incisors,None of these,B,'B' [Bhalajhi 3rd ed 78] Pseudo class III condition occurs due to Lingually inclined maxillary incisors — they create an apparent Class III relationship in centric relation but in centric occlusion the mandible shifts forward. Treatment: extraction of upper centrals in some cases.,
Orthodontics,Occlusion & Classification of Malocclusion,6,Maxillo-mandibular relation in a newly born child is,Protruded maxilla,Retruded mandible,Protruded mandible,,B,'B' [Bhalajhi 3rd ed 2] Maxillo-mandibular relation in a newly born child is Retruded mandible.,
Orthodontics,Occlusion & Classification of Malocclusion,7,The skeletal classification of malocclusion is given by,Calvin case,Martin Dewey,E.H. Angle,Paul Simon,B,'B' [M.S.RANI 3rd ed 22] The skeletal classification of malocclusion is given by Martin Dewey.,
Orthodontics,Occlusion & Classification of Malocclusion,8,Which malocclusion will not lead to straining of lips?,Class II Div 1,Class-II Div. 2,Bimaxillary protrusion,Class III,B,'B' [AIPG-92; MAN-2K] Class II Division 2 malocclusion will not lead to straining of lips because the upper central incisors are retroclined in Class II div 2.,
Orthodontics,Occlusion & Classification of Malocclusion,9,Most prominent feature of Angle class II div 1 (2 Pts):,Lingually placed maxillary central incisors,Labially placed maxillary central incisors,High palatal vault,Hinge overbite,B,'B' [Bhalajhi 3rd ed 74] Most prominent feature of Angle class II div 1 is Labially placed maxillary central incisors (proclined upper anterior teeth with increased overjet).,
Orthodontics,Occlusion & Classification of Malocclusion,10,The vertical relationship between maxillary dentition during smiling,Goldy proportion,Merzig is called the,Smile arc,Lip line,C,'C' [Bhalajhi 3rd ed 74] The vertical relationship between maxillary dentition during smiling is called the Smile arc. Smile arc: The smile arc is defined as the relationship of the curvature of the incisal edges of the maxillary incisors and canines to the curvature of the lower lip in the posed social smile.,
Orthodontics,Occlusion & Classification of Malocclusion,11,"According to Simons classification, class II div 1 is classified as",Attraction,Distraction,Abstraction,Protraction,A,"'A' [AIPG-2017] According to Simon's classification of malocclusion uses three anthropometric planes: the FH plane, the orbital plane and the mid sagittal plane or the raphe. a) Deviation from the raphe or median sagittal plane: Arch form and inclination of tooth axis are determined from this plane. Contraction: A part or the entire dental arch is contracted toward the raphe median plane. The abnormality may be mandibular, alveolar, dental, anterior, posterior, unilateral or bilateral. Distraction: A part or the entire dental arch is wider than usual from the raphe median plane. b) Deviations from the Frankfort horizontal plane: The angle between the Frankfort horizontal and the occlusal plane, the form of the occlusal curve, and the inclination of the teeth axes are determined from this plane. Attraction: The distance between the occlusal plane and the Frankfort horizontal is comparatively shorter than normal. This distance is as a rule normally shorter in the young than in older persons and in some ethnic groups. Abstraction: The distance between the occlusal plane and the Frankfort horizontal is comparatively longer than normal. c) Deviations from the orbital plane: sagittal symmetry and inclination of the axes of the teeth are determined from this plane. Protraction: The teeth, one or both dental arches and/or jaws are too far forward, for example in Class II division 1 cases. Normally, the orbital plane passes through the distal incline of the canine. Retraction: The teeth, one or both dental arches and/or jaws are too far retruded. The orbital plane passes too far anteriorly to the canine. According to Simons classification, class II div 1 is classified as Attraction (AIPG-2017).",
Orthodontics,Occlusion & Classification of Malocclusion,12,Percentage of Class-I malocclusion,60-70%,25-30%,5-10%,5%,A,"'A' [B M.S.RANI 3rd ed 22] Percentage of malocclusions: Class-I: 60-70%, Class-II div-1: 25-30%, Class-II div-2: 5-10%, Class-III: 5%, Open bite in children: 5%, Thumb sucking habit in pre-school children: >50%, Ideal occlusion: 2-3%.",
