Subject,Chapter,Question No,Question,Option A,Option B,Option C,Option D,Correct Answer,Explanation,Image Reference
Endodontics,11. RECENT PAPERS 2018-19 ENDODONTICS,11,Removal of GP with rotary instrument is done at a speed of:,250 rpm,500 rpm,1000 rpm,1500 rpm,D,"[Cohen 11th ed 350]
Using rotary systems to remove gutta-percha in the canals has been advocated due to enhanced efficiency and effectiveness in removing gutta-percha from treated root canals. Several types of mechanical rotary systems are available for gutta-percha removal, including the ProFile, the Canal Finder, and dedicated gutta-percha removal instruments, such as the GPX, the Quantec SC, the ProTaper Universal retreatment files, and the Mtwo R. These engine-driven instruments mechanically chop-up the gutta-percha and frictionally thermoplasticizing the root filling mass via frictional heat to aid in removal.

The optimum rotary speed is 1500 rpm for GP removal with various rotary systems. Earlier the speed range was from 350-700 rpm, where instrument fractures were more frequent. Studies demonstrated that when the instrument rotary speed was increased from 350 to 1500 rpm, there was less frequency of fracture.",Requires image: Rotary gutta-percha removal instruments/diagram
Endodontics,11. RECENT PAPERS 2018-19 ENDODONTICS,12,Kim’s KiS tip which is double angled and the tip of which is angulated at greater than 100 degrees is:,KiS 1,KiS 2,KiS 3,KiS 4,D,"[Microsurgery in Endodontics by Syngcuk Kim 1st ed 17]
Ultrasonic tips for root end preparation:
• The first ultrasonic tips of root end surgery are stainless steel Carr tips (code name: CT 1-5).
• The KiS (Kim Surgical) tips are coated with Zirconium Nitride and have an irrigation port at the tip rather than along the shaft. These advanced tips cut faster, smoother and produce less microfractures with more efficiency in cutting.

KiS-1: Designed for mandibular anteriors and premolars. Angled 80 degrees at the working end; 0.24 mm diameter, 3.0 mm cutting surface.
KiS-2: Designed to access larger diameter roots (Maxillary anteriors); 0.7 mm diameter, 3.0 mm cutting surface.
KiS-3: Designed for posterior teeth; 75-degree angle; double-angled; for use on maxillary left side and mandibular right side.
KiS-4: Similar to KiS 3 except that the tip angle is 110 degrees, to reach the lingual apex of molar roots.
KiS-5: counterpart of KiS 3 for the maxillary right side and mandibular left side.
KiS-6: counterpart of KiS 4.

<table border=""1"" cellpadding=""6"" cellspacing=""0"" style=""border-collapse:collapse;width:100%;font-size:13px"">
<tr style=""background:#e75480;color:#fff;font-weight:bold""><td>Tip</td><td>Description</td></tr>
<tr><td>KiS-1</td><td>Designed for mandibular anteriors and premolars. Angled 80 degrees at the working end; 0.24 mm diameter, 3.0 mm cutting surface.</td></tr>
<tr><td>KiS-2</td><td>Designed to access larger diameter roots (Maxillary anteriors); 0.7 mm diameter, 3.0 mm cutting surface.</td></tr>
<tr><td>KiS-3</td><td>Designed for posterior teeth; 75-degree angle; double-angled; for use on maxillary left side and mandibular right side.</td></tr>
<tr><td>KiS-4</td><td>Similar to KiS 3 except that the tip angle is 110 degrees, to reach the lingual apex of molar roots.</td></tr>
<tr><td>KiS-5</td><td>counterpart of KiS 3 for the maxillary right side and mandibular left side.</td></tr>
<tr><td>KiS-6</td><td>counterpart of KiS 4.</td></tr>
</table>",Requires image: KiS-1 to KiS-6 ultrasonic tip design/specification table
Endodontics,11. RECENT PAPERS 2018-19 ENDODONTICS,13,Start-X™ # 3 is used as?,MB2 scouter,Canal opening scouter,Metal post removal,Reveals the original pulp chamber floor,B,"[Restodontics navigator by Dentsply]
START-X™:
• These are the Ultrasonic tips for the access cavity.
• Simple system: one tip - one clinical indication.
• A range of ultrasonic tips designed for specific indications.

START-X™ #1 — Access cavity wall refinement
START-X™ #2 — MB2 canal scouter (2nd canal mesio-buccal root)
START-X™ #3 — Canal opening scouter
START-X™ #4 — Metal post removal
START-X™ #5 — Revealing the original pulp chamber floor anatomy.

<table border=""1"" cellpadding=""6"" cellspacing=""0"" style=""border-collapse:collapse;width:100%;font-size:13px"">
<tr style=""background:#e75480;color:#fff;font-weight:bold""><td>START-X™ tip</td><td>Indication</td></tr>
<tr><td>START-X™ #1</td><td>Access cavity wall refinement</td></tr>
<tr><td>START-X™ #2</td><td>MB2 canal scouter (2nd canal mesio-buccal root)</td></tr>
<tr><td>START-X™ #3</td><td>Canal opening scouter</td></tr>
<tr><td>START-X™ #4</td><td>Metal post removal</td></tr>
<tr><td>START-X™ #5</td><td>Revealing the original pulp chamber floor anatomy</td></tr>
</table>",Requires image: START-X™ #1–#5 ultrasonic tips and indications
Endodontics,11. RECENT PAPERS 2018-19 ENDODONTICS,14,Antibiotic concentration in tetraclean is?,100 mg/ml,150mg/ml,50mg/ml,500mg/mt,C,"[Check the Explanation of Recent 2017-18 papers Q No. 25]
The source for this question directs the reader to the explanation of Recent 2017-18 papers Question No. 25; that explanation is not reproduced in this 2018-19 section.",
Endodontics,11. RECENT PAPERS 2018-19 ENDODONTICS,15,Not a cannula in ultrafil 3D:,Regular set,Firm set,Endoset,Thin set,D,"[Cohen 11th ed 310]
• Ultrafil 3D is a thermoplastic gutta-percha injection technique involving gutta-percha cannulas, a heating unit, and an injection syringe.
• The system employs three types of gutta-percha cannulas.
• The Regular Set is a low-viscosity material that requires 30 minutes to set. The Firm Set is also a low-viscosity material but differs in that it sets in 4 minutes.
• The manufacturer recommends compaction after the initial set with both materials.
• Endoset has a higher viscosity and does not flow as well. It is recommended for techniques employing compaction and sets in 2 minutes.
• Cannulas can be disinfected but are not designed for heat sterilization procedures.
• The heater is preset at 90°C and does not require adjustment. Each cannula has a 22-gauge stainless steel needle that measures 21 mm in length. The needles can be precurved.
• Heating time varies, but for a cold unit it takes 10 to 15 minutes. In a warm heater the recommended time is 3 minutes.
• After removing the cannula from the heater, the needle should be placed on the hot part of the heater for several seconds. The gutta-percha remains able to flow for 45 to 60 seconds depending on the viscosity.",
Endodontics,11. RECENT PAPERS 2018-19 ENDODONTICS,16,According to WHO 1978 classification of dentoalveolar trauma N 873.63 represent?,Complicated fracture,Root fracture,Intrusion,Fracture involving enamel and dentine,B,"[An overview of classification of dental trauma. IAIM, 2015; 2(9): 157-164]
Classification currently recommended by WHO and modified by Andreasen and Andreasen:
Soft Tissues:
• Lacerations- 873.69
• Contusion- N 902
• Abrasions- N 910

Tooth Fractures:
• Enamel fracture- N 873.60
• Crown fractures- uncomplicated- N 873.61
• Crown fractures-complicated- N 873.62
• Root fracture- N 873.63
• Crown root fracture- N 873.64.

<table border=""1"" cellpadding=""6"" cellspacing=""0"" style=""border-collapse:collapse;width:100%;font-size:13px"">
<tr style=""background:#e75480;color:#fff;font-weight:bold""><td>Category</td><td>Classification</td></tr>
<tr><td>Soft Tissues</td><td>Lacerations- 873.69; Contusion- N 902; Abrasions- N 910</td></tr>
<tr><td>Tooth Fractures</td><td>Enamel fracture- N 873.60; Crown fractures- uncomplicated- N 873.61; Crown fractures-complicated- N 873.62; Root fracture- N 873.63; Crown root fracture- N 873.64</td></tr>
</table>",Requires image: WHO/Andreasen and Andreasen dental trauma classification table
Endodontics,11. RECENT PAPERS 2018-19 ENDODONTICS,17,Which of the following does not dissolve MTA,CHX,Carbonic acid,EDTA,Chloroform,C,"[Effect of various chemicals as solvents on the dissolution of set white mineral trioxide aggregate: an in vitro study. J Endod. 2010 Jan;36(1):135-8]
Because MTA is alkaline in nature, it might interact with acids or chemicals and could disintegrate. Few studies have been done to evaluate the effect of chemicals on MTA.

Nandini et al tested the effect of carbonic acid, 2% chlorhexidine gluconate, 17% EDTA and saline on set white MTA (WMTA) on 1 day and 21 days after setting. They concluded that:
• Carbonic acid can be effectively used as an adjunct to dissolve set WMTA even after 21 days, whereas 2% chlorhexidine gluconate showed significant surface dissolution only within 24 hours of WMTA placement. Thus, usage of chlorhexidine gluconate as a root canal irrigant in which WMTA is used during endodontic procedure should be avoided for 24 hours.
• Solutions with EDTA have no effect on surface hardness of WMTA.
• Another study which compared dissolution of a mineral trioxide aggregate sealer in endodontic solvents compared to conventional sealers concluded that chloroform was effective in dissolving MTA based root canal sealers. [Dissolution of a mineral trioxide aggregate sealer in endodontic solvents compared to conventional sealers. Braz Oral Res.2016;30.]",
Endodontics,11. RECENT PAPERS 2018-19 ENDODONTICS,18,Apexum is used for?,Working length determination,GP removal,Noninvasive caries removal,Minimally invasive method for the debridement of periradicular tissue,D,"[Cohen 10th ed 241]
In nonsurgical endodontic procedures, the healing of apical periodontitis is achieved by treatment provided within the root canal system. The new Apexum procedure is based on advancing the debridement one step further by minimally invasive removal of the inflamed periapical tissues through root canal access, thereby enhancing the healing kinetics of periapical lesions.

The Apexum procedure uses 2 sequential rotary devices designed to extend beyond the apex and to mince periapical tissues on rotation in a low-speed hand piece, followed by washing out the minced tissue. The Apexum kit consists of two devices, the Apexum NiTi Ablator and Apexum PGA Ablator, designed to be used sequentially.

1) Apexum NiTi Ablator consists of a specially pre shaped Nitinol wire. One end is bent and is designed to enter the periapical tissues through the root canal and apical foramen, whereas the other end has a latch-type connector to allow its operation by a low-speed contra-angle handpiece. The bent part is initially concealed in a straight superelastic Nitinol tube that serves as a sheath allowing its introduction up to the apical foramen. When pushed, the wire emerges from its sheath and through the apical foramen and resumes its pre shaped form. The special retrograde design of the bent part allows it to rotate in the periapical soft tissues at 200 to 250 rpm and coarsely grind them while being deflected from the surrounding bone. The Nitinol sheath is used first to allow the introduction of the pre bent Nitinol wire to the apical foramen and second to allow unobstructed rotation of the wire in the root canal without twisting of the wire.

2) The second device is the Apexum PGA Ablator, built from a Nitinol shaft, equipped on one end with a latch-type connector to allow its operation by a low-speed contra-angle handpiece. At the other end, a bioabsorbable filament is attached, which is designed to enter the peri-apical bony crypt and rotate at 5,000 to 7,000 rpm, turning the tissue that was initially minced with the NiTi Ablator into a thin suspension that may be flushed through the root canal.

Apexum procedure:
• A #20 K-file is passed through the apical foramen and beyond the apex to verify patency. It is followed by a rotary #30 file that is passed 1 mm beyond the apical foramen, creating a passage with a 330 μm diameter.
• The Apexum NiTi Ablator is then inserted, while encased in its sheath, to the working length as established at the cleaning and shaping stage.
• The sheath is stabilized to the occlusal surface of the tooth using glass-ionomer cement. The Nitinol filament is then pushed manually through the enlarged apical foramen and into the periapical tissues.
• The NiTi Ablator is then rotated in the periapical tissues for 30 seconds at 200 to 250 rpm to initially mince the tissue. The stabilizing glass-ionomer cement is then removed, and the NiTi Ablator withdrawn from the root canal with its sheath. Root canal is then rinsed with sterile saline, and the Apexum PGA Ablator is manually inserted through the root canal and into the periapical tissues. It is then connected to a low-speed contra-angle hand piece and rotated for 30 seconds at 5,000 to 7,000 rpm to turn the minced tissues into a thin suspension. Next, it is withdrawn from the root canal. The tissue suspension is now washed out with sterile saline solution.",Requires image: Apexum NiTi Ablator/PGA Ablator and Apexum procedure illustration
Endodontics,11. RECENT PAPERS 2018-19 ENDODONTICS,19,"Invasive Cervical Resorption, a well-defined invasive resorptive lesion that has penetrated close to the coronal pulp chamber but shows little or no extension into the radicular dentin is classified as ?",Class I,Class II,Class III,Class IV,B,"[Check the explanation of Q. No 9]
The source directs the reader to Question No. 9 for the explanation of Heithersay's classification. Class II is a well-defined, invasive resorptive lesion that has penetrated close to the coronal pulp but with little or no extension into the radicular dentin.",Requires image: Heithersay's Classification (Invasive Cervical Resorption)
Endodontics,11. RECENT PAPERS 2018-19 ENDODONTICS,20,Not a component of endoflass ?,Zinc oxide 56.6 %,Calcium hydroxide 1.07%,Calcium hydroxide 40.6 %,Barium sulfate 1.63%,C,"[Pediatric dentistry by Nikhil Marwah 4th ed 678]
Endoflas is a resorbable paste produced in South America which contains components similar to that of Vitapex, Zinc oxide, and Eugenol.

Endoflas Composition:
• This paste is obtained by mixing a powder containing tri-iodomethane and iodine dibutylorthocresol (40.6%), Zinc oxide (56.5%), Calcium hydroxide (1.07%) and Barium sulfate (1.63%).
• The rationale behind incorporating three materials Zinc oxide Eugenol, Calcium hydroxide, and Iodoform into Endoflas was probably to compensate the disadvantage of one individual material with the advantages of the other.
• Endoflas paste has the advantage of having the resorption limited to the excess material, which has been extruded. Resorption of the material does not occur within the canal. Thus, the material is neither resistant to resorption nor does it result in the hollow tube effect.
• The manufacturers of endoflas paste claims that it has a broad spectrum of antibacterial efficacy.
• The material is hydrophilic and can be used in mildly humid canals. It has the ability to disinfect dentinal tubules and hard-to-reach accessory canals that cannot be disinfected or cleansed mechanically. In addition, the components of the material can be removed by phagocytosis making it resorbable.",
Endodontics,11. RECENT PAPERS 2018-19 ENDODONTICS,21,Kim Microsurgical ultrasonic tip is coated with,Titanium oxide,Aluminium oxide,Zirconium nitride,Rhodium,C,"[Ingle 5th ed 703]
• The ultrasonic tips developed Dr Carr are available in plain or diamond coated.
• The microsurgical ultrasonic tips developed by Dr Kim are coated with zirconium nitride for faster dentin cutting with less ultrasonic energy.",
Endodontics,11. RECENT PAPERS 2018-19 ENDODONTICS,22,The best source of STEM cells,Stem cells from Apical Papilla,Stem cells from Human Exfoliated Deciduous teeth,Periodontal ligament stem cells,Stem cells from dental pulp,D,"[Refer q no 22 of recent papers 2017-18 endodontics]
The source for this question refers to Question No. 22 of the Recent Papers 2017-18 Endodontics section; that earlier explanation is not reproduced in this 2018-19 section.",
Endodontics,11. RECENT PAPERS 2018-19 ENDODONTICS,23,Compressive strength of biodentine after 30 days ?,150,200,250,300,D,"[Comparison of physical and mechanical properties of mineral trioxide aggregate and Biodentine. Indian J Dent Res 2014;25:692-7]
Biodentine is a tricalcium silicate-based cement. The material is claimed to possess better physical and biological properties compared to other tricalcium silicate cements such as MTA and Bioaggregate.
• It is a premixed and liquid system where the powder is composed of tricalcium silicate (main component), calcium carbonate (filler material), zirconium oxide (radiopacifier), dicalcium silicate (traces), calcium oxide (traces), iron oxide (traces) and the liquid is an aqueous solution of a hydrosoluble polymer (water reducing agent) with calcium chloride (decreases setting time).
• Biodentine has a wide range of applications including endodontic repair (root perforations, apexification, resorptive lesions, and retrograde filling material in endodontic surgery) and pulp capping and can be used as a dentine replacement material in restorative dentistry. The material is actually formulated using the MTA-based cement technology and the improvement of some properties of these types of cements, such as physical qualities and handling.
• Setting time: The working time of Biodentine is up to 6 minutes with a final set at around 9-12 minutes. This represents a great improvement compared to MTA, which set in more than 2 hours.
• Compressive strength: A specific feature of Biodentine is its capacity to continue improving with time in terms of strength over several days until reaching 300 MPa after one month. This value becomes quite stable and is in the range of the compressive strength of natural dentine (297 MPa). Grech et al. studied that Biodentine showed highest compressive strength as compared to other tested materials due to its low water: powder ratio. The compressive strength of MTA-Angelus was 41 MPa at 24 hour that increased to 76.8 MPa at 28 days.
• Vickers hardness: Biodentine exhibits sufficient hardness to be used as dental material. After 2 hours, the hardness of biodentine is 51 VHN and reaches 69 VHN after 1 month.",Requires image: Biodentine properties/physical and mechanical properties reference
Endodontics,11. RECENT PAPERS 2018-19 ENDODONTICS,24,Tunnel defects are seen in?,Perforation,Proximal cavity preparation from occlusal side,Calcium hydroxide dentin bridge formation,Dehiscence because of bone resorption,C,"[Ingle 5th ed 870]
• Dentin bridge formation has been considered to be the sign of success in response to direct pulp capping procedures.
• Calcium Hydroxide has no inherent adhesive qualities and provides a poor seal. The appearance of so-called tunnel defects in reparative dentin formed underneath calcium hydroxide pulp caps has been reported.
• A tunnel defect has been described as a patency from the site of the exposure through the reparative dentin to the pulp, sometimes with fibroblasts and capillaries present within the defect.
• Cox and Subay found that 89% of bridges formed in response to calcium hydroxide direct pulp caps demonstrated tunnel defects, which allowed access of microleakage products beneath the restoration into the pulp. They found recurrent pulp inflammation beneath 41% of all bridges formed in the sample.",
Endodontics,11. RECENT PAPERS 2018-19 ENDODONTICS,25,The needle used in irrigation which is the most important factor:,Penetration depth,Internal and outer diameter,Final size of root canal preparation,All the above,D,"[Ingle 5th ed 502]
The factors affecting the efficacy of needle irrigation include:
• The diameter of the irrigating needle,
• Needle design,
• Depth of the irrigating needle, and
• The final size of the root canal preparation.

Some important points:
• Narrower gauge needles (27 or 30 gauge) are more effective than larger gauge needles in removing debris from curved canals. Needles with gauges of 27 and 30 present external diameter of 0.4 and 0.3 mm, respectively.
• The use of a close-ended single side vented needle is considered to be the safest needle design for irrigation.
• Positioning the needle as close to the working length (WL) as possible to improve debridement and irrigant replacement is advocated.
• Wedging a needle in a canal is dangerous and can cause serious sequelae.
• Canal size and shape are crucial to the penetration of the irrigant. The apical 5 mm are not flushed until they have been enlarged to size 30 and more often to size 40 file.",
Endodontics,11. RECENT PAPERS 2018-19 ENDODONTICS,26,Which of the following is second generation rotary system,Bio race,Quantec,Revo S,Flex master,A,"[Evolution of Rotary NI-TI File Systems: A Literature Review. Indian journal of applied research 6(12); 2016: 91-94]
GENERATIONS OF ROTARY SYSTEMS

1st generation Rotary Instruments:
• Profile — 1993 — Non cutting — Fixed taper 2%, 4% and 6% — Negative rake angle, Passive cutting blades
• Quantec — 1996 — Non cutting — Constant taper — Semi active cutting blades
• System GT — 1998 — Bullet nose tip — Constant rate of taper — Variable pitch reduce the screwing in effect
• Hero 642 — 1999 — Inactive tip — Constant taper — Triple helix geometry
• Flex master — 2000 — Non cutting — Constant taper — K type cutting blades provide high cutting efficiency, improved torsional resistance

Second generation rotary files:
• Race — 1999 — Non cutting safe tips — Varying taper — Reamer with alternate cutting edges
• Protaper — 2001 — Modified guiding tip — Multiple degree taper — Multiple increasing / decreasing taper
• K3 — 2001 — Safe ended tip — Constant rate of taper — Positive rake angle; For Crown down preparation
• Hero shaper — 2002 — Inactive tip — Constant taper — Positive cutting angle, Adapted pitch concept
• Endosequence — 2004 — Non cutting precision tip — Constant taper — Alternate contact point electrochemical file, Variable pitch
• Biorace — 2011 — Non cutting safe tip — Constant taper — Electropolished surface treatment; Alternating cutting edge

Third generation rotary files:
• Twisted — 2001 — Safety tips — Constant taper — R-phase of NiTi alloy positive rake angle
• Wave one — 2012 — Modified tip — Variable taper — Reciprocating motion
• Hyflex — 2012 — Safety tips — Constant taper — Controlled memory NiTi files

Fourth generation rotary files:
• Self-Adjusting File (SAF) — 2010 — Pointed cylinder — Adapts to canal — Compressible open tube open tube design, Up & down, back & froth motion

<table border=""1"" cellpadding=""6"" cellspacing=""0"" style=""border-collapse:collapse;width:100%;font-size:13px"">
<tr style=""background:#e75480;color:#fff;font-weight:bold""><td>Generation</td><td>Files/examples</td></tr>
<tr><td>1st generation Rotary Instruments</td><td>Profile (1993), Quantec (1996), System GT (1998), Hero 642 (1999), Flex master (2000)</td></tr>
<tr><td>2nd generation rotary files</td><td>Race (1999), Protaper (2001), K3 (2001), Hero shaper (2002), Endosequence (2004), Biorace (2011)</td></tr>
<tr><td>3rd generation rotary files</td><td>Twisted (2001), Wave one (2012), Hyflex (2012)</td></tr>
<tr><td>4th generation rotary files</td><td>Self-Adjusting File (SAF) (2010)</td></tr>
</table>",Requires image: Generations of rotary systems table
