"Subject","Chapter","Question No","Question","Option A","Option B","Option C","Option D","Correct Answer","Explanation","Image Reference"
"Dental Materials","AIPG 2017 Dental Materials","30","Strength of gypsum can be measured with","Vicat needle","Gillmore needle","Kreb's penetrometer","Universal testing machine","D","Universal testing machine is most commonly used apparatus to measure compressive, tensile, shear and flexural strength of most of the dental materials. Gillmore needles and vicat penetrometers are used for measuring the setting time of gypsum products. Kreb's penetrometer is used for measuring the setting time of ZOE impression pastes.",""
"Dental Materials","AIPG 2017 Dental Materials","31","Putty wash technique is utilized for","polydimethylsiloxane","polyvinyl siloxane","polysulphide","polyether","A","The chemical ingredient used in condensation silicone is Hydroxyl terminated polydimethylsiloxane. Putty-wash technique was originally developed for condensation silicone to minimize the effect of associated dimensional changes. The thick putty material is placed in a stock tray and a preliminary impression is made. This preliminary impression is used as a custom tray, either by cutting away some of the ""tray"" putty or by using a thin polyethylene sheet as a spacer between the putty and the prepared teeth during the preliminary impression making. A mixture of the thin-consistency wash material is placed into the putty impression and on the preparation; then the tray is reseated in the mouth to make the final impression. [Anusavice 12th ed, p.159,160]",""
"Dental Materials","AIPG 2017 Dental Materials","32","Which of the following is radiopaque","polysulphide","polyether","addition silicone","condensation silicone","A","Radiopacity of impression materials mainly depends on the composition and thickness of an impression material. Among four elastomeric impression materials, polysulfide materials show more radiopacity due to the presence of Lead dioxide. Among the different viscosities of elastomeric impression materials, putty body materials depict more radiopacity followed by heavy, medium and light body materials. [Mota GE et al. Radiopacity of impression materials using an indirect digital system, Rev Odontocienc., 2008;23(4):333-337]",""
"Dental Materials","AIPG 2017 Dental Materials","33","Crocus cloth is","emery","rouge","pumice","garnet","B","Repeat from previous session — see explanation for Q19: Crocus cloth is covered with a layer of very fine loose ferric oxide, i.e., rouge.",""
"Dental Materials","AIPG 2017 Dental Materials","34","Corrosion product of high copper amalgam","SnO","SnHg","Sn-O Cl","Cu-sn","D","Low-copper amalgams: Low-copper amalgams form corrosion products of tin oxides and tin chlorides at both the tooth/amalgam interface (to seal the margins and prevent leakage) and in the interior of the amalgam. The most corrosion-prone phase in these alloys is gamma 2 (Sn8Hg). High-copper amalgams: High-copper amalgams form corrosion products similar to those formed by the low-copper alloys (tin oxides and tin chlorides); in addition they form copper chloride. They corrode slower than low-copper amalgams; it takes from 6 months to 2 years for high-copper alloys to self-seal their margins because they contain little or none of the most corrosion-prone phase, gamma 2. The most corrosion-prone phase in high-copper amalgams is the eta phase (Cu-Sn). [Anusavice 12th ed, p.379]",""
"Dental Materials","AIPG 2017 Dental Materials","35","Best property of high copper amalgam as compared to low copper is","more corrosion","high marginal strength","better tensile strength","less liquid require for mix","B>D","The high-copper amalgams exhibit superior marginal integrity and reduced corrosion, primarily due to the elimination of the weak gamma-2 (Sn-Hg) phase seen in low-copper amalgams.",""
"Dental Materials","AIPG 2017 Dental Materials","36","Which of the following is NOT a fully sintered computer aided milling CAM is","Cerec Vitabloc","in-denzir","bruxzir","cercon","D","| Technique | Materials |
|---|---|
| Computer-aided milling (CAM) of fully sintered forms | Cerec VITABLOCS, In-Denzir, BruxZir |
| Computer-aided milling (CAM) of partially sintered form | Cercon |
| Machining, grinding of dry-pressed powder on enlarged die | Procera Alceram |
| Condensation | Ceramco, VITA VMK, Duceram LFC, IPS d.Sign |
| Hot pressing | IPS Empress 2, OPC 3G, Finesse Pressable |
| Casting | Dicor |

[Anusavice 12th ed, p.428]",""
"Dental Materials","AIPG 2017 Dental Materials","37","Rogue is used to","Prevent flow of solder to unwanted areas","Covers the metal surface and prevents access to oxygen so that no oxides can form.","Reduces any oxides present and exposes clean metal.","Dissolves any oxides present and carries them away.","A","To prevent flow of molten solder onto adjacent areas, an antiflux such as rouge mixed with chloroform or graphite can be painted on these areas before heating substrate metals. There are three types of fluxes according to their primary purpose: Type I – Surface protection – covers the metal surface and prevents access to oxygen so that no oxides can form. Type II – Reducing agent – reduces any oxides present and exposes clean metal. Type III – Solvent – dissolves any oxides present and carries them away. [Anusavice 12th ed, p.389]",""
"Dental Materials","AIPG 2017 Dental Materials","38","Greatest stress generated in a material till it follows a directly proportional relationship","Yield Strength","Proportional Limit","Toughness","Ultimate strength","B","Elastic strain – Amount of deformation that is recovered instantaneously when an externally applied force or pressure is reduced or eliminated. Elastic modulus (also modulus of elasticity and Young's modulus) – Stiffness of a material that is calculated as the ratio of elastic stress to elastic strain. Proportional limit – Magnitude of elastic stress above which plastic deformation occurs. Toughness – Ability of a material to absorb elastic energy and to deform plastically before fracturing; measured as the total area under a plot of tensile stress versus strain. Yield strength – The stress at which a test specimen exhibits a specific amount of plastic strain. Ultimate tensile strength – Tensile stress at the instant of fracture. [Dental Materials Science by Rama Krishna Alla 1st ed, p.18]",""
"Dental Materials","AIPG 2017 Dental Materials","39","Calcination of CaSO4.2H2O at 130° leads to formation of","Alpha/ Beta - hemihydrate","Orthorhombic anhydrite","Hexagonal Anhydrite","Decrystallization","A","Calcination between 110°C -130°C, gypsum partially dehydrates and converts to plaster or stone (Alpha/Beta Hemihydrate). Calcination between 130°C - 200°C, gypsum dehydrates and converts to hexagonal anhydrite. Calcination between 200°C - 1000°C, gypsum converts to orthorhombic anhydrite. [Anusavice 12th ed, p.183]",""
"Dental Materials","AIPG 2017 Dental Materials","40","The maximum flow of inlay wax at 37°C is","0.5%","1%","1.5%","2%","B","Maximum flow values for pattern wax at different temperatures (partial table, source image partially illegible):

| Type of Wax | T=30°C Max | T=37°C Max | T=40°C Max | T=45°C Max |
|---|---|---|---|---|
| I | - | 1 | 20 (at 40°C) | 70 |
| II | - | - | 50 | 70-90 |

[Anusavice 12th ed, p.193]",""
"Dental Materials","AIPG 2017 Dental Materials","41","Mercapton groups are seen in","Polysulphide","Addition silicone","Condensation silicone","Polyether","A","Alternative Names for polysulfide impression material: Mercaptan impression material – by chemistry (presence of mercapton groups). Thiokol – first manufacturing company. Vulcanized impression materials – by processing technology. [Dental Materials Science by Rama Krishna Alla 1st ed, p.191]",""
"Dental Materials","AIPG 2017 Dental Materials","42","The alternative of Eugenol is","Orthoethoxy benzoic acid","Ortho phosphoric acid","Poly(acrylic acid)","Citric acid","A","One of the chief disadvantages of the ZOE pastes is the possible stinging or burning sensation caused by the eugenol as it leaches out and contacts soft tissues. Zinc oxide can react with various carboxylic acids and form ZOE-like materials. Orthoethoxybenzoic acid (EBA) is a valuable substitute for eugenol in this regard. Bactericidal agents and other medicaments can also be incorporated without interfering with the reaction. Orthophosphoric acid is used as liquid in zinc phosphate cements. Poly acrylic acid is used as liquid in zinc polycarboxylate and Glass Ionomer cements. [Anusavice 12th ed, p.197]",""
"Dental Materials","AIPG 2017 Dental Materials","43","Which of the following is added to denture base resins to prevent polymerization of polymer during storage","Hydroquinone","Benzoyl peroxide","Tertiary amine","camphoroquinone","A","Hydroquinone is added to denture base resins in small amounts by the manufacturer to prevent the accidental polymerization during transport and storage. [Dental Materials Science by Rama Krishna Alla 1st ed, p.53,252]",""
"Dental Materials","AIPG 2017 Dental Materials","44","Acid base based polyacrylic cements have most important property of","Bio adhesion","Reparative dentin formation","Bond strength","Severe irritant to pulp","A","Acid base based polyacrylic cement means Zinc polycarboxylate cement. It is the first luting agent developed with the potential for adhesion to the natural tooth. [Anusavice 12th ed, p.318]",""
"Dental Materials","AIPG 2017 Dental Materials","45","In zinc polycarboxylate modified setting time and increased manipulative properties are due to","Bismuth Oxide","Stannic Oxide","Magnesium Oxide","Stannous Oxide","D","The powder component of the cement contains mainly zinc oxide with some magnesia, tin oxide, bismuth oxide, and/or alumina. Stannous oxide is often added in small amounts to modify the setting time and improve handling characteristics of zinc polycarboxylate cement. These additions help in achieving more favorable working properties without compromising adhesion. [Anusavice 12th ed, p.318]",""
"Dental Materials","AIPG 2017 Dental Materials","46","Radio-opacity in composite is due to presence of","Strontium","Fluorides","Silica","BisGMA","A","Ytterbium fluoride, Barium (Ba), Strontium (Sr), Zirconium (Zr), and Zinc glasses are added to composites to impart radiopacity. [Anusavice 12th ed, p.280]",""
"Dental Materials","AIPG 2017 Dental Materials","47","Photo-initiator in dual cure composite is","Camphorquinone","Benzoyl peroxide","Benzoinmethyl ether","Toluidine","A","Composition of Dental Composites — Initiator and Activator systems: Initiator – Benzoyl peroxide (for Self-cure), Benzoin Methyl ether (for UV light cure), Camphoroquinone + tertiary Amine (for Visible light cure). Activator – N,N Dimethyl-Para-toluidine or tertiary Amine (for Self cure), UV light (365 nm) for UV light cure resins, Visible light (460–480 nm) for visible light cure resin. [Anusavice 12th ed, p.278]",""
"Dental Materials","AIPG 2017 Dental Materials","48","Polycarboxylate cement adhesive failure is most commonly at","Cement prosthesis interface","Cement tooth interface","Fracture through cement","cement tooth interface","A","Cohesion is an attraction process that occurs between similar molecules, primarily as the result of chemical bonds that have formed between the individual components of the adhesive or luting agent. Adhesion is the attraction process that occurs between dissimilar molecules, i.e., the bonding of one material to another, namely, an adhesive to a substrate, due to a number of different possible interactions at the adhesive-substrate surface interface. Polycarboxylate cement bonds chemically to enamel and dentin. The most likely failure occurs at the luting agent/prosthesis interface (adhesive). Remnants of the luting agent often remain on the opposing surface. Failure through the cement layer (cohesive) is unlikely because of the small thickness of the cement involved. [Anusavice 12th ed, p.333]",""
"Dental Materials","AIPG 2017 Dental Materials","49","Titanium casting is done with","Laser","Oven","Gas torch","Arc Melting with an argon atmosphere","D","Titanium has a high melting point (1668°C) and high rate of oxidation above 900°C. It requires a special casting machine with arc-melting capability and an argon atmosphere along with a casting investment consisting of oxides, such as MgO, ZrO2, or Y2O3, which are more stable than titanium oxide, to ensure acceptable castability. [Anusavice 12th ed, p.376]",""
"Dental Materials","AIPG 2017 Dental Materials","50","Most common problem faced with single etch adhesive system is","Phase Separation","Technique Sensitive","Collagen Fiber Collapse","Increased Viscosity","A","Repeat from previous session — see explanation for Q10: phase separation due to hydrolytic instability of self-etch adhesive systems.",""
"Dental Materials","AIPG 2017 Dental Materials","51","Thermal shrinkage in Phosphate bonded investment occurs due to release of","CO2","H2","NH3","Methane","C","The early thermal shrinkage of phosphate investments is associated with decomposition of the binder, magnesium ammonium phosphate, and is accompanied by evolution of ammonia, which is readily apparent by its odor. For gypsum investments, the shrinkage is caused by the transformation of calcium sulfate from the hexagonal to the rhombic form. However, some of the shrinkage is masked because of the expansion of the refractory filler, especially for cristobalite. [Anusavice 12th ed, p.208]",""
"Dental Materials","AIPG 2017 Dental Materials","52","Which is gypsum die hardener","Cyanoacrylate","Potassium sulphate","Calcium sulphate","Trisodium Phosphate","A","Increased hardness and abrasion resistance is especially important for die materials. Dies used to fabricate dental prostheses are often cast in Type IV or Type V gypsum material to produce a hard, accurate surface on which to make the wax pattern for the prosthesis. Coating the surface of the die with cyanoacrylates increases the abrasion resistance of gypsum die material.",""
"Dental Materials","AIPG 2017 Dental Materials","53","Which of the following constituent of reversible hydrocolloid is present in highest amount by weight percent","Water","Agar","Potassium","Sodium","A","Composition of Reversible Hydrocolloid Impression Materials:

| Component | Function | Composition (%) |
|---|---|---|
| Agar | Brush-heap structure | 13-17 |
| Borate | Strength | 0.2-0.5 |
| Sulfate | Gypsum hardener | 1.0-2.0 |
| Wax, hard | Filler | 0.5-1.0 |
| Thixotropic materials | Thickener | 0.3-0.5 |
| Water | Reaction medium | Balance |

Water forms the balance (highest proportion by weight) of the composition.",""
