Subject,Chapter,Question No,Question,Option A,Option B,Option C,Option D,Correct Answer,Explanation,Image Reference
Endodontics,10. RECENT PAPERS 2017-18 ENDODONTICS,11,Which of the following is best method to differentiate between periapical abscess and lateral periodontal abscess?,Pulp testing,Radiographs,Site of inflammation,Periodontal probing,A,"<table border=""1"" cellpadding=""6"" cellspacing=""0"" style=""border-collapse:collapse;width:100%;font-size:13px""><tr style=""background:#e75480;color:#fff;font-weight:bold""><td>Periodontal Abscess</td><td>Periapical Abscess</td></tr><tr><td>Vital tooth</td><td>Non-vital tooth</td></tr><tr><td>No caries</td><td>Caries</td></tr><tr><td>Pocket</td><td>No pocket</td></tr><tr><td>Lateral radiolucency</td><td>Apical radiolucency</td></tr><tr><td>Mobility</td><td>No or minimal mobility</td></tr><tr><td>Percussion sensitivity variable</td><td>Percussion sensitivity</td></tr><tr><td>Sinus tract opens via keratinized gingiva</td><td>Sinus tract opens via alveolar mucosa</td></tr></table><br>The best method to differentiate is by checking vitality of tooth.",
Endodontics,10. RECENT PAPERS 2017-18 ENDODONTICS,12,Function of sodium hypochlorite?,Endodontic irrigant within the range of 0.5-5.2%,Bleaching agent,Anti-microbial agent,all the above,D,"Sodium hypochlorite is the irrigant of choice in endodontics as it has the following functions and advantages:<br>• Excellent antibacterial agent<br>• Capable of dissolving necrotic tissue, vital pulp tissue, organic components of dentin and biofilms<br>• Bleach- disinfectant or bleaching agent<br>• efficacy against pathogenic organisms and pulp digestion<br>• low viscosity allowing easy introduction into the canal architecture<br>• acceptable shelf life<br>• easily available and<br>• inexpensive.",
Endodontics,10. RECENT PAPERS 2017-18 ENDODONTICS,13A,All are true regarding post and core except,posts should be placed in the primary roots (palatal root of Max. molars and distal roots of Mand. molars),should not be extended more than 7 mm apical to the origin of the root canal in the base of the pulp chamber.,Each millimeter of increase (beyond one-third the root diameter) causes a eight fold increase in the potential for root fracture,Optimal post diameter measurements have been determined to be about 0.6 mm for Mand. incisors,C,"Post length:<br>• Since 5 mm of gutta-percha should be retained apically to ensure a good seal (as measured radiographically), posts should be extended to that length in all teeth except molars. With molars, posts should be placed in the primary roots (palatal root of maxillary molars and distal roots of mandibular molars)<br>• Should not be extended more than 7 mm apical to the origin of the root canal in the base of the pulp chamber. Extension beyond this length can lead to root perforation or only very thin areas of remaining tooth structure.<br><br>Post diameter:<br>• A frequently used and clinically appropriate guideline for post diameter is to not exceed one-third the root diameter. It has been determined that when a root canal is prepared for a post and the diameter is increased beyond one-third of the root diameter, the tooth becomes exponentially weaker. Each millimeter of increase (beyond one-third the root diameter) causes a six-fold increase in the potential for root fracture.<br><br>Based on measuring the root dimensions of 1,500 teeth (125 of each tooth) and using the guideline that the post should be one-third the root diameter, optimal post diameter measurements have been determined to be about 0.6 mm for mandibular incisors and 1.0 mm for maxillary central incisors, maxillary and mandibular canines, and the palatal root of the maxillary first molar. The recommended post diameter for the other teeth was 0.8 mm.",
Endodontics,10. RECENT PAPERS 2017-18 ENDODONTICS,13B,All are reasonably true of post-preparation except:,Should go at least 4 mm apical to alveolar crest for minimization of dentin stresses,"In an average rooted tooth, should go inside the canal by one-third the root length","Should go up to 7 mm in molar roots, from the Cvek chamber floor","In average-length roots, the post should be prepared so that a 5 mm apical plug of gutta-percha is left",B,"Option ‘A’ is True: Going at least 4 mm apical to the alveolar crest helps minimize stress concentrations and provides sufficient post length for retention.<br><br>Option 'B' is incorrect: The length of the post inside the canal must be equal to or greater than that of the crown, or two-thirds the length of the root to achieve maximum retention.<br><br>Option 'C' is True: In molars, particularly when using Cvek technique, the post should go not more than 7 mm apical to the pulpal floor to avoid perforation or thinning of the root.<br><br>Option 'D' is True: A minimum of 4-5 mm of gutta-percha must be preserved apically to maintain an adequate seal and prevent failure of the root canal treatment.",
Endodontics,10. RECENT PAPERS 2017-18 ENDODONTICS,13C,Which is true regarding post-space preparation?,End-cutting bur is used,Increased diameter increases retention and is recommended,Preparation depth should be minimized due to root concavities,Both a and c,C,"Peeso reamer is used mostly for post space preparation. End cutting bur not used. Option ‘A’ is false.<br><br>Post diameter should not exceed one-third the root canal diameter. Each millimeter of increase (beyond one-third the root diameter) causes a six-fold increase in the potential for root fracture. Option 'B' false.<br><br>The most appropriate roots for post preparation are the palatal roots in maxillary molars and are the distal roots of mandibular molars. The facial roots of maxillary molars and the mesial root of mandibular molars should be avoided, if at all possible, due to their concavities. If these roots must be used in addition to the primary roots, then the post length should be short (3 to 4 mm) and a small-diameter instrument should be used. Option 'C' is true.",
Endodontics,10. RECENT PAPERS 2017-18 ENDODONTICS,14,Zinc oxide in gutta percha:,Increase radiopacity,Antibacterial activity,Plasticizer,Matrix,B,"Gutta-percha endodontic filling points contain approximately 20% gutta-percha (matrix), 65% zinc oxide (filler), 10% heavy metal sulfates (radiopacifier), and 5% waxes and/or resins (plasticizer). Gutta-percha cone possesses some antimicrobial activity owing to its zinc oxide component. Further antimicrobial activity can be improved by addition of materials such as iodoform, chlorhexidine, and tetracycline.",
Endodontics,10. RECENT PAPERS 2017-18 ENDODONTICS,15,Endodontic infection is:,Anaerobic,Polymicrobial,Aerobic,Aseptic,B,Endodontic infection is polymicrobial in nature and several strains of bacteria are cultured from each infection. Polymicrobial interactions and nutritional requirements make the cultivation and identification of all organisms from endodontic infections very difficult. A polymicrobial ecosystem seems to be produced that selects for anaerobic bacteria over time.<br><br>NOTE: Most of the bacteria in the polymicrobial endodontic infection are strict anaerobes.,
Endodontics,10. RECENT PAPERS 2017-18 ENDODONTICS,16,Ellis and Davis class IV is?,Extensive fracture of the crown involving considerable dentin but not the dental pulp,The traumatized teeth that became non-vital with or without a loss of crown structure,Teeth lost as a result of trauma,Fracture of the root with or without the loss of crown structure.,B,• Class 1- simple fracture of the crown involving little or no dentin<br>• Class 2- Extensive fracture of the crown involving considerable dentin but not the dental pulp.<br>• Class 3- Extensive fracture of the crown involving considerable dentin and exposing the dental pulp<br>• Class 4- The traumatized teeth that became non-vital with or without a loss of crown structure.<br>• Class 5 Teeth lost as a result of trauma<br>• Class 6- fracture of the root with or without the loss of crown structure.<br>• Class 7- displacement of a tooth without fracture of the crown or root<br>• Class 8- fracture of the crown en masse and it’s replacement<br>• Class 9- traumatic injuries of primary teeth,
Endodontics,10. RECENT PAPERS 2017-18 ENDODONTICS,17,"8-year-old presented with complicated crown Nolla’s 7, few days after injury, pulp response negative, the treatment is?",Apexification,Revascularization,Endodontic treatment with retrograde filling.,Conventional endodontic treatment,B,"The following interceptions can be derived in the present case:<br>• 8 yr old Nolla’s 7- the root apex is not completely formed.<br><br>• Nolla‘s stages of tooth calcification:<br>0 - absence of crypts; 1 - presence of crypts; 2 - initial calcification; 3 - 1/3 of crown completed; 4-2/3 of crown completed; 5-crown almost completed; 6 - crown completed; 7 - 1/3 of root completed; 8 - 2/3 of root completed; 9 - root almost completed—open apex; 10 - apical end of root completed.<br><br>• Complicated crown fracture- that means the pulp is involved.<br>• Pulp responded negative<br><br>Since only 1/3 root is completed, there will be thin dentinal walls which may fracture if RCT is attempted. So RCT is excluded. Apexification and revascularization are the options left out. Among these, revascularization seems to be more appropriate.<br><br><b>Revascularization:</b><br>This is a new treatment method for immature (open apex) necrotic permanent teeth. This technique allows the growth of root even when the pulp is necrotic. This helps in strengthening and avoiding damage to the remaining thin and fragile walls of the immature tooth. The aim of this technique is stimulating the residual apical pulp stem cells which can survive due to the abundant blood supply in the open apex cases.<br><br>Revascularization procedure aids in:<br>• Stimulation of odontoblasts or undifferentiated mesenchymal cells at the periapex.<br>• Deposition of the calcific material at the apex as well as lateral dentinal walls.<br>• Normal maturation of the entire root.",
Endodontics,10. RECENT PAPERS 2017-18 ENDODONTICS,18,First generation apex locators work on the principle of:,Resistance,Impedance,Efficiency,Combined,A,"First generation apex locators: Also known as resistance-based apex locators, measure opposition to the flow of direct current or resistance.<br>• Second generation: Also known as impedance-based apex locators, measure opposition to the flow of alternating current or impedance.<br>• Third generation apex locators are similar to the second generation except that they use multiple frequencies to determine the distance from the end of the canal.",
Endodontics,10. RECENT PAPERS 2017-18 ENDODONTICS,19,Helical angle:,Angle between leading edge and long axis,Angle between first and second cutting thread,Angle between tip of instrument with long axis,Angle between first thread with long axis,A,"Helix or helical angle - Helix angle is an angle between the cutting edge (leading edge) and the long axis of a file. Helix angle plays an important role in debris collection and it also determines the direction of rotation. Helix angle can be constant or variable (changes along the length of a file). Variable helix angles decrease the screw in effect when most of the working surface of a file is engaged and it can decrease the torsion stress on a file.<br><br>Design features of rotary instruments in endodontics:<br>1. Taper is described as the amount of file diameter increase per millimeter along the working surface from the tip toward the file handle. ISO files have 2% taper, but rotary files range from 2-12% taper. Some of the newer instruments have a variable taper built into the instrument. Thus, within a single instrument the taper varies. Eg: Protaper<br>2. Flutes are the grooves on the working side of the files which can be produced either by twisting or grinding a wire. Flutes provide cutting edges and also space for debris collection. Therefore, their presence turns a wire into a shaping instrument which both cuts the tooth structure and acts as an auger. The depth, width, number, arrangement and the direction of the flutes play an important role on the behavior of a file.<br>3. Helix or helical angle - Helix angle is an angle between the cutting edge (leading edge) and the long axis of a file. Helix angle plays an important role in debris collection and it also determines the direction of rotation. Helix angle can be constant or variable (changes along the length of a file). Variable helix angles decrease the screw in effect when most of the working surface of a file is engaged and it can decrease the torsion stress on a file.<br>4. Radial land - The radial land is the peripheral portion of a rotary instrument that is flat and smooth designed to center the instrument in the central space.",Requires image: Rotary instrument diagram showing helix angle (PDF p. 10)
Endodontics,10. RECENT PAPERS 2017-18 ENDODONTICS,20,"In absence of 2nd permanent premolar, the roots of the primary second molar will most likely:",Resorb at normal rate,Resorb more slowly than normal,Resorb more rapidly than normal,Show no resorption as the initiator force is absent,B,"If there are congenitally missing permanent tooth (successors), the primary tooth (predecessor) becomes retained due to less resorption of roots.",
Endodontics,10. RECENT PAPERS 2017-18 ENDODONTICS,21,Root end conditioning is done by:,Citric acid,Orthophosphoric acid,Formaldehyde,Calcium hydroxide,A,"The goal of resected root end is to create optimum conditions for the growth of cementum and subsequent regeneration of the periodontal ligament across the resected root end. Three solutions have been advocated for root surface modification: citric acid, tetracycline, and EDTA. All three solutions have enhanced fibroblast attachment to the root surface in vitro. However, citric acid is the only solution tested in an endodontic surgical application. 1-2 min application of 50% citric acid produced optimum results.",
Endodontics,10. RECENT PAPERS 2017-18 ENDODONTICS,22,STEM cells most commonly harvested from:,Stem cells from Apical Papilla,Stem cells from Human Exfoliated Deciduous teeth,Periodontal ligament stem cells,dental pulp stem cells,D,"Cells which have a remarkable capacity for self-renewal and potency and can give rise to different types of cells and tissues are called stem cells.<br><br>Dental stem cells isolated from different parts of the teeth are:<br>1. Stem cells from human exfoliated deciduous teeth (SHED)<br>2. Adult dental pulp stem cells (DPSC)<br>3. Stem cells from the apical part of the papilla (SCAP)<br>4. Stem cells from the dental follicle (DFSC)<br>5. Periodontal ligament stem cells (PDLSC)<br>6. Bone marrow derived mesenchymal stem cells (BMSC)<br><br>Dental stem cells can be isolated from pulp, which harbors neural crest differentiated stem cells. Dental pulp is easily accessible tissue which has less morbidity after harvesting. They can be harvested from both deciduous teeth (stem cells from human exfoliated deciduous teeth [SHED]) and adult teeth (teeth removed for orthodontic purposes, impacted teeth, and supernumerary teeth).<br><br>Dental pulp is a remarkable site of stem cells for the following reasons:<br>• Collecting stem cells from dental pulp is a non-invasive practice that can be performed in the adult during life and in the young after surgical extraction of wisdom teeth, a common surgical practice.<br>• Tissue sacrifice is very low when collecting dental pulp stem cells. Several cytotypes can be obtained from dental pulp stem cells owing to their multipotency; transplantation of new-formed bone tissue obtained from dental pulp stem cells leads to the formation of vascularized adult bone and integration between the graft and the surrounding host blood supply.<br>• Dental pulp stem cells can be cryopreserved and stored for long periods; dental pulp is ideal for tissue engineering; for clinical use in several pathologies requiring bone tissue growth.<br>• Thus the dental pulp is a remarkable site of stem cells and collecting stem cells from dental pulp is a non-invasive practice that can be performed in the adult during life and in the young after surgical extraction of wisdom teeth, a common surgical practice.<br><br>Tooth selection for dental stem cell banking should satisfy the requirements given below:<br><b>a) Deciduous teeth</b><br>• Pulp should appear red in color indicating blood supply<br>• Deciduous teeth with two third of root are preferred<br>• Posterior deciduous teeth are not preferred because of less pulp and chance of infection due to longer retention in the mouth than anterior<br>• Extracted teeth are preferred than exfoliated teeth.<br><br><b>b) Adult teeth</b><br>• Only vital teeth should be harvested<br>• Teeth with infection and any pathology is not preferred<br>• Periodontally compromised teeth cannot be harvested<br>• Teeth should have a sufficient amount of pulp.",
Endodontics,10. RECENT PAPERS 2017-18 ENDODONTICS,23,Statement A: Extra canal in mandibular 2nd premolar is measured with only varying 20 deg horizontal angulation. Statement B: Extra canal in mandibular 2nd premolar is measured with only varying 40 deg horizontal angulation.,only first statement correct,only second statement correct,both statements are correct,both statements are false,B,"The premolars may have superimposed roots that give the appearance of a single canal when 2 are actually present. If the horizontal angle is varied by either 20 or 40 degrees, the number of root canals seen in the maxillary first and second premolars and the mandibular first premolars coincides with the number of canals actually present. However, in the mandibular second premolar, only the 40-degree horizontal angle correctly identifies the root canal morphology.",
Endodontics,10. RECENT PAPERS 2017-18 ENDODONTICS,24,Stropko 27 guage notch irrigating needle is used to clean and dry pulp chamber floor by sequential use of,5 % NaOCl and 17% EDTA,17% EDTA and 95% ethanol,5% NaOCl and 95% ethanol,2% NaOCL and 95% ethanol,B,"Diagnostic measures are important aids in the location of root canal orifices. These measures include obtaining multiple pretreatment radiographs, examining the pulp chamber floor with a sharp explorer, troughing grooves with ultrasonic tips, staining the chamber floor with 1% methylene blue dye, performing the sodium hypochlorite “champagne bubble” test and visualizing canal bleeding points.<br><br>• Sequential application of 17% aqueous ethylenediamine tetra-acetic acid (EDTA) and 95% ethanol (using the Stropko irrigator fitted with a 27-gauge notched irrigating needle) has been recommended for effective cleaning and drying of the pulp chamber floor before visual inspection of the canal system.<br><br>• STROPKO IRRIGATOR: - It was invented by John Stropko. It places the perfect amount of air and water pressure into the field. Fits in most Triplex air/water syringes.",
Endodontics,10. RECENT PAPERS 2017-18 ENDODONTICS,25,MTA-D and tetraclean differ in,conc. of antibiotic and detergent,conc. of antibiotic and % of acid,concentration of antibiotic alone,detergent and % of acid,A,"Recently, MTA-D and Tetraclean, two new irrigants based on a mixture of antibiotics, citric acid, and a detergent, have been developed.<br><br>• MTA-D is the first irrigating solution created which is capable of removing both the smear layer and disinfecting the root canal system. It is a mixture of 3% doxycycline hyclate, 4.25% citric acid, and 0.5% polysorbate-80 (Tween 80) detergent. MTA-D has been recommended in clinical practice as a final rinse after completion of conventional chemo-mechanical preparation.<br>• Tetraclean is another combination product similar to MTA-D. The two irrigants differ in the concentration of antibiotics (doxycycline 150 mg/5 ml for MTA-D and 50 mg/5 ml for Tetraclean) and the kind of detergent (Tween 80 for MTA-D, polypropylene glycol for Tetraclean).",
Endodontics,10. RECENT PAPERS 2017-18 ENDODONTICS,26,Patient come with an avulsed tooth within 60 min of trauma; the treatment protocol involves,1.2% chlorhexidine for 5min,Minocycline/doxycycline 1mg/20ml for 5min,SnF 8% for 20min,2% NaF for 20min,B,"After avulsion, preparation of root:<br><br><b>A) Extra oral dry time is less than 60 minutes</b><br>i) Closed apex<br>The root should be rinsed of debris with water or saline, replanted in as gentle as possible.<br><br>ii) Open apex<br>The tooth is soaked in doxycycline or covered with minocycline for 5 minutes, debris is gently rinsed off and the tooth is replanted.<br><br><b>B) Extraoral dry time more than 60 minutes</b><br>i) Closed apex<br>The periodontal ligament is removed by placing it in 3% citric acid for 3 minutes, soaking it in fluoride or covering the root with emdogain (A enamel matrix derivative that stimulates the regeneration of periodontal ligament) and then replanting.<br><br>ii) Open apex<br>If replantation is to take place, the open apex is treated the same as the closed apex tooth. Endodontic treatment may be performed out of the mouth.",
