Subject,Chapter,Question No,Question,Option A,Option B,Option C,Option D,Correct Answer,Explanation,Image Reference
Pedodontics,7. AIPG 2017 PEDODONTICS,11,"A child with an avulsed tooth comes with tooth placed in milk, the treatment is",Replantation and splint for 7 days.,Replantation and splint for 7 -14 days.,RCT & then Replantation for 7-14 days.,Discard the tooth,B,"'B' [Shobha Tandon 2nd ed 597]
Milk is considered best for uncomplicated avulsion because it is readily available at or near an accident site. It has a pH and osmolality compatible to vitality of PDL cells for 3 hours. Semirigid fixation for 7-10 days is recommended.",
Pedodontics,7. AIPG 2017 PEDODONTICS,12,Reward for a child is,Promised before & not given later,Promise after,Promise before & give later,Will not affect the behaviour of the child,C,"'C' [Shobha Tandon 2nd ed 152]
Behaviour modification can be done by the use of reinforcers. Types of reinforcers can be:
- Social: praise, positive facial expression, physical contact by shaking hand, holding hand and patting shoulder or back.
- Material: may be given in the form of toys, games. Sweets are not given as reward since it causes caries. Parents shall make sure that the rewards are given after the behaviour, not before. If the parents say after the behaviour ""you can watch TV now if you promise to do homework later"", the child may not honor the promise. The parents shall learn how to use IF-THEN sentences when talking about the rewards, and give the rewards only after the behaviour.
- Activity reinforcers: involving the child in some activity like watching a TV show/ special programmes with him. For the benefit of contingency management social reinforcers are the most effective.",
Pedodontics,7. AIPG 2017 PEDODONTICS,13,Recommended brushing time in children under supervision of parent is,3 minutes,15 seconds,1 minute,5 minute,C,"'C' [McDonalds 9th ed 214]
In children, thorough oral hygiene procedures should be informed at least once daily, preferably twice, with parental supervision. Teeth should be brushed for at least 1 minute with a fluoridated dentifrice; flossing and other plaque removal activities are added to this time. If oral hygiene is accomplished only once per day, it should be the last thing the child does before bedtime at night.",
Pedodontics,7. AIPG 2017 PEDODONTICS,14,"In children, Class II amalgam restoration fails because of",Proximal box fracture,Marginal fracture,Increased labiolingual width,Insufficient width,B,"'B' [McDonalds 9th ed 328/ Mathewson 3rd ed 213, 215]
One of the most frequent causes of amalgam failure is marginal breakdown. Marginal failure increases with an excess removal of tooth structure. It should be understood that amalgam should not be placed in the primary teeth with more than two surfaces of dental caries.",
Pedodontics,7. AIPG 2017 PEDODONTICS,15,Appliance to improve speech in cleft palate child with velopharyngeal insufficiency,Speech bulb obturator,Palatal lift prosthesis,Mental obturator,Pharyngeal obturator,A,"'A' [Shobha Tandon 2nd ed 690]
Patients with Cleft lip and palate (CLP) have to be rehabilitated by a multidisciplinary team approach is an established protocol. The two important functional requirements that need to be rehabilitated are mastication and speech. Mastication is to be considered as the patient needs proper nourishment in order to recoup from surgery. Speech therapy with or without prosthesis is essential for the wellbeing of the patient. Three types of speech appliances can be used to assist with speech production: A palatal obturator, a palatal lift, and a speech bulb obturator. The palatal obturator is used to close the defects of the hard palate or velum. The palatal lift is used for velopharyngeal (VP) incompetence, and the speech bulb obturator is used for VP insufficiency.

Palatal obturator:
A palatal obturator is a prosthetic device that can be used to cover an open palatal defect. The use of a palatal obturator is appropriate if the palatal opening is symptomatic of speech or causes nasal regurgitation during feeding, and surgical correction is not planned in the near future. This prosthetic appliance functions by closing off the nasal cavity from the oral cavity. The most common use of palatal obturator is to cover a palatal fistula. For speech, this can normalize resonance and improve the ability to impound intraoral pressure for the production of speech.

Palatal lift prosthesis:
A palatal lift prosthesis, first described by Gibbons and Bloomer is a removable device that elevates the velum at its natural bend and holds it in place against the posterior pharyngeal wall for speech. It is indicated in cases of VP incompetence, where the velum is of sufficient length to achieve closure but does not move well enough to accomplish closure. But this is not advised for short velum because it does not add the length or fill the gap. This prosthesis works best if the velum is very flaccid because when the palate rises it can get dislodged. A palatal lift is very effective in the treatment of individuals with a neurological impairment that prevents proper movement timing, and coordination of VP structures.

Speech bulb obturator/ speech aid appliance:
A speech bulb obturator, also known as a speech aid appliance, is also a removable device that is used for the treatment of VP insufficiency. When the velum is short relative to the depth of the posterior pharyngeal wall, resulting in a VP opening during the speech, the bulb serves to fill in the pharyngeal space. The bulb sits in the nasopharynx to occlude the VP port during the speech. This improves the speech and can also improve swallowing because it eliminates nasal regurgitation. It can also be combined with partial or complete dentures. A speech bulb obturator usually has an oral denture base section with clasps to the teeth and a posterior palatal strap with the bulb on the end. The bulb courses upward to fit behind the velum in the nasopharynx. When it is in place, the speech bulb is not visible from intraoral perspective.",
Pedodontics,7. AIPG 2017 PEDODONTICS,16,Ectodermal dysplasia with cleft lip and palate is due to mutation of which gene,p63,P73,Shfm,Gjb6,A,"'A' [Check Explanation Below]
EEC syndrome (Ectrodactyly-Ectodermal dysplasia-Clefting syndrome) is an autosomal dominant disorder with the cardinal signs of Ectrodactyly, Ectodermal dysplasia, and orofacial clefts. Ectrodactyly, also called split hand/foot malformation, is a central reduction defect of the hands and feet that is often found with syndactyly. Ectodermal dysplasia can present as dry skin, sparse hair, dystrophic nails, or hypoplastic teeth, and lacrimal duct obstruction is often present as well. Clefting may affect the lip and/or palate. Most cases of EEC syndrome are caused by mutations of the TP63 gene. The protein product of the gene is known as p63. Investigators have determined that the TP63 gene is located on the long arm (q) of chromosome 3 (3q27).",
Pedodontics,7. AIPG 2017 PEDODONTICS,17,"According to ADA, ideally Brush should be changed after how long in children",2 months,6 months,15 days,3 months,D,"'D' [Mc Donalds 9th ed 207]
The cleansing effectiveness of toothbrushes is maintained until pronounced toothbrush wear has occurred. On an average this occurs after 3 months but that time varies depending on the individual's brushing teeth.",
Pedodontics,7. AIPG 2017 PEDODONTICS,18,Appliance given for space maintenance of loss of bilateral molars of upper arch is?,Nance palatal arch,Lingual holding arch,Distal shoe,Band and loop,A,"'A' [Mc Donalds 9th ed 567]
Nance holding arch or Nance palatal button is one of the appliances used for bilateral loss of teeth in the maxilla. Nance appliance incorporates a 0.036 wire that traverses the arch with a midline acrylic button positioned against the anterior palatal contour. The design prevents molars from forward bodily movement, rotation around the palatal roots, and mesial tipping. Lingual arch or lingual holding arch is used for the mandible.",
Pedodontics,7. AIPG 2017 PEDODONTICS,19,Contact angle between primary molars,Broader Farther Gingivally,Broader Farther Occlusally,Narrower Farther Gingivally,Narrower Farther Occlusally,A,"'A' [Kennedy 4th ed 16]
The contact areas between primary molars are broader, flatter and situated farther gingivally than those between permanent molars.",
Pedodontics,7. AIPG 2017 PEDODONTICS,20,Which type of brush is used in paediatric patient,Soft,Extra Soft,Medium,Hard,A,"'A' [Mc Donalds 9th ed 207]
The soft brush is preferable for most uses in pediatric dentistry because of the decreased likelihood of gingival tissue trauma and increased interproximal cleaning ability. It is best to use a toothbrush with a smaller head and a thicker handle than an adult-size toothbrush to better access the oral cavity and facilitate the child's grip of the handle.",
Pedodontics,7. AIPG 2017 PEDODONTICS,21,A 8 year old patient comes with loss of 1st permanent molar what should be done,Distal Shoe Space Maintainer,Wait for 2nd molar to erupt & mesial shift in place of 1st molar,RPD,Surgical Repositioning Of 2nd Molar,B,"'B' [Mc Donalds 9th ed 570]
If the first permanent molars are removed several years before eruption of the second permanent molars, there is an excellent chance that the second molars will erupt in an acceptable position. However the axial inclination of the second molars, particularly in the lower arch, may be greater than normal.",
Pedodontics,7. AIPG 2017 PEDODONTICS,22,"In primary molar, the shape of pulpal floor",Convex,Concave,Flat,Round,A,"'A' [Mc Donalds 9th ed 46]
The base of the pulp chamber is convex in posterior teeth which dips towards the orifice of the pulp canal. Considerable individual variation exists in the size of the pulp chamber and pulp canal of the primary teeth. Immediately after the eruption of the teeth, the pulp chamber is large, and in general follow the outline of the crown.",
Pedodontics,7. AIPG 2017 PEDODONTICS,23,Which is least occurred in child,Root Fracture,Crown Fracture,Avulsion,Intrusion,A,"'A' [Shobha Tandon 2nd ed 589/Pinkham 4th ed 244]
Root fractures are rare about 2-4% in primary teeth, due to the plasticity of the developing alveolar bone.",
Pedodontics,7. AIPG 2017 PEDODONTICS,24,Frankel appliance is,Active,Semiactive,Non functional,Functional,D,"'D' [Shobha Tandon 2nd ed 487]
The Frankel's functional regulator is the only true tissue-borne appliance; however, wirework does extend onto the occlusal surfaces of the maxillary canines and the first permanent molars. Much of the appliance is said to work by altering both mandibular posture and the contour with the dentition. This appliance can be used to enhance dental eruption as well as correct antero posterior and lateral arch discrepancies. Frankel advocates advancing the mandible 2-3 mm every 4-5 months, and notching the maxillary teeth to aid in retention.",
Pedodontics,8. RECENT PAPERS 2017-18 PEDODONTICS,1,A mother complains of laceration on tongue of her 4-week-old child due to tooth in mandibular anterior region. What is the treatment?,Radiograph to confirm if its deciduous tooth and round off sharp edge,Extraction,counsel the mother that this is main series tooth,prescribe anaesthetic gel,A,"'A' [Clinical Cases in Pediatric Dentistry, Amr M. Moursi, 1st ed 71]
The condition described in the question corresponds to Riga-Fede disease:
- An ulceration affecting the ventral surface of the tongue in infants, caused by continual protrusive and retrusive movement of tongue over the lower incisors or natal/neonatal teeth. It typically presents between 1 month and 1 year of age. Treatment options include monitoring the ulcer only, smoothing of the incisal edge of the offending tooth, or extraction.
- A sharp incisal edge of the natal or neonatal teeth may lacerate the tongue and cause difficulty while breastfeeding. Although there seems to be a risk that the teeth may be aspirated, there is no recorded document. In such cases it may be extracted or otherwise left without extraction. Where possible, extraction should be avoided until after the tenth postnatal day to avoid haemorrhage, due to possibility of vitamin K deficiency present
  - Pedodontics by Arathi Rao 3rd ed Pg 91
- Most prematurely erupted teeth (immature type) are hypermobile because of the limited root development. Some teeth may be mobile to the extent that there is danger of displacement of the tooth and possible aspiration, in which case the removal of the tooth is indicated. In some cases, the sharp incisal edge of the tooth may cause laceration of the lingual surface of the tongue (Riga-Fede disease), and the tooth may have to be removed. The preferable approach, however, is to leave the tooth in place and to explain to the parents the desirability of maintaining this tooth in the mouth because of its importance in the growth and uncomplicated eruption of the adjacent teeth.
  - Mcdonalds Dentistry 8th ed Pg 183.",
Pedodontics,8. RECENT PAPERS 2017-18 PEDODONTICS,2,Difference between primary and permanent teeth,Primary teeth have more cervical bulge,Permanent roots and more slender and divergent,Primary enamel is more dense,Less enamel dentin ratio for permanent teeth,A,"'A' [Refer Synopsis Point No. 100]
Nelson has listed the following differences in form between the primary and permanent teeth:
- The crowns of the primary teeth are wider mesiodistally in comparison with crown length than are those of the permanent teeth.
- The roots of primary anterior teeth are narrow and long compared with crown width and length.
- The roots of the primary molars are relatively longer and more slender than the roots of the permanent teeth. There is also a greater extension of the primary roots mesiodistally. This ""flaring"" allows more room between the roots for the development of the premolar tooth crowns.
- The cervical ridge of the enamel at the cervical third of the anterior crowns is much more prominent labially and lingually in the primary than in the permanent teeth. The cervical ridge on the buccal aspect of the primary molars is much more definite, particularly on the maxillary and mandibular first molars, than that on the permanent molars.",
Pedodontics,8. RECENT PAPERS 2017-18 PEDODONTICS,3,Frightened 7yr old with grossly decayed painful primary molar with abscess and draining sinus. What is to be done?,Extraction,"Access opening ,cleaning / draining and wait for 24hr to resolve symptoms",Endodontic treatment with obturating with suitable material,Partial pulpectomy and restoration,B,"'B' [Mcdonalds 8th ed 106]
Draining fistulas are frequently associated with chronic alveolar abscesses. Chronic alveolar abscess associated with a pulpless primary molar is also a candidate for incision and drainage, in addition to removal of the roof of the pulp chamber to initiate root canal therapy if the tooth is to be saved.

Usually, antibiotic therapy is unnecessary except in patients with an overriding systemic problem (e.g., patients susceptible to subacute bacterial endocarditis, patients with organ transplants, or those who are immunodeficient). Again, drainage and sterilization of the infected local area are necessary through root canal therapy for the involved tooth or through extraction. Since patient is frightened, extraction should be avoided at first visit.",
Pedodontics,8. RECENT PAPERS 2017-18 PEDODONTICS,4,7.5 yr old patient presents with un-erupted 21 and crowding in anteriors. 11 fractured and traumatised 2 months back which erupted normally at the age of 6.5yrs. what should be done?,Start orthodontic treatment for 21,Surgical extrusion of 21,Place RPD for 21,Take radiograph to rule out mesiodens,D,"'D' [Clinical problem solving in Pediatric and Orthodontics, Millett & Welbury 2nd ed 6]
A supernumerary tooth is the most common cause of failure of eruption of central incisor. So, first step will be to take radiograph to rule out supernumerary tooth.

Causes of unerupted or missing upper permanent central incisor:
- Congenitally absent.
- Present but unerupted
- Ectopic position of the tooth germ.
- Avulsed.
- Extracted.
- Dilaceration and/or displacement due to trauma.
- Scar tissue.
- Supernumerary tooth.
- Crowding.
- Pathology, e.g. cyst, odontogenic tumour.",
Pedodontics,8. RECENT PAPERS 2017-18 PEDODONTICS,5,"While doing cavity preparation on a permanent molar, patient has sharp pain, which subsides within few seconds. The treatment plan is.",Inform the patient about pulp exposure and continue with DCP.,Extraction,Inform the patient about the pulp exposure and do pulpotomy,Don't inform the patient about the pulp exposure and continue with the treatment,A,"'A' [Principles and Practice of Pedodontics, Arathi Rao, 3rd ed 288]
Reason for sharp pain which subsides within few seconds indicates pulp exposure. This needs to be informed to the patient before starting pulp capping procedure.

Direct Pulp Capping:
'Placement of a medicament or a nonmedicated material on a pulp that has been exposed, in the course of excavating the caries, due to fracture or due to mechanical exposures during routine caries removal'.

Indication of DPC:
- Mechanical exposures that occurs following trauma or during cavity preparation which is <1 sq mm, surrounded by clean dentin in an asymptomatic vital deciduous tooth.
- Mechanical or carious exposures <1 sq mm, in an asymptomatic vital young permanent tooth.",
Pedodontics,8. RECENT PAPERS 2017-18 PEDODONTICS,6,"While doing cavity restoration on mesial side of maxillary deciduous canine, which technique is used?",Slot preparation,Labial lock,Lingual lock,Tunnel,C,"'C' [Mcdonalds 8th ed 74]
A lingual lock is normally considered for the maxillary canine, whereas a labial lock may be more conveniently prepared on the mandibular teeth for which the esthetic requirement is not so important. The preparation allows for additional retention and access necessary to insert the restorative material properly.

[Requires image: Lingual and labial views of a modified class III preparation for a maxillary primary canine]",Requires image: Lingual and labial views of a modified class III preparation for a maxillary primary canine (Mcdonalds 8th ed 74)
Pedodontics,8. RECENT PAPERS 2017-18 PEDODONTICS,7,Avulsed tooth of a 3½ year child should be splinted for,7-10 days.,2-4 weeks.,8 weeks.,3 months,A,"'A' [Grossman 12th ed 380]
A physiological splint for 7-10 days (max 2 weeks) should be given for avulsion. For more reading on various splinting times for different luxation injuries, refer endodontics section.",
Pedodontics,8. RECENT PAPERS 2017-18 PEDODONTICS,8,"The following image shows IOPA of 11, 12. of a child who met with trauma 3 years before from cricket ball?",External inflammatory root resorption.,Blunder buss apex.,Root hypoplasia.,Internal resorption,A,"'A' [Grossman 12th ed 442]
The following interpretations can be done from the radiograph:
- Fractured crown in 11
- Wide pulp chambers
- Blunderbuss root canals
- Radiolucency at the apex and around the roots.
- External inflammatory resorption

These findings suggest that may be the teeth were avulsed, replanted back, but external inflammatory resorption occurred as complication.

Diagnosis of inflammatory resorption:
Radiographically, external inflammatory resorption is characterized by a progressive loss of tooth substance associated with a persistent or progressive radiolucency in the adjacent alveolar bone.

Treatment of inflammatory resorption:
- Elimination of bacteria from the root canal and/or dentinal tubules by endodontic therapy will arrest the resorptive process.
- An interim root canal dressing of calcium hydroxide is recommended prior to final restoration. Once inflammatory resorption has been arrested, the resulting defect is repaired by cementum or bone, according to the type of vital tissue found next to the resorption site (periodontal ligament or bone marrow-derived tissue). Healing may occur irrespective of the extent of resorption and the amount of root substance lost.
- Ankylosis may occur at a site of previously arrested inflammatory resorption. This is believed to occur as a result of the initial periodontal injury, rather than as a result of calcium hydroxide therapy.

Blunderbuss Canals:
- Normally, a root canal is wider towards the neck of the tooth and narrower at the root tip /apex of the tooth. In blunderbuss canals, there is an open tooth apex in which there is no conical taper to the root canal. The canal is wider towards the apex than the cervical area. This is called a blunderbuss canal.
- When Trauma or decay causes a pulpal exposure or periapical involvement, prior to the completion of root formation, an open apex/blunderbuss canal is the result.
- Due to large apical diameter and smaller coronal canal diameter, debridement is difficult in Blunderbuss Canals. Lack of apical stop makes obturation/ root canal filling difficult. The thin root canal walls become prone to fracture
- Treatment:
  - First Option - Apexification: multiple visit procedure using calcium hydroxide
  - Second Option - Periapical surgery with root end filling
  - Third Option - A one-visit apexification procedure, by using MTA","Requires image: IOPA radiograph of 11, 12 showing external inflammatory root resorption and blunderbuss canals (AIIMS MAY-18)"
Pedodontics,8. RECENT PAPERS 2017-18 PEDODONTICS,9,All are disadvantages of ZOE except?,If pushed periapically cause irritation to tissue,It has poor antimicrobial activity,Rate of resorption is different from tooth,May alter the path of eruption of succedaneous tooth,B,"'B' [Success Rate of Zinc Oxide Eugenol in Pulpectomy of Necrotic Primary Molars: A Retrospective Study. JDMT, Volume 4, Number 2, June 2015: 89-94]
- An ideal root canal filling material for pulpectomy of primary molars must possess some properties such as being antibacterial, resorbable at the same rate of root resorption, harmless for tooth bud development, not being irritable for periapical tissues and having easy application.
- Despite several advantages of ZOE that has become the material of choice for intracanal filling, it is not an ideal one. Disadvantages of ZOE are:
  - low resorption rate,
  - irritation of periapical tissues, and
  - changing the path of eruption of succedaneous tooth.
  - It may also cause necrosis of bone and cementum when be extruded beyond the apex of teeth.
- Zinc-oxide-eugenol-based cements have some antibacterial activity of their own. Zinc oxide powder had no inhibitory effect and the addition of eugenol to zinc oxide retarded the growth of only the gram-positive organisms. The inclusion of zinc acetate as a setting accelerator inhibited both gram positive and gram-negative bacteria. [Cox ST, Hembree JH, Knight JP (1978) The bactericidal properties of various endodontic materials for primary teeth. Oral Surg 45: 947-954.]

Additionally, ZOE has poor antimicrobial activity is a FALSE statement. So it is the correct answer to ""all disadvantages EXCEPT"".",
Pedodontics,8. RECENT PAPERS 2017-18 PEDODONTICS,10,A 5-year old child's has deep carious lesion in relation to lower primary first molar. Radiograph shows radiolucency in the peri-apical area. The most likely treatment to be is:,"Observe, no treatment",Pulpotomy,Extraction of the tooth,Pulpectomy and stainless-steel crown,D,"'D' [Shobha Tendon 1st ed 347]
- The age of the child is 5 years only. The tooth should be retained until the succedaneous tooth i.e first premolar erupts. So pulpectomy followed by filling and stainless-steel crown is the best treatment in this case.
- Root canal treatment in primary teeth is indicated when the radicular pulp exhibits clinical signs of irreversible pulpitis or pulp necrosis and the roots show minimal or no resorption.
- Extraction is preferred over RCT in the following cases:
  - with non-restorable crowns
  - perforation to the pulpal floor
  - serious reduction in bone support and/or extreme tooth mobility
  - radiographic indication of extensive internal or external root resorption
  - periradicular radiolucency involving the follicle of the permanent tooth, and
  - underlying dentigerous or follicular cysts and of medically compromised children

Note: RCT in a primary second molar with a poor prognosis is sometimes indicated, even if that tooth is maintained only until the first permanent molar has erupted, and then the primary molar is extracted and replaced with a space maintainer.",
Pedodontics,8. RECENT PAPERS 2017-18 PEDODONTICS,11,Molar incisor hypoplasia diagnostic criteria by Europeon Academy of Paediatric Dentistry includes all except?,Atypical restoration,Post eruptive enamel breakdown,Demarked opacity,Atrophied teeth,D,"'D' [Dent Oral Craniofac Res, 2017 Vol 3(2): 1-9]
Molar incisor hypoplasia (MIH) diagnostic criteria by European Academy of Paediatric Dentistry; Each tooth should be examined for:
1- Absence or presence of demarcated opacities (defect altering the translucency of the enamel)- Option 'C'
2- Posteruptive enamel breakdown (loss of surface enamel after tooth eruption, usually associated with a pre-existing opacity)- Option 'B'
3- Atypical restorations (frequently extended to the buccal or palatal smooth surfaces reflecting the distribution of hypoplastic enamel)- Option 'A'
4- Extracted molars due to MIH
5- Failure of eruption of a molar or incisor.

MIH characteristics:
<table border='1' cellpadding='4' cellspacing='0'><thead><tr><th>MIH characteristics</th><th>Description</th></tr></thead><tbody><tr><td>Demarcated opacities</td><td>Change in enamel translucency. The enamel has normal thickness, and color opacities vary from white to brown</td></tr><tr><td>Post eruptive breakdown</td><td>After eruption, tooth presents loss of enamel, which is always associated with a previous demarcated opacity</td></tr><tr><td>Atypical restoration</td><td>MIH restorations usually involve the buccal and palatal smooth surfaces; the presence of a demarcated opacity is often detected at the edge of the restoration</td></tr><tr><td>Extraction due to MIH</td><td>Absence of a first permanent molar should be related to the other teeth of the dentition</td></tr></tbody></table>",
Pedodontics,8. RECENT PAPERS 2017-18 PEDODONTICS,12,The gingiva in children differs from gingiva of adults in that the:,Interdental papilla is larger in children,Junctional epithelium is thinner in children,sulcus depth is more and width of attached gingiva less in children,Sharp gingival margin and thin tissue.,C,"'C' [Shobha Tandon 2nd ed 766]
This question means which is the true statement regarding gingiva in primary teeth. For that we should know the differences from adult gingiva. These are:
- The interdental gingiva occupies the gingival embrasure, which is the space beneath the tooth contact. The interdental gingiva can be pyramidal or have a 'col' in adult dentition which is more susceptible to infection. In primary dentition, interdental spacing is common. Hence, saddle areas are present resulting in a well keratinized interdental surface. This is the reason for lower prevalence of periodontal lesions in children.
- The free gingival margin is thicker and rounder around the primary teeth due to morphological characteristics as cervical bulge and underlying constriction in the cementogingival junction.
- The junctional epithelium in primary teeth is thicker than the permanent teeth.

<table border='1' cellpadding='4' cellspacing='0'><thead><tr><th>Feature</th><th>Children</th><th>Adults</th></tr></thead><tbody><tr><td>Gingival colour</td><td>More reddish</td><td>Coral pink</td></tr><tr><td>Contour</td><td>Free gingival margin rounded</td><td>Gingival margin knife edge or sharp</td></tr><tr><td>Consistency</td><td>Flabby due to less connective tissue density and lack of organized collagen fiber bundles</td><td>Firm and resilient</td></tr><tr><td>Surface texture</td><td>Stippling absent in infancy Mostly seen by the age of 6 yrs</td><td>Stippling present</td></tr><tr><td>Interdental area</td><td>Saddle shaped gingiva. No gingival papilla</td><td>Papillary gingiva</td></tr><tr><td>Gingival sulcus</td><td>Newly erupted teeth sulcus depth is greater. In primary teeth, it is comparatively greater with the mean value between 1.4mm to 2.1mm.</td><td>1-2mm</td></tr><tr><td>Attached gingiva</td><td>Width increases with age and concomitant decrease in sulcus depth</td><td>Greater in adults</td></tr></tbody></table>",
