Subject,Chapter,Question No,Question,Option A,Option B,Option C,Option D,Correct Answer,Explanation,Image Reference
Dental Materials,3. GYPSUM PRODUCTS,11,Die is,Impression of single tooth,Impression of whole teeth,Replica of single tooth,Replica of whole teeth,C,"'C' [Phillips' 11th ed 274/ 12th ed 182]
Cast is the replica of the entire arch. Die is the replica of single tooth. Dies are best prepared with type IV gypsum materials.",
Dental Materials,3. GYPSUM PRODUCTS,12,Balanced stone is dental stone,Which undergoes rapid expansion,In which accelerators or retarders have been added according to need,In which amount of water of hydration is controlled,In which the crystals are all of uniform size,B,'B' [Phillips 8th ed 82],
Dental Materials,3. GYPSUM PRODUCTS,13,The main ingredient in dental plaster is:,Calcium sulphate hemihydrate,Calcium phosphate,Calcium anhydrate,Calcium sulphate dihydrate,A,'A' [Phillips' 11th ed 257/ 12th ed 183],
Dental Materials,3. GYPSUM PRODUCTS,14,The strength of the gypsum specimen when the water in excess of that required for the hydrate of hemihydrate is left in the specimen is called?,Dry strength,Green strength,Water strength,Compressive strength,B,'B' [Phillips' 11th ed 271/ 12th ed 188],
Dental Materials,3. GYPSUM PRODUCTS,15,Accelerators and retarders are used with gypsum products mainly to control,Setting time,Setting expansion,Hardness of the set product,None of the above,A,'A' [Phillips' 11th ed 265/ 12th ed 186],
Dental Materials,3. GYPSUM PRODUCTS,16,Gypsum is used for?,Impressions,Casts,Die,Casts and Dies,D,'D' [Phillips' 11th ed 256/ 12th ed 182],
Dental Materials,3. GYPSUM PRODUCTS,17,The hygroscopic technique is associated with:,Investment,Hydrocolloids,Amalgam,Silicate,A,"'A' [Phillips' 11th ed 270/ 12th ed 187]
If the setting of the plaster or stone is allowed to occur under water, the setting expansion will be more than doubled. This is called hygroscopic setting expansion and this is due to additional crystal growth permitted in presence of water.

The casting shrinkage can be compensated by expansion of investments. Thus gypsum-bonded investments contribute to mold expansion by hygroscopic expansion and compensate the casting shrinkage.",
Dental Materials,3. GYPSUM PRODUCTS,18,The main difference between dental stone and dental plaster is:,Chemical composition,Self life,Shape and size of particles,Solubility in water,C,'C' [Phillips' 11th ed 257/ 12th ed 189],
Dental Materials,3. GYPSUM PRODUCTS,19,The most commonly used accelerator in gypsum product is:,Sodium fluoride,Potassium fluoride,Potassium sulfate,Aluminium sulfate,C,"'C' [Phillips' 11th ed 269/ 12th ed 186]
K2SO4, NaCl (but at higher concentrations act as retarder) accelerate the setting reaction of gypsum products.

Powdered gypsum added to hemihydrate also accelerate the setting reaction as these particles act as nuclei of crystallization whereas borates, citrates, acetates act as retarders of setting reaction.",
Dental Materials,3. GYPSUM PRODUCTS,20,"As per ADA No. 25, minimum amount of setting expansion required for type V gypsum product is",0.05,0.10,0.15,0.20,B,"'B' [Phillips 11th ed Pg273/ 12th ed 190]
<table border='1' cellpadding='4' cellspacing='0'><thead><tr><th>Type</th><th colspan='2'>Setting expansion (%)</th></tr><tr><th></th><th>Minimum</th><th>Maximum</th></tr></thead><tbody><tr><td>I</td><td>0.00</td><td>0.15</td></tr><tr><td>II</td><td>0.00</td><td>0.30</td></tr><tr><td>III</td><td>0.00</td><td>0.20</td></tr><tr><td>IV</td><td>0.00</td><td>0.10</td></tr><tr><td>V</td><td>0.10</td><td>0.30</td></tr></tbody></table>
For other details, refer gypsum products in Synopsis.",
Dental Materials,3. GYPSUM PRODUCTS,21,Which is a gypsum product?,Stone,Plaster,Investment,All of the above,D,"'D' [Phillips' 11th ed 256- 57/ 12th ed 182]
When plaster is mixed with silica, it is known as an ""investment"". Investment containing die stone is called ""divestment"".",
Dental Materials,3. GYPSUM PRODUCTS,22,Plaster of paris:,Is wet calcined hemihydrate,Has porous and irregular crystals,Is α– hemihydrate,Has a W / P of 0.2,B,"'B' [Phillips' 11th ed 257/ 12th ed 183]
Plaster of paris is a β-hemihydrate obtained by dry calcination of gypsum. The water powder ratio of plaster of paris ranges from 0.4 to 0.5.",
Dental Materials,3. GYPSUM PRODUCTS,23,In plaster of paris the setting time is primarily altered by,Altering P / L Ratio,Altering temperature of mixing water,Speed and length of hand spatulation,Addition of accelerators and retarders,D,"'D' [Phillips' 11th ed 265/ 12th ed 186]
The most effective way of controlling setting time is by adding accelerators or retarders.",
Dental Materials,3. GYPSUM PRODUCTS,24,Type I gypsum product is also called,Impression plaster,Class I stone / Hydrocal,Class II stone/Densite,Model plaster,A,'A' [Phillips' 11th ed 273/ 12th ed 190],
Dental Materials,3. GYPSUM PRODUCTS,25,The β (Beta) hemihydrate of gypsum requires more water to float its powder particles because,They are more regular in shape and dense,They are more regular in shape and highly porous,They are more irregular in shape and porous,They are more dense and prismatic in shape,C,'C' [Phillips' 11th ed 258/ 12th ed 189],
Dental Materials,3. GYPSUM PRODUCTS,26,Setting of POP is result of,Difference in solubility of CaSO4 ½ H2O + CaSO4. 2H2O,Reaction between CaSO4 2H2O and water,Nucleation and growth of CaSO4 ½ H2O crystals,Reaction between hemihydrate and dihydrate,A,"'A' [Phillips' 11th ed 259]
There are three theories of gypsum setting. The most widely accepted mechanism is the dissolution-precipitation theory, which is based on dissolution of the hemihydrate particles in water followed by instant recrystallization to the dihydrate. This reaction has become possible because the solubility of hemihydrate in water is four times greater than that of the dihydrate near room temperature.",
Dental Materials,3. GYPSUM PRODUCTS,27,Placing cast under tap water is to be avoided as,H2O interferes with hygroscopic expansion,H2O Inhibits polymerization of dental resin,H2O interferes with crystallization of dihydrate,Gypsum is slightly soluble in water and the surface of the cast will be eroded,D,"'D' [Phillips' 11th ed 278/ 12th ed 192]
Gypsum is slightly soluble in water. If the cast is kept under running water its linear dimension may decrease. The safe method is soaking in water saturated with CaSO4 (slurry water).",
Dental Materials,3. GYPSUM PRODUCTS,28,Gillmore needle is used for,Testing the strength of plaster of paris,Evaluating the setting time of plaster of paris,Testing the metal hardness,Testing the purity of noble metals,B,"'B' [Phillips' 11th ed 262/ 12th ed 185]
Evaluation of initial set of POP:
- Loss of gloss test: The mix loses its gloss
- Initial gillmore needle test - The time at which no longer leaves an impression.

Evaluation of final set of POP:
- Vicat needle test: Time elapsed until the needle no longer penetrates to the bottom of the mix.
- Final gillmore needle test: Time at which heavier gillmore needle leaves only a barely (no) perceptible mark on the surface",
Dental Materials,3. GYPSUM PRODUCTS,29,2 % solution of borax is used as a surface hardening agent for,Casting stone,Dental plaster,Dental stone,Type IV gypsum,B,'B' [Phillips 8th ed 84],
Dental Materials,3. GYPSUM PRODUCTS,30,Gypsum product having least expansion:,Impression plaster,Model plaster,Stone plaster,Die stone,D,"'D' [Phillips' 11th ed 273/ 12th ed 190]
Refer to Table-3 in synopsis.",
Dental Materials,3. GYPSUM PRODUCTS,31,Modifiers are added to gypsum mainly to,Modify setting time,Modify setting expansion,Modify strength,Decrease the porosity,A,"'A' [Phillips' 11th ed 264, 268/ 12th ed 186]
The accelerators and retarders not only regulate setting time of gypsum products but also they reduce the setting expansion. The theory of such effects is not still confirmed.",
Dental Materials,3. GYPSUM PRODUCTS,32,Most commonly used retarder in gypsum:,Na2 So4,Nacl,Citrates,K2 So4,C,"'C' [Phillips' 11th ed 269/ 12th ed 186]
<table border='1' cellpadding='4' cellspacing='0'><thead><tr><th>Accelerators</th><th>Retarders</th></tr></thead><tbody><tr><td>K2SO4<br>Na2SO4<br>NaCl</td><td>Acetates<br>Borates<br>Citrates</td></tr></tbody></table>",
Dental Materials,3. GYPSUM PRODUCTS,33,ADA specification number for gypsum products are described under,1,4,12,25,D,"'D' [Phillips 11th ed 273/ 12th ed 189]
ADA specification number for Gypsum products is 25.",
Dental Materials,3. GYPSUM PRODUCTS,34,The setting expansion of gypsum products can be reduced by:,Increased spatulation,Adding potassium sulfate,Less water powder ratio,Allowing setting under water,B,"'B' [Phillips' 11th ed 268/ 12th ed 187]
Factors causing increase in setting expansion:
- Less water powder ratio
- Allowing setting under water
- Increased rate of spatulation
- α-hemihydrate
- Fine or smaller silica particles

Factors causing decrease in setting expansion:
- More W/P ratio
- Addition of modifiers like K2SO4, Nacl, borax.
- β-hemihydrate
- Reduced spatulation

Prolonged spatulation of gypsum products increases? (AIIMS May-14)
a) Increase hygroscopic expansion
b) Setting time
c) Final hardness
d) Compressive strength",
Dental Materials,3. GYPSUM PRODUCTS,35,Finer particle size of silica:,Slower the hygroscopic expansion,Greater the hygroscopic expansion,Normal setting expansion,No setting expansion,B,'B' [Phillips 8th ed 302],
Dental Materials,3. GYPSUM PRODUCTS,36,A rough / chalky surface of the cast is due to,Not waiting for 20 min before pouring,Excess wetting agent left on impression,Air incorporation in the mix,All of the above,D,"'D' [Phillips' 12th ed 169, 176]",
Dental Materials,3. GYPSUM PRODUCTS,37,The function of 2% potassium sulphate in a gypsum product is:,To regulate the setting expansion,Regulate setting time,Acts as retarder,None,B,"'B' [Phillips' 11th ed 265/ 12th ed 186]
The operator should attempt to control the setting time by adding retarders or accelerators to the gypsum powder. Retarders generally act by forming an adsorbed layer on the hemihydrate to reduce its solubility and on gypsum crystals present to inhibit growth. Organic materials such as glue, gelatin, and some gums behave in this manner.

The setting time can be accelerated by adding:
- Gypsum (by adding of small percentage of slurry water in the mixing water)
- 2% potassium sulfate (commonly used)
- Sodium chloride.

Retarders used are (ABC):
- Acetates
- Borates
- Citrates and Chlorides
- Organic materials like glue, gelatin, gums
- In small concentrations many inorganic salts such as sodium chloride acts as accelerators but when the concentration is increased, they act as retarders.",
Dental Materials,3. GYPSUM PRODUCTS,38,Plaster mix:,Rapid spatulation results in decreased setting time,2% potassium sulphate is accelerator,Citrates are retarders,All of the above,D,"'D' [Phillips' 11th ed 268, 269/ 12th ed 186]",
Dental Materials,3. GYPSUM PRODUCTS,39,The strength of gypsum products is generally expressed in terms of,Tensile strength,Wet strength,Green strength,Compressive strength,D,"'D' [Phillips' 11th ed 271/ 12th ed 189, 190]",
Dental Materials,3. GYPSUM PRODUCTS,40,Water: powder ratio for class IV stone is,0.22-0.24,0.24-0.28,0.65-0.70,0.45-0.50,A,"'A' [Check Synopsis]
Option 'D' 0.45-0.50 is the water:powder ratio of type II plaster.

Water to Powder ratio of type II plaster is (KERALA-2016)
a) 0.28: 0.3
b) 0.22: 0.24
c) 0.50: 0.75
d) 0.45: 0.50",
Dental Materials,3. GYPSUM PRODUCTS,41,"Within practical limits, using less water in mixing plaster will result in a set product that:",Contracts,Is stronger,Is more porous,Is less brittle,B,"'B' [Phillips' 12th ed 185,189]
The greater the water used for mixing plaster the more the incidence of porosity.

Effects of greater W/P ratio of gypsum products:
- More porosity
- Less dry (compressive) strength
- Less setting expansion

Effects of less W/P (adequate):
- Less porosity
- Greater compressive strength
- Greater setting expansion",
Dental Materials,3. GYPSUM PRODUCTS,42,Increased spatulation is case of dental stone results in,Increased working time,Increased setting time,Decreased setting time,None of the above,C,"'C' [Phillips' 12th ed 185-89]
Increased spatulation within practical limits causes:
- Reduced setting time
- Increased setting expansion
- Increased compressive strength",
Dental Materials,3. GYPSUM PRODUCTS,43,In dental materials setting time is measured by which test,Rockwell test,Cold blend test,Vickers test,Vicat needle method,D,'D' [Phillips 12th ed 185],
Dental Materials,3. GYPSUM PRODUCTS,44,Which of the following is false regarding setting of plaster products?,Setting expansion increases with increase in nucleic density,Most accurate method of controlling setting expansion is by chair side addition of chemicals,Potassium sulphate is an accelerator and reduces the setting expansion,Maximum acceleration effect for sodium sulphate is approximately 3.4%,B,"'B' [Phillips 1st SA ed 193]
The chemical modifiers (accelerators or retarders) should be incorporated during the manufacturing of plaster by the manufacturer and not chair side by the operator.",
Dental Materials,3. GYPSUM PRODUCTS,45,Which of the following is incorrect about non-gypsum die material?,All impression materials are compatible with these,Polyester produces the most accurate dies,Epoxy resin dies are undersized but are used due to their higher abrasion resistance,Metal dies are preferable to high strength gypsum dies for captek restoration,A,"'B>A' [Phillips 1st SA ed 222]
- Acrylic, polyester and epoxy resins are some of the non-gypsum die materials.
- These are limited in their compatibility with impression materials. Compatibility is specific and applicable only to particular brand rather than chemical types of impression materials.
- With acrylic and polyesters resin, the curing contraction is very high and cannot be used when accurate die is required.
- Epoxy dies are undersized in comparison with the prepared tooth but are used because of their superior abrasion resistance.
- In the construction of a metal-ceramic crown that is made of a metal foil coping (captek), metal foil burnished on a gypsum die is preferred over gypsum die.",
Dental Materials,4. RESTORATIVE RESINS,1,All of the following statements about the differences between self-polymerizing acrylic resins and heat-cured resins are true EXCEPT,The former have a lower molecular weight,The former have higher residual monomer content,The former are more porous,The former have greater transverse strength,D,"'D' [Phillips' 11th ed 735/ 12th ed 483]
In chemically cured or self cure resins, polymerization is not complete and contains greater amount of unreacted monomer. The residual monomer acts as an irritant and plasticizer and thus decreases the transverse strength of denture resin.

Also, the colour stability of self cure resins is inferior to heat cure resins. This property is due to presence of tertiary amines, which are susceptible to oxidation and results in colour changes.

Because of less polymerization, the self cure resins have less shrinkage and greater dimensional accuracy. The self cure resins are more porous than heat cure resins. To prevent porosity, self cure resins are cured under vacuum pressure.",
Dental Materials,4. RESTORATIVE RESINS,2,In heat cure denture base acrylic resins the monomer is:,Methacrylate,Ethylmethacrylate,Methyl ethyl methacrylate,Polymethylmethacrylate,A,"'A' [Phillips' 11th ed 722/ 12th ed 475]
In heat cure, the monomer consists of unpolymerised methyl methacrylate, hydroquinone (inhibitor), glycol dimethacrylate (cross linking agent).

The polymer powder consists of prepolymerised beads of polymethyl methacrylate, benzoyl peroxide (initiator).

Self-cure has same composition except that the liquid consists of dimethyl-p-toluidine (activator) which is a tertiary amine.",
Dental Materials,4. RESTORATIVE RESINS,3,If curing occurs at temperature more than 100°C porosity results in which area of denture,Hard thick central area,Thin Palatal area,Thin area of flanges,Porosity is uniformly distributed,A,"'A' [Phillips' 11th ed 732, 740/ 12th ed 488]
Boiling point of monomer is 100.8°C. If curing temperature crosses this point, evaporation of monomer occurs. This causes surface and sub surface (internal) porosity within the thicker portions of denture. Porosity decreases strength and compromises aesthetics and hygiene.",
Dental Materials,4. RESTORATIVE RESINS,4,Which of the following is an example of a composite material?,A filled resin,Colloidal silica,Gold alloy,Wax,A,'A' [Phillips' 11th ed 401/ 12th ed 277],
Dental Materials,4. RESTORATIVE RESINS,5,Use of dimethyl-P-toluidine is indicated for,Thermal polymerization of acrylic,Chemical polymerization,Retarding the polymerization reaction,To inhibit the action of benzoyl peroxide,B,'B' [Phillips' 11th ed 735/ 12th ed 286],
Dental Materials,4. RESTORATIVE RESINS,6,Which of the following initiator accelerator system uses light activation composite?,Diketone-amine,Organic acid-metal oxide,Organic acid-peroxide,Peroxide-amine,A,"'A' [Phillips' 11th ed 408/ 12th ed 287]
In light activated composites, camphoroquinone is the initiator and diketone is the accelerator.

In chemically activated composites benzoyl peroxide is the initiator and tertiary amine is the activator.",
Dental Materials,4. RESTORATIVE RESINS,7,Acrylic (cold cure),Melts at 100°C,Softens at 100°C,Still requires heat for polymerization,Produces heat during polymerization,D,"'D' [Phillips' 11th ed 731/ 12th ed 483]
Polymerization of denture base resins is an exothermic reaction.",
Dental Materials,4. RESTORATIVE RESINS,8,Hydroquinone is added to methyl methacrylate monomer,To prevent polymerization during storage,To initiate release of free radicals,To enable polymerization reaction at room temperature,All of the above,A,"'A' [Phillips' 11th ed 723/ 12th ed 475]
Hydroquinone is the inhibitor, which prevents polymerization of liquid during storage.

Retarder in monomer to prevent polymerisation is (AIIMS May-14)
a) Hydroquinone
b) Polyacrylic acid
c) Benzoyl peroxide
d) Dibutyl phthalate",
Dental Materials,4. RESTORATIVE RESINS,9,Radio opacity to composite resins is rendered by,Silica glass,Organic matrix,Barium glass and strontium glasses,Fluoride particles,C,"'C' [Phillips' 11th ed 406/ 12th ed 280]
<table border='1' cellpadding='4' cellspacing='0'><thead><tr><th colspan='2'>Composite resins contains</th></tr></thead><tbody><tr><td>Resin matrix</td><td>BIS-GMA, Urethane dimethacrylate, TEGDMA (Viscosity controller)</td></tr><tr><td>Fillers</td><td>Colloidal silica or quartz, glasses of barium, zirconium give radiopacity.</td></tr><tr><td>Coupling gent</td><td>Organosilanes, Zirconates, titanates.</td></tr></tbody></table>",
Dental Materials,4. RESTORATIVE RESINS,10,Cross linking in denture base resin is contributed by,Glycol dimethacrylate,Benzoyl peroxide,N-Para toluidine,Methyl methacrylate,A,"'A' [Phillips' 11th ed 723/ 12th ed 475]
If sufficient glycol dimethacrylate is included in the mixture, several interconnections are formed in the polymer and this provides increased resistance to deformation.",
Dental Materials,4. RESTORATIVE RESINS,11,The most important disadvantage of acrylic denture base is,Porosity,Shrinkage,Tooth breakage,Water absorption,B,"'B' [Phillips' 11th ed 739/ 12th ed 485]
The most important disadvantage of acrylic resins is polymerization shrinkage. Other disadvantages are porosity, water absorption and crazing.",
Dental Materials,4. RESTORATIVE RESINS,12,Porosity present in a acrylic denture is usually the result of:,A prolonged curing cycle,Lack of sufficient pressure applied to flask,Insufficient acrylic resin monomer,Prolonged bench cooling after curing,B,"'B' [Phillips' 11th ed 742/ 12th ed 487]
<table border='1' cellpadding='4' cellspacing='0'><thead><tr><th colspan='2'>COMMON CAUSES OF POROSITY</th></tr></thead><tbody><tr><td>Curing temperature more than 100°C</td><td>Subsurface or internal porosity in thick areas of denture</td></tr><tr><td>Insufficient pressure or inadequate material</td><td>Larger voids all over the denture</td></tr><tr><td>Air inclusion resulting in voids</td><td>Mostly with fluid resin technique</td></tr><tr><td>If the flask is placed too soon in boiling water</td><td>Porosity in thickest part of denture</td></tr></tbody></table>",
Dental Materials,4. RESTORATIVE RESINS,13,"Which of the following constituents is common in occlusal sealants, bonding agents, composite resins?",BIS GMA,Polymethyl methacrylate,Benzoin methyl ether,Silica filter,A,'A' [Phillips' 11th ed 402/ 12th ed 279],
Dental Materials,4. RESTORATIVE RESINS,14,Acrylic resins are used for:,Anterior restorations,Temporary bridges,Denture bases,All of the above,D,"'D' [Phillips' 11th ed 747- 48/ 12th ed 474]
Acrylic resins are used as denture bases, denture teeth, reliners, and temporary bridges and as obturators in maxillofacial prosthesis, etc.",
Dental Materials,4. RESTORATIVE RESINS,15,Marginal leakage related to temperature change occurs to the greatest extent with:,Amalgam alloy,Unfilled resin,Composite resin,Direct filling gold,B,"'B' [Check Explanation Below]
Unfilled resins have high coefficient of thermal expansion/contraction of 81x10-6/°C.",
Dental Materials,4. RESTORATIVE RESINS,16,"Of the light produced by quartz - tungsten - halogen, only a small percentage is suitable for curing composite resin material and most is converted into heat. How much percentage of this light is useful for curing?",0.5%,5%,10%,50%,A,"'A' [Check Explanation Below]
The light produced by the QTH, only 0.5% is useful for curing, and most is converted at some point into heat. To minimize any heating that might occur during light curing, two filters (UV and infrared band pass filters) are inserted in the path of the light to eliminate significant amounts of unnecessary light and convert it into heat within the unit.",
Dental Materials,4. RESTORATIVE RESINS,17,"In self-cure acrylic resin, activator is:",Toluidine,Quaternary ammonium compound,Benzoyl peroxide,Tertiary amine,D,'D' [Phillips' 11th ed 735/ 12th ed 483],
Dental Materials,4. RESTORATIVE RESINS,18,The main advantage of composites over unfilled direct filling resin is their:,Higher solubility in saliva,Lower modulus of elasticity,Esthetic excellence,Lower thermal co-efficient of expansion,D,"'D' [Phillips' 11th ed 400/ 12th ed 277]
Advantages of composites (filled resins) over unfilled resins are lower co-efficient of thermal expansion, low polymerization shrinkage, low water absorption and high abrasive resistance.

On the other hand, composites have less colour stability and do not take the smooth finish as that of unfilled resins.",
Dental Materials,4. RESTORATIVE RESINS,19,Composite resins in comparison to acrylic have:,Low compressive strength,High abrasive resistance,High water absorption,High polymerization shrinkage,B,'B' [Phillips' 11th ed 400/ 12th ed 277],
Dental Materials,4. RESTORATIVE RESINS,20,Composite has,Resin,Filler,Resin & Filler,None,C,'C' [Phillips' 11th ed 401/ 12th ed 277],
Dental Materials,4. RESTORATIVE RESINS,21,"In processing methyl methacrylate, the resin may show porosity if the flask is placed too soon. Porosity most likely occur",Throughout the denture,Near the borders,In the thickest part,On the denture surface,C,'C' [Phillips' 11th ed 741/ 12th ed 487],
Dental Materials,4. RESTORATIVE RESINS,22,Boiling point of methyl methacrylate:,> B.P of water,< B.P of water,Equal to BP of water,Is at normal room temperature,A,"'A' [Phillips' 11th ed 732/ 12th ed 481]
Boiling temperature of water is 100°C. Boiling temperature of methyl methacrylate is 100.8°C.",
Dental Materials,4. RESTORATIVE RESINS,23,Polymerisation of heat-cured methyl methacrylate is initiated by:,Tertiary amine,Benzoyl peroxide free radical,Hydroquinone,Methyl ether,B,'B' [Phillips' 11th ed 722/ 12th ed 475],
Dental Materials,4. RESTORATIVE RESINS,24,Which of the following is present in the powder of the acrylic resin:,Methyl methacrylate,Benzoyl peroxide,Hydroquinone,D-methyl paratoluidine,B,'B' [Phillips' 11th ed 722/ 12th ed 475],
Dental Materials,4. RESTORATIVE RESINS,25,Subsurface porosity is due to,Thermal changes,Thickness of the resin,Lack of temperature,Packing past the dough stage,A,'A' [Phillips' 11th ed 732/ 12th ed 487],
Dental Materials,4. RESTORATIVE RESINS,26,"Light cure system, side effect is:",Iritis,Cataract,Conjunctivitis,Retinal damage,D,'D' [Phillips' 10th ed 298/ 12th ed 290],
Dental Materials,4. RESTORATIVE RESINS,27,If resin is packed in sandy stage what will be seen in the processed denture?,Distortion,Porosity,Inhomogeneous colour,Increased strength,B,"'B' [Phillips' 11th ed 727/ 12th ed 488]
Polymer, monomer interaction proceeds in SANDY, STRINGY, DOUGH LIKE, ELASTIC and STIFF stages. Dough stage is ideal for packing.

If resin is packed in sandy stage porosity occurs, as there is no or little interaction of polymer and monomer. Over packing causes excessive thickness and under packing causes porosity.",
Dental Materials,4. RESTORATIVE RESINS,28,Bonding of composite resins to tooth structure is by:,Covalent bond,Ionic bond,Mechanical,Vanderval forces,C,"'C' [Phillips' 11th ed 383/ 12th ed 259]
Bonding of composites to tooth structure occurs by micro mechanical retention. Acid etching creates micropores into which the resin penetrates resulting in resin tag formation. These 'tags' penetrate to a depth of 10 to 20μm, but their lengths are usually dependent on the enamel etching time.",
Dental Materials,4. RESTORATIVE RESINS,29,Which one of the following is used as filler in composite resins?,Quartz,Silica,Zinc particles,Aluminium,A,"'B>A' [Phillips' 11th ed 406/ 12th ed 280]
Eventhough Option 'A' Quartz was also a filler in early versions of dental composites, because of its hardness, quartz containing composites are more difficult to polish and will cause more abrasion of opposing teeth or restorations. So-called amorphous silica has the same composition and refractive index as quartz, but it is not crystalline and not as hard, thus geately reducing the abrasiveness of the composite surface structure.",
Dental Materials,4. RESTORATIVE RESINS,30,The type of spatula used to mix composite is:,Plastic,Stainless steel,Iron,None of the above,A,"'A' [Check Explanation Below]
Plastic or Teflon coated instruments should be used with composites.",
