Subject,Chapter,Question No,Question,Option A,Option B,Option C,Option D,Correct Answer,Explanation,Image Reference
Oral Pathology & Medicine,Developmental Disturbances,11,Teeth that erupt within 30 days of birth are called,Natal teeth,Neonatal teeth,Primary teeth,Prenatal teeth,B,Natal teeth are teeth already present in the oral cavity at the time of birth.,
Oral Pathology & Medicine,Developmental Disturbances,12,A permanent tooth with a local hypoplastic deformity in a crown is called,Turner’s tooth,Taurodontism,Enameloma,Ghost teeth,A,"Turner’s tooth is a permanent tooth with a localized developmental enamel defect, usually related to trauma or infection of a primary predecessor.",
Oral Pathology & Medicine,Developmental Disturbances,13,True ankyloglossia occurs as a result of,Union between tongue and floor of mouth/ventral surface of tongue,Absence of lingual frenum,Lingual frenum attached to the tip of tongue,Short lingual frenum,A,Ankyloglossia (tongue-tie) is an abnormal restriction of tongue movement by the lingual frenum and may cause articulation defects.,
Oral Pathology & Medicine,Developmental Disturbances,14,True generalized microdontia is characterized by,Small teeth with large jaws,Large teeth with small jaws,Smaller teeth than the normal,,B,True microdontia means generalized reduction in tooth size; pituitary dwarfism is given as an example. True macrodontia is exemplified by pituitary gigantism.,
Oral Pathology & Medicine,Developmental Disturbances,15,Gemination of teeth occur due to,Division of a single tooth bud after calcification,Division of a single tooth bud before calcification,Fusion of two teeth before calcification,Fusion of two teeth after calcification,B,"Fusion is union of two normally separate tooth germs; if it occurs before calcification the crowns unite, while later union may mainly involve roots.",
Oral Pathology & Medicine,Developmental Disturbances,16,A deep pit lined by enamel seen in the lingual surface of Maxillary lateral incisor is most likely to be,Dens in dente,Enamel Hypoplasia,Talon’s cusp,Enamel Pearl,A,"Dens invaginatus (dens in dente) is a deep invagination of the enamel organ into the developing tooth, commonly producing a deep lingual pit in maxillary lateral incisors.",
Oral Pathology & Medicine,Developmental Disturbances,17,Ghost teeth is seen in which of the following,Dens is dent,Regional odontodysplasia,Dentin dysplasia,None of the above,C,"Regional odontodysplasia ('ghost teeth') involves defective mineralization of enamel and dentin, producing very thin hard tissues, a very large pulp chamber and markedly reduced radiodensity.",
Oral Pathology & Medicine,Developmental Disturbances,18,Which of the following lesions does not give blood on aspiration,Heamangioma,Static bone cyst,Central giant cell granuloma,Aneurysmal bone cyst,B,"A static/Stafne bone cyst is a developmental lingual mandibular defect caused by inclusion of salivary gland tissue, usually below the mandibular canal.",
Oral Pathology & Medicine,Developmental Disturbances,19,Absence of pulp chambers is seen in,Craniofacial dysostosis,Dentinogenesis imperfecta,Amelogenesis imperfecta,Any of the above,B,"In dentinogenesis imperfecta type I the pulp chambers become small or obliterated, unlike type II ('shell teeth'), which has very large pulp chambers.",
Oral Pathology & Medicine,Developmental Disturbances,20,"Dentinogenesis imperfecta differs from amelogenesis imperfecta in that, the former is",A hereditary disturbance,The result of excessive fluoride ingestion,The result of faulty enamel matrix formation,Characterized by calcification of pulp chambers and the root canals of the teeth,D,Dentinogenesis imperfecta is associated with mutation of the DSPP gene on chromosome 4; affected teeth are amber-brown/opalescent with bulbous crowns and relatively small pulp chambers in type I.,
Oral Pathology & Medicine,Developmental Disturbances,21,The most common supernumerary tooth form is,Tuberculated,Conical,Screw shaped,Incisor shaped,B,Mesiodens is the most common supernumerary tooth. It is usually conical with a short root and occurs between the maxillary central incisors.,
Oral Pathology & Medicine,Developmental Disturbances,22,A patient notices a well demarcated area of depapillation on his tongue which has been there for as long as he can remember. The most probable diagnosis,Median rhomboid glossitis,Geographic tongue,Black hairy tongue,Moeller’s glossitis,A,"Geographic tongue shows multiple areas of filiform papillae desquamation that heal and recur at other sites, producing the migrating appearance.",
Oral Pathology & Medicine,Developmental Disturbances,23,Fordyce’s spots are,Fat tissue embedded in buccal mucosa,Red spots,Present on the cheek mucosa lateral to angle of the mouth,All of the above,C,"Fordyce spots are ectopic sebaceous glands appearing as yellow spots, commonly on the buccal mucosa opposite the molars in a bilateral pattern.",
Oral Pathology & Medicine,Developmental Disturbances,24,Most common missing tooth in the permanent dentition is,Maxillary canine,Maxillary first molar,Mand. 2nd premolar,Mandibular first molar,C,"The source lists the third molars as the most commonly missing permanent teeth, followed by maxillary lateral incisors and second premolars.",
Oral Pathology & Medicine,Developmental Disturbances,25,Hypoplastic defects in permanent central and lateral incisors are likely to result due to severe illness or other factors during,First 9 months of life,First 2 years of life,First month of life,Two or three years of life,A,"For Turner’s hypoplasia, the teeth involved depend on the age of the local insult; the source table notes central/lateral incisors, first molars and cuspids for insults in the first year, with premolars and second/third molars involved later.",
Oral Pathology & Medicine,Developmental Disturbances,26,Ectopic sebaceous glands in the mouth are called,Linea alba buccalis,Heck’s disease,Lingual varices,Fordyce spots,D,"Heck’s disease is focal epithelial hyperplasia, a contagious HPV-associated condition seen predominantly in children and producing multiple nodular/cobblestone-like mucosal lesions.",
Oral Pathology & Medicine,Developmental Disturbances,27,Gardner syndrome does not include,Osteomas,Epidermoid cysts,Osteosarcoma,Impacted permanent teeth,C,"Gardner syndrome includes intestinal polyposis, osteomas, epidermoid/sebaceous cysts and impacted/supernumerary teeth; osteosarcoma is not a characteristic component.",
Oral Pathology & Medicine,Developmental Disturbances,28,Lingual tonsils arise,As developmental anomalies,From carcinomatous transformation,As a result of hyperplasia,Due to repeated trauma in the area,A,"Lingual tonsils are lymphoid aggregates in the posterior tongue, covered by stratified squamous epithelium and capable of becoming inflamed/enlarged.",
Oral Pathology & Medicine,Developmental Disturbances,29,Dentinogenesis imperfecta is,Autosomal dominant,Autosomal recessive,Sex linked recessive,Not a inheritable trait,A,Dentinogenesis imperfecta is inherited as an autosomal dominant disorder in the commonly described form.,
Oral Pathology & Medicine,Developmental Disturbances,30,A 40 year old male patient presents with a painless swelling causing fullness of upper lip and elevation of nostril on left side. The only positive radiographic finding is unilateral elevation of floor of nasal cavity. The probable diagnosis is,Globulomaxillary cyst,Polyp in the nasal cavity,Radicular cyst,Nasolabial cyst,D,Nasolabial cysts occur in the soft tissue near the ala of the nose and can elevate the nasal floor; they are generally not visible radiographically because they are soft-tissue cysts.,
Oral Pathology & Medicine,Developmental Disturbances,31,Bohn’s nodules are,Cystic swellings in neonates,Cysts associated with soft palate,Cysts of gingiva in growing children,Warts on the tongue,A,"Bohn’s nodules are cystic lesions around the junction of the hard and soft palate; Epstein pearls are along the median palatal raphe, while dental lamina cysts occur on alveolar ridges.",
Oral Pathology & Medicine,Developmental Disturbances,32,False about anodontia,May involve both the deciduous and the permanent dentition,In false anodontia tooth doesn’t undergo full development,May involve a single tooth,In total anodontia all teeth are missing,B,"False/induced anodontia results from multiple extracted teeth, whereas pseudo-anodontia refers to multiple unerupted teeth.",
Oral Pathology & Medicine,Developmental Disturbances,33,Turners tooth is seen in,Enamel hypoplasia due to hypocalcemia,Enamel hypoplasia due to birth injuries,Enamel hypoplasia due to congenital syphilis,Enamel hypoplasia due to local infection or local trauma,D,"Turner’s hypoplasia results from local infection or trauma affecting the developing permanent tooth, often through a diseased primary predecessor.",
Oral Pathology & Medicine,Developmental Disturbances,34,All are true about supernumerary tooth except,May have resemblance to normal teeth,Disto molars doesn’t resemble any other tooth,Mesiodens is the most common supernumerary tooth,More common in mandible,D,Supernumerary teeth occur most commonly in the anterior maxilla; mesiodens is the commonest type.,
Oral Pathology & Medicine,Developmental Disturbances,35,Dental anomaly of teeth associated with defective bone formation is seen in,Amelogenesis imperfecta,Dentinogenesis imperfecta,Odontodysplasia,Osteitis deformans,B,"Dentinogenesis imperfecta is a hereditary defect involving dentin, whereas the other listed conditions do not fit the described defective bone/dentin association.",
Oral Pathology & Medicine,Developmental Disturbances,36,Fusion of teeth is more common in,Primary dentition,Permanent dentition,Mixed dentition,None of the above,A,Fusion is more common in the deciduous dentition than in the permanent dentition.,
Oral Pathology & Medicine,Developmental Disturbances,37,"Multiple osteomas, multiple polyposis, supernumerary teeth are found in ____ syndrome",Reiter's,Peutz-jeghers,Gardner's,Behcet's,C,"Gardner syndrome is associated with multiple osteomas, intestinal polyposis and supernumerary/impacted teeth.",
Oral Pathology & Medicine,Developmental Disturbances,38,Prolonged administration of broad spectrum antibiotics results in the formation of,Black hairy tongue,Median rhomboid glossitis,Geographic tongue,Fissured tongue,A,Broad-spectrum antibiotic use can alter the oral flora and is associated with black hairy tongue.,
Oral Pathology & Medicine,Developmental Disturbances,39,Hairy tongue is characterized by hypertrophy of,Fungiform papillae,Foliate papillae,Filiform papillae,Circumvallate papillae,C,The type of papilla involved distinguishes several tongue conditions; black hairy tongue is characterized by marked hypertrophy of the filiform papillae.,
Oral Pathology & Medicine,Developmental Disturbances,40,A 4-year old child has less number of teeth and lateral incisors with bifurcated roots with two root canals is called,Dilaceration,Concrescence,Fusion,Gemination,C,"Fusion may produce a large tooth with two crowns/root canals when two tooth germs unite; this differs from gemination, which begins with attempted division of one germ.",
Oral Pathology & Medicine,Developmental Disturbances,41,Naso Labial cyst is thought to arise from,Remnants of cell rests of serrae,Remnants of cell rests of mallasez,Remnants of cell rests of embryonic lacrimal duct,Maxillary sinus lining epithelium,C,The nasolabial cyst is thought to arise from epithelial remnants associated with the embryologic nasolacrimal region; it is a soft-tissue cyst and may cause swelling of the mucolabial fold.,
Oral Pathology & Medicine,Developmental Disturbances,42,Microdontia is most commonly seen affecting,Max. lateral incisor,Mand. second premolar,Mand. central incisor,Mand. first premolar,A,"Microdontia most commonly affects the maxillary lateral incisor, followed by the third molars.",
Oral Pathology & Medicine,Developmental Disturbances,43,Taurodontism is characterized by,Hypercementosis,Elongated wide pulp canals and short roots,Obliterated pulp chambers with secondary dentine deposition,Rootless teeth with thin shell of enamel,B,"Taurodontism results from failure of Hertwig’s epithelial root sheath to invaginate normally, producing an enlarged body of the tooth, short roots and a large pulp chamber.",
Oral Pathology & Medicine,Developmental Disturbances,44,Following are true about thyroglossal cyst EXCEPT,Often occur in children; they may also present in adults,Rarely may contain only functioning thyroid tissue,Treated surgically by Sistrunks operation,Moves downwards on tongue protrusion,D,A thyroglossal duct cyst results from persistence/dilatation of the thyroglossal duct. It commonly presents as a midline neck swelling that moves with swallowing and tongue protrusion; Sistrunk procedure removes the tract.,
Oral Pathology & Medicine,Developmental Disturbances,45,Which of the following is a Fissural cyst is,Dentigerous cyst,Primordial cyst,Nasopalatine cyst,Radicular cyst,C,The nasopalatine cyst is a developmental non-odontogenic fissural cyst associated with the incisive canal.,
Oral Pathology & Medicine,Developmental Disturbances,46,"Bifid tongue, a congenital anomaly occurs due to non-fusion of",Tuberculum impar and lateral lingual swellings,Hypobranchial eminence and tuberculum impar,The two lateral lingual swellings,Some of the above,C,A bifid/cleft tongue can result from failure of fusion of the lateral lingual swellings during development.,
Oral Pathology & Medicine,Developmental Disturbances,47,Anodontia affects the growth of,Maxilla,Mandible,Alveolar bone,Cranium,C,Anodontia/absence of teeth affects development of the alveolar bone because the tooth germs normally provide the stimulus for alveolar process development.,
Oral Pathology & Medicine,Developmental Disturbances,48,Delayed eruption of at least part of the dentition is a recognized feature of all of the following except,Rickets,Congenital hyperthyroidism,Cleidocranial dysplasia,Cherubism,B,"Delayed eruption occurs in several systemic and local conditions, including rickets, hypothyroidism, cleidocranial dysplasia, achondroplasia and cherubism; congenital hyperthyroidism is not listed among these causes.",
Oral Pathology & Medicine,Developmental Disturbances,49,"Geographic tongue, all are true except",Lesions may be Bilaterally symmetrical on tongue,No treatment is required,Is a precancerous condition,May be related to emotional stress,C,Geographic tongue is a benign migratory condition and is not considered a precancerous lesion.,
Oral Pathology & Medicine,Developmental Disturbances,50,Which of the following dental sequel is likely in child with a history of generalized growth failure (failure to thrive) in the first 6 months of life,Retrusive maxilla,Enamel hypoplasia,Retrusive Mandible,Dentinogenesis imperfecta,B,"Severe early nutritional deficiency or systemic illness can disturb enamel formation, producing developmental enamel hypoplasia.",
Oral Pathology & Medicine,Developmental Disturbances,51,"A 4-year-old child has a normal complement of primary teeth, but they are gray and exhibit extensive occlusal and incisal wear. Radiographic examination indicates extensive deposits of secondary dentin in these teeth. Most likely this condition is",Neonatal hypoplasia,Amelogenesis imperfecta,Cleidocranial dysplasia,Dentinogenesis imperfecta,D,Gray/opalescent teeth with severe wear and radiographic pulp obliteration are characteristic of dentinogenesis imperfecta.,
Oral Pathology & Medicine,Developmental Disturbances,52,Laugier-Hunziker syndrome is associated with,Idiopathic macular oral hyperpigmentation,Multiple impacted supernumerary teeth,Ankyloglossia,Hemifacial atrophy,A,"Laugier-Hunziker pigmentation is acquired, idiopathic macular hyperpigmentation of oral tissues, especially lips and buccal mucosa, and may also involve nails.",
Oral Pathology & Medicine,Developmental Disturbances,53,Median rhomboid glossitis is associated with,Oral cancer,Fungal infection,Leukoplakia,Burning sensation of tongue,B,"Median rhomboid glossitis/posterior midline atrophic candidiasis is associated with fungal infection, particularly Candida, and may present with a mild erythematous lesion.",
Oral Pathology & Medicine,Developmental Disturbances,54,Most commonly submerged tooth is,Mand. primary 1st molar,Mand. primary 2nd molar,Maxi. primary 1st molar,Maxi. primary 2nd molar,B,A submerged tooth is usually an ankylosed deciduous tooth; the mandibular second primary molar is commonly involved.,
Oral Pathology & Medicine,Developmental Disturbances,55,Epstein pearls are cysts that arise from,Squamous tissue of the mucosa,Connective tissue of the mucosa,Rests of malassez,Dental lamina,D,Epstein pearls are derived from epithelial remnants along the median palatal raphe; dental lamina cysts are found on alveolar ridges.,
Oral Pathology & Medicine,Developmental Disturbances,56,A dens in dente is usually caused by,An abnormal proliferation of pulp tissue,Dentine formation within the pulp tissue,A deep invagination of the enamel organ during formation,A supernumerary tooth bud enclaved within a normal tooth,C,"Dens invaginatus results from invagination of the enamel organ during tooth development, producing an enamel-lined deep pit/cavity within the tooth.",
Oral Pathology & Medicine,Developmental Disturbances,57,In children the most frequently missing permanent teeth are,First premolars,Second premolars,Max. lateral incisors,Mandibular lateral incisors,C,The most commonly missing permanent teeth after third molars include maxillary lateral incisors and mandibular/maxillary second premolars; the source identifies maxillary lateral incisors in this question.,
Oral Pathology & Medicine,Developmental Disturbances,58,Hutchinson’s incisors are present in,Congenital syphilis,Tertiary syphilis,Secondary syphilis,Acquired syphilis,A,Hutchinson incisors are a classic dental manifestation of congenital/early syphilis and show characteristic abnormal incisor morphology.,
Oral Pathology & Medicine,Developmental Disturbances,59,A 15-year-old boy shows an inverted pear shaped radiolucency between maxillary lateral incisor and cuspid teeth. The teeth are normal in all aspects. The most likely diagnosis is,Globulomaxillary cyst,Nasopalatine cyst,Aneurysmal cyst,Dentigerous cyst,A,An inverted pear-shaped radiolucency between a normal maxillary lateral incisor and canine is the classic appearance described for a globulomaxillary cyst.,
Oral Pathology & Medicine,Developmental Disturbances,60,Odontodysplasia is most common in,Mandibular premolar,Mandibular canine,Mandibular third molar,Maxillary central incisor,D,Odontodysplasia is uncommon and can affect maxillary anterior teeth; the source identifies the maxillary central incisor among the choices.,
Oral Pathology & Medicine,Developmental Disturbances,61,Epstein pearls are,Gingival cyst of newborn,Gingival cyst of adult,Enamel pearls,Epithelial rests,A,Epstein pearls are cysts of the newborn palate derived from entrapped epithelial remnants along the median palatal raphe.,
Oral Pathology & Medicine,Developmental Disturbances,62,Which of the following is not hereditary,Amelogenesis imperfecta,Cleidocranial dysostosis,Regional odontodysplasia,Dentinogenesis imperfecta,C,"Regional odontodysplasia is generally considered non-hereditary, unlike conditions such as amelogenesis imperfecta and dentinogenesis imperfecta.",
Oral Pathology & Medicine,Developmental Disturbances,63,The 2nd common most supernumerary teeth is,Mesiodens,Distal to 3rd molar in maxilla,Distal to mand. 3rd molar,Para molars,C,"The second commonest supernumerary teeth are distal/accessory molar teeth, following mesiodens.",
Oral Pathology & Medicine,Developmental Disturbances,64,Turner’s hypoplasia most commonly affects,Deciduous maxillary anteriors,Deciduous mandibular anteriors,Permanent maxillary anteriors,Permanent mandibular anteriors,C,"Turner’s hypoplasia commonly affects permanent incisors and premolars, depending on which developing tooth was exposed to the local insult.",
Oral Pathology & Medicine,Developmental Disturbances,65,Shell teeth are more common in this variant of dentinogenesis imperfecta,Type I,Type III,Type II,Type III and I,C,The source notes a classification difference between editions: shell teeth are placed in type III in the older Shields classification but type II in the revised classification.,
Oral Pathology & Medicine,Developmental Disturbances,66,Complete obliteration of pulp is seen in all except,Type I dentinogenesis imperfecta,Type II dentinogenesis imperfecta,Type III dentinogenesis imperfecta,Dentin dysplasia,B,"The source refers back to the shell-teeth discussion: type II has enlarged pulp chambers, while complete/near-complete pulp obliteration is characteristic of other dentinogenesis imperfecta patterns.",
Oral Pathology & Medicine,Developmental Disturbances,67,Which of the following is unlikely to cause enamel hypoplasia?,Rickets,Fluoride,Congenital syphilis,Cleidocranial dysostosis,D,"Cleidocranial dysostosis is characterized by delayed eruption and numerous unerupted supernumerary teeth, not as a typical cause of enamel hypoplasia in the listed options.",
Oral Pathology & Medicine,Developmental Disturbances,68,Goldenhar syndrome is,"Facial deformity, auricular abnormalities and vertebral deformity","Facial deformity, auricular abnormalities, vertebral deformity and genital lesion",Facial and auricular abnormalities only,Auricular abnormalities only,A,"Goldenhar syndrome (oculoauriculovertebral dysplasia) involves craniofacial asymmetry/hemifacial microsomia with abnormalities of the ear, mandible, maxilla, zygoma and sometimes vertebrae and soft tissues.",
Oral Pathology & Medicine,Developmental Disturbances,69,Talon’s cusp is characteristic of which syndrome,Edward’s syndrome,Klinefelter’s syndrome,Rubinstein-Taybi syndrome,Down’s syndrome,C,Talon cusp is an accessory cusp on the lingual surface of an anterior tooth and is classically associated with conditions such as Rubinstein-Taybi syndrome.,
Oral Pathology & Medicine,Developmental Disturbances,70,Thistle-tube appearance of pulp chamber is a feature of,Coronal dentin dysplasia,Regional odontodysplasia,Dentinogenesis imperfecta,Amelogenesis imperfecta,A,Type I/radicular dentin dysplasia has clinically normal teeth but short roots and early mobility/exfoliation; the pulp is largely obliterated. Type II/coronal dentin dysplasia has enlarged 'thistle-tube' pulp chambers in permanent teeth.,
Oral Pathology & Medicine,Developmental Disturbances,71,"A bony hard asymptomatic swelling found on the midline of the hard palate, that appears radiopaque on a radiograph is most likely a",Odontoma,Myxoma,Bone cyst,Torus palatinus,D,"Torus palatinus is a hard, asymptomatic bony exostosis along the midline of the hard palate and appears radiopaque.",
Oral Pathology & Medicine,Developmental Disturbances,72,Which of the following conditions is characterized by abnormally large pulp chambers?,Amelogenesis imperfecta,Regional odontodysplasia,Dentinogenesis imperfecta,Dentin dysplasia type I,B,Large pulp chambers are described in regional odontodysplasia and in type II dentinogenesis imperfecta ('shell teeth').,
Oral Pathology & Medicine,Developmental Disturbances,73,In Treacher collins’s syndrome there is,Upward sloping of the palpebral fissure,Poorly developed or absence of malar bones,Progenia and mandibular prognathism,No loss of hearing,B,"Treacher Collins/mandibulofacial dysostosis features antimongoloid palpebral fissures, hypoplasia of malar bones and mandible, ear abnormalities, macrostomia/high palate and malocclusion.",
Oral Pathology & Medicine,Developmental Disturbances,74,Pierre Robin syndrome is associated with,Micrognathia,Cleft of the lip and palate,Tetralogy of fallot,Syndactyly,A,"Pierre Robin syndrome has the triad of micrognathia/retrognathia, cleft palate and glossoptosis with airway obstruction.",
Oral Pathology & Medicine,Developmental Disturbances,75,Which of the following teeth is most likely to be congenitally missing?,Maxi. central incisor,Mandibular canine,Mand. 2nd premolar,Max. 1st premolar,C,"Mandibular second premolars are among the most commonly congenitally missing permanent teeth, followed by maxillary second premolars and other teeth.",
Oral Pathology & Medicine,Developmental Disturbances,76,Which of the following dentitions shows the highest frequency of occurrence of supernumerary teeth?,Maxillary deciduous,Maxillary permanent,Mandibular deciduous,Mandibular permanent,B,"Mesiodens, a small peg-shaped conical supernumerary tooth, is particularly associated with the permanent maxillary anterior region, making the maxillary permanent dentition the listed choice.",
Oral Pathology & Medicine,Developmental Disturbances,77,A swelling of a single papilla of the gingiva is often called as,Plasma cell gingivitis,ANUG,Epulis,Fibromatosis gingivae,C,"In gingival enlargement, an isolated enlarged papilla can form an epulis, a soft-tissue swelling arising from the gingival margin.",
Oral Pathology & Medicine,Developmental Disturbances,78,Heck’s disease is another name for,Focal epithelial hyperplasia,Hereditary intestinal polyposis syndrome,Oral melatonin macule,Fibromatous gingiva,A,"Focal epithelial hyperplasia (Heck’s disease) is a highly contagious HPV-induced proliferation, producing clusters of hyperplastic mucosal lesions.",
Oral Pathology & Medicine,Developmental Disturbances,79,Large pulp chambers are characteristic of all the following conditions except,Shell teeth,Odonto dysplasia,Taurodontism,Dentinogenesis imperfecta,D,Large pulp chambers are seen in conditions such as shell teeth and regional odontodysplasia; dentinogenesis imperfecta type I instead has small or obliterated pulp chambers.,
Oral Pathology & Medicine,Developmental Disturbances,80,Dense in dent is most commonly seen in,Premolars,Paramolars,Lateral incisors,Maxillary canine,C,Dens invaginatus is most commonly seen in maxillary lateral incisors.,
Oral Pathology & Medicine,Developmental Disturbances,81,Taurodontism is usually seen in,Mesiodens,Incisor with talon/cusp,Mandibular 1st molar,Maxillary premolars,C,Taurodontism most commonly affects permanent molars.,
Oral Pathology & Medicine,Developmental Disturbances,82,Peutz-Jehler syndrome is characterised by,Deafness,Scleroderma,Multiple intestinal polyps,Multiple supernumerary teeth,C,"Peutz-Jeghers syndrome is hereditary intestinal polyposis syndrome with characteristic mucocutaneous pigmentation, including around the lips.",
Oral Pathology & Medicine,Developmental Disturbances,83,Enamel hypo-calcification and hypo-maturation of tooth is seen in,Osteogenesis imperfecta,Dentinogenesis imperfecta,Trichodento-osseous syndrome,Turner tooth,C,Trichodento-osseous syndrome is characterized by enamel hypomaturation/hypocalcification together with abnormalities of hair and bone.,
Oral Pathology & Medicine,Developmental Disturbances,84,PARULIS is an inflammatory enlargement seen in,End of sinus tract,Extraction socket,Due to irritation from calculus/over-hanging restoration,None of the above,A,"A parulis is an inflammatory gingival enlargement at the terminus of a fistula or sinus tract, commonly associated with a draining odontogenic infection.",
Oral Pathology & Medicine,Developmental Disturbances,85,Dental union of two embryologically developing teeth is referred as,Gemination,Twinning,Concrescence,Fusion,D,"Fusion is the union of two embryologically developing tooth germs, producing a combined tooth structure.",
Oral Pathology & Medicine,Developmental Disturbances,86,"In hypodontia, the most commonly affected tooth is",Permanent 3rd molar,Permanent second premolar,Permanent 1st molar,Permanent Canine,A,Hypodontia most commonly affects the permanent third molars in the source's listed distribution.,
Oral Pathology & Medicine,Developmental Disturbances,87,The torus mandibularis most commonly seen in the region of,Incisor region,Canine region,Molar region,Premolar region,D,"Torus mandibularis is usually found on the lingual surface of the mandible in the premolar region, commonly above the mylohyoid line.",
Oral Pathology & Medicine,Developmental Disturbances,88,Submerged teeth are,Ankylosed teeth,Un-erupted teeth,Impacted teeth,Intruded teeth,A,Submerged teeth are usually ankylosed deciduous teeth that have failed to maintain eruption and become relatively embedded as adjacent teeth continue to erupt.,
Oral Pathology & Medicine,Developmental Disturbances,89,"The cyst located at the junction of medial nasal process, lateral nasal process and maxillary process is",Globulomaxillary cyst,Median palatine cyst,Nasopalatine cyst,Nasoalveolar cyst,D,"The nasoalveolar cyst is associated with the embryologic junction of the globular/medial nasal, lateral nasal and maxillary processes and is a soft-tissue cyst.",
Oral Pathology & Medicine,Developmental Disturbances,90,The most common congenital defect of the face and jaws is,Macrostomia,Fetal alcohol syndrome,Cleft lip and palate,Ectodermal dysplasia,C,Cleft lip and palate is the most common congenital facial cleft/deformity among the listed choices.,
Oral Pathology & Medicine,Developmental Disturbances,91,"The cyst which is found within the bone at the junction of the globular process, the lateral nasal process & maxillary process is",Naso-alveolar cyst,Globulomaxillary cyst,Naso palatine cyst,Mid palatine cyst,B,"The globulomaxillary cyst was traditionally described at the junction of the globular, lateral nasal and maxillary processes, although its developmental terminology has been debated.",
Oral Pathology & Medicine,Developmental Disturbances,92,The histological appearance of “lava following around boulders in dentin dysplasia” suggests,Attempt to repair the defective dentin,Abrupt arrest to dentin formation in crown,Abnormal dentin formation in a disorganized fashion,Cascades of dentin to form root,D,"In dentin dysplasia, the characteristic 'lava flowing around boulders' appearance represents attempts to form dentin around obstacles, producing abnormal/repetitive dentin formation.",
Oral Pathology & Medicine,Developmental Disturbances,93,"A 4 year old child with one tooth less than the normal dentition shows a large tooth with two crowns and two root canals, the anomaly is",Dilaceration,Fusion,Gemination,Concrescence,B,"With fusion of two normal teeth the tooth count is one fewer; successful gemination usually gives one tooth in excess, while incomplete gemination may preserve a normal count but produce a macrodont tooth.",
Oral Pathology & Medicine,Developmental Disturbances,94,Which of the following is most common developmental cyst,Nasopalatine cyst,Naso-alveolar cyst,Globulomaxillary cyst,Median palatal cyst,A,The nasopalatine duct/canal cyst is the most common non-odontogenic cyst and is characteristically located in the midline anterior maxilla.,
