Subject,Chapter,Question No,Question,Option A,Option B,Option C,Option D,Correct Answer,Explanation,Image Reference
Dental Materials,Recent Papers 2018-19 Dental Materials,12,"To reduce the diameter of gypsum die, what would you do",Increase setting expansion of investment,Decrease setting expansion of investment,Pour die in type 4,Use of accelerators and retarder,D,"'D' [Phillips' 12th ed 211]

Additional accelerator (potassium sulfate) and retarder (borax) can be added to the gauging water to reduce the setting expansion of the type IV die stone to less than 0.1%, which reduces the diameter of the die.",
Dental Materials,Recent Papers 2018-19 Dental Materials,13,"In glass transition temperature of wax, what is false-",There is sudden expansion after it,Wax is more elastic after it,It is due to the rearrangement in crystalline structure of wax,Not all wax exhibit GTT,B,"'B' [Phillips' 12th ed 198]

Glass transition temperature:
• It is the temperature above which a sharp increase in the thermal expansion coefficient occurs, indicating increased molecular mobility. For inlay wax it is approximately 35 °C
• Some constituents of the wax probably change in their crystalline form at this temperature, and the wax is more plastic at higher temperatures.
• Not all waxes exhibit transition temperatures.",
Dental Materials,Recent Papers 2018-19 Dental Materials,14,Not true about flux,Prevents formation of oxides,Dissolves oxides,"Reduce any oxide present, expose clean metal",Form protective oxide layer,D,"'D' [Phillips' 12th ed 389]

Flux is a compound applied to metal surfaces that dissolves or prevents the formation of oxides during the melting of an alloy, therefore assisting in the flow of the alloy. Flux doesn't form oxide film.

Purpose of flux:
• Surface Protection: Covers the metal surface and prevents access to oxygen so no oxides can form.
• Reducing Agent: Reduces any oxides present and exposes clean metal Solvent.
• Dissolves any oxides present and carries them away.

Fluxes for use with noble metal alloys are generally based on boric acid, boric anhydride, and borax. Chromium oxides that form on base metal alloys are more stable and fluoride containing fluxes are used as solvents to dissolve chromium, nickel, and cobalt oxides.",
Dental Materials,Recent Papers 2018-19 Dental Materials,15,Not true about use of excessive flux,Porcelain discoloration,Bubbling in porcelain,Removed excess by boiling in HCL for 5 minutes,It can weaken the joint,C,"'C' [Phillips' 12th ed 389]

• It is of primary importance to minimize the amount of flux used. Entrapment of flux within the filler metal can cause a weakened joint (Option D).
• Residual flux that is covered with porcelain can cause discoloration and bubbling of the porcelain (Options A & B).
• Flux combines with metal oxides and forms a glass during the soldering process, and the residue should be removed. Sandblasting the joint immediately after removal from the soldering investment with alumina abrasive particles and boiling in water for about 5 minutes are recommended. So, Option C is wrong.",
Dental Materials,Recent Papers 2018-19 Dental Materials,16,Pick the wrong statement in relation to dispersion strengthening,Mainly for glass based ceramics,Dispersed particle size doesn't matter,Inhibit crack propagation,Variety of dispersed crystalline phases are used to strengthen the ceramics,B,"'B' [Phillips' 12th ed 454]

The major drawbacks of ceramics are brittleness, low fracture toughness and low tensile strength. Dispersion strengthening is one of the approaches to increase the strength of ceramics.

Dispersion strengthening of glasses:
• Dental ceramics that contains glass phase (option A) can be strengthened by dispersion strengthening i.e. dispersing ceramic crystals of high strength and elasticity such as leucite, lithium disilicate, alumina, magnesia-alumina, spinel, zirconia in the glass matrix (option D).
• When crystal materials are added in the glassy phase, a strong glass-crystal composition is obtained, thus durability and fracture resistance increases. So it prevents or inhibit propagation of cracks (option C).
• Toughening depends on the crystal type, its size, its volume fraction, the interparticle spacing, and its relative coefficient of thermal expansion relative to the glass matrix.",
Dental Materials,Recent Papers 2018-19 Dental Materials,17,What occurs if Gypsum is heated above 700 degree C,No by-product,Breakdown of CaSO4 which affect gold alloy,Breakdown of Na2So4 which affect gold alloy,gas inclusion porosities,B,"'B' [Phillips' 10th ed 472]

Gypsum-bonded investments are used for casting gold alloys. These can withstand a temperature of 700°C. If gypsum investment is heated about 700°C, decomposition of CaSO₄ occurs with emission of SO₂ gas. This not only causes shrinkage of the investment but also contaminates the gold castings with the sulphides of the non-noble elements such as silver and copper. So gypsum investments should not be heated above 700°C.",
Dental Materials,Recent Papers 2018-19 Dental Materials,18,Strength of set gypsum is expressed as,Wet strength,Tensile strength,Green strength,Compressive strength,D,"'D' [Phillips' 12th ed 188]

The strength of set gypsum products is generally expressed in terms of compressive strength, although diametral tensile strength should also be considered to determine the overall strength characteristics.

Effect of water content on strength:
• Two strength properties of gypsum are reported: the wet strength (also known as green strength), and the dry strength.
• The wet strength is the strength that is determined when water in excess of that required for hydration of the hemihydrate remains in the test specimen.
• When such excess water is removed by drying, the strength obtained is the dry strength. The dry strength may be two or more times as high as the wet strength.

Effect of W/P ratio on strength:
• Material that is mixed at a high W/P ratio has a diametral tensile strength as high as 25% of the corresponding compressive strength.
• When materials are mixed at low W/P ratios, the diametral tensile strength is less than 10% of the corresponding compressive strength.

Effect of manipulation and additives on strength:
The addition of an accelerator or retarder lowers both the wet strength and the dry strength of the gypsum product.",
Dental Materials,Recent Papers 2018-19 Dental Materials,19,Test for measuring the tensile strength of brittle material,Cold bent test,Diametral compression test / Brazilian method,Vicat test,Charpy tester,B,"'B' [Phillips' 12th ed 58]

• Tensile strength can generally be determined by subjecting a rod, wire, or dumbbell-shaped specimen to tensile loading (a uniaxial tension test). Since this test is quite difficult to perform for brittle materials because of alignment and gripping problems, another test can be used to determine this property for brittle dental materials. It is referred to as the diametral compression test.
• Brazilian cylinder splitting test is type of diametral compression test and is the widely used test to determine the ultimate tensile strength of brittle materials. This test should be used only for materials that exhibit elastic deformation primarily and little or no plastic deformation.",
Dental Materials,Recent Papers 2018-19 Dental Materials,20,Type I GIC is,Sealant,Luting cement,Restorative cement,Liner bases,B,'B' [Refer synopsis],
Dental Materials,Recent Papers 2018-19 Dental Materials,21,GIC colour and clinical appearance is determined by,Liquid viscosity,Chemical composition,Tartaric acid content of liquid,Powder particles size,B,"'B' [Phillips' 12th ed 320-21]

Effect of Glass composition on colour and visual appearance:
• The glass composition in GIC contains silica, calcium, alumina, and fluoride.
• The ratio of alumina to silica is the key to their reactivity with polyacrylic acid. Visual appearance is dependent upon the ratio of silica to alumina. Glasses high in silica are transparent while those high in alumina are opaque.
• Barium, strontium, or other higher atomic number metal oxides are added to the glass to increase the radiopacity.

Effect of viscosity of liquid: Controls working and setting time of the cement.

Effect of tartaric acid:
• Tartaric acid is a rate-controlling additive in the GIC liquid that allows a wider range of glasses to be used
• It improves the handling properties and decreases viscosity
• It lengthens shelf life before gelling of the liquid occurs
• It increases working time, and shortens the setting time

Effect of Powder particles size: controls the film thickness of the cement. The bigger the particle size, the thicker will be the film of the cement.",
Dental Materials,Recent Papers 2018-19 Dental Materials,22,Die hardening can be done by all except,Cyanoacrylate resin covering,Silver plating,Gold plating,Adding die hardner to gypsum,C,"'C' [Phillips' 12th ed 211]

The chief disadvantage of the type IV gypsum die is its susceptibility to abrasion during carving of the wax pattern. Several means are used to increase the abrasion resistance include:
• silver plating
• coating the surface with cyanoacrylate (low viscosity resin ) adhesive.
• Adding a die hardener to the gypsum.
• However, each of these methods can also increase the die dimensions slightly, thus reducing accuracy.",
Dental Materials,Recent Papers 2018-19 Dental Materials,23,"In porcelain, metal oxide helps in",Imparts colour and increase strength,Impart colour and reduce strength,Increase viscosity,Decrease coefficient of thermal expansion,A,"'A' [Phillips' 12th ed 382]

Function of metal oxide in ceramics:
• Metal oxides such as Al₂O₃, BaO, CaO, K₂O, Li₂O, Na₂O, ZnO, and ZrO₂ are components of either dental core ceramics or dental veneering (layering) ceramics. These oxides contributes to opacification and color to ceramic.
• Metal oxides like alumina increases the fracture toughness by disrupting the propagation of the crack.
• Tin, and indium oxide added to high noble (HN) and noble (N) alloys which are used for metal-ceramic prostheses, helps in promoting bonding between the ceramic veneer and the metal oxide on the metal surface. These metal oxides increase the bond strength between metal and ceramic. They also harden Ag-Pd alloys.",
Dental Materials,Recent Papers 2018-19 Dental Materials,24,Multiple nodules in the inner surface of casting can be avoided by,Increasing W/P ratio,By using surfactant over wax pattern before investing,By using Vibrator during investing,Selecting cool mould,C,"'C' [Phillips' 12th ed 224]

Surface irregularities are isolated imperfections, such as nodules, that are not characteristic of the entire surface area. Castings with phosphate bonded investments are more prone to such imperfections.

Types of surface irregularities:
• Nodules
• Water films
• fins

Causes of nodules:
• Small nodule - Bubbles of gases (air) trapped between the wax pattern and the investment produce nodules on the casting surface
• Large nodule- Air trapped during investing
• Nodules on occlusal surface – Prolonged vibration after pouring
• Multiple nodules
  - Inadequate vacuum during mixing
  - Improper brush technique
  - Lack of surfactant (wetting agent)

Prevention of nodules:
• By mixing under vacuum (best method). If a manual method is used a mechanical mixer with vibration both before and after mixing should be used.
• By using surfactant over wax pattern before investing. But it is by no means a certain remedy. Precautions while applying wetting agents are:
  - Should be applied in thin layer
  - Air drying the wetting agent, since any excess liquid dilutes the investment, possibly producing surface irregularities on the casting.
• Careful coating of the wax pattern with investment",
Dental Materials,Recent Papers 2018-19 Dental Materials,25,What is observed when load is applied on a wire below the modulus of elasticity and released,Plastic deformation,Fracture,Springiness,Toughness,C,"'C' [Phillips' 12th ed 53,55]

The ability of a substance or object to spring back into shape when stressed upto proportional limit is called resilience. Popularly, the term resilience is associated with springiness, which means precisely the amount of energy absorbed within a unit volume of a structure when it is stressed to its proportional limit.

The area bounded by the elastic region is a measure of resilience and the total area under the stress-strain curve is a measure of toughness (total elastic+ plastic region).

In the question it is mentioned as below its modulus of elasticity. Elastic modulus is the stress /strain below the proportional limit. So it is the elastic region of the graph (option A, B, D are wrong).",
Dental Materials,Recent Papers 2018-19 Dental Materials,26,Sol to gel and gel to conversion is property based on,Water content,Temperature,Setting mechanism,Modifiers,B,"'B' [Phillips' 12th ed 170]

• The physical change of agar from sol to gel and gel to sol is a function of temperature. The gel liquefies to a sol when it is heated to a temperature known as the liquefaction temperature (70°C to 100°C).
• When the sol is cooled, it becomes a gel at a point known as the gelation temperature (between 37°C and 50°C). Thus, it is called a reversible hydrocolloid.
• The gelation temperature is critical for impression making. If it is too high, the heat from the sol may injure the oral tissues. Conversely, if the gelation temperature is too far below oral temperature, it will be impossible to make the impression because the sol will not covert to a gel.",
Dental Materials,Recent Papers 2018-19 Dental Materials,27,Addition of accelerator and retarders in gypsum,Increase compressive strength,Decrease compressive strength,Increase compressive strength and decrease tensile strength,Increase tensile strength and decrease compressive strength,B,"'B' [Phillips' 12th ed 188]

Refer to the explanation of the previous Q in this section.",
Dental Materials,Recent Papers 2018-19 Dental Materials,28,Transverse contraction strain and longitudinal elongation strain is related by,Percentage elongation,Poissons ratio,Brittleness,Modulus of elasticity,B,"'B' [Phillips' 12th ed 56]

• Because of the conservation of mass, an object, such as a cylinder, becomes longer and thinner when a tensile force is applied to it. Conversely, a compressive force acts to make such an object shorter and thicker.
• Poisson's ratio is defined as the ratio of the change in the width per unit width of a material, to the change in its length per unit length, as a result of strain.
• Poisson's ratio is the ratio of transverse contraction strain to longitudinal extension strain in the direction of stretching force. Tensile deformation is considered positive and compressive deformation is considered negative.

Poisson's ratio, v = Transverse strain / Longitudinal strain
Poisons ratio = 0.38 x Youngs modulus",Poisson's ratio diagram (block diagram showing L and ΔL with force F) – Page 87
Dental Materials,Recent Papers 2018-19 Dental Materials,29,Co-efficient of thermal expansion of inlay wax,150X 10⁻⁶/°C,120x10⁻⁶/°C,350x10⁻⁶/°C,45x10⁻⁶/°C,C,"'C' [Phillips' 12th ed 40]

• Coefficient of thermal expansion, α, which is defined as the change in length per unit of the original length of a material when its temperature is raised 1 °C (1 K).
• Coefficients of Thermal Expansion (α) of Inlay wax is in range of 217 to 512x10⁻⁶/K with the average of 350 × 10⁻⁶/K.",
Dental Materials,Recent Papers 2019-20 Dental Materials,1,Most accepted theory of setting reaction of gypsum,Dissolution precipitation theory,hydration theory,colloidal theory,hydrodynamic theory,A,"'A' [Philips' 12th ed 183]

There are three theories of gypsum setting. The colloidal Theory, the hydration theory, and the dissolution-precipitation theory.

The most widely accepted mechanism is the dissolution-precipitation theory, which is based on dissolution of the hemihydrate particles in water followed by instant recrystallization to the dihydrate.",
Dental Materials,Recent Papers 2019-20 Dental Materials,2,"During electroplating, silver is deposited at",Cathode,Anode,Diode,silver will remain suspended in electrolyte bath,A,"'A' [Craig 13th ed 376]

• The impression is made conductive when the surface is brushed with powdered silver, which adheres well to rubber impressions and it acts as a cathode.
• A pure silver anode is required, with a silver-cyanide plating solution. Care must be taken to avoid the addition of acids to the cyanide solutions, which can cause the release of cyanide vapor, a ""death chamber"" gas.
• Chemical deposition of silver from a silver nitrate solution can be used if greater surface detail reproduction is desired.
• A current setting of approximately 5 mA is suitable to start the plating of a single-tooth impression (cathode).",
Dental Materials,Recent Papers 2019-20 Dental Materials,3,Which medium is used during silver plating of die is?,Silver cyanide,silver iodide,Silver bromide,Silver fluoride,A,'A' [Check Explanation of Q. No 2],
Dental Materials,Recent Papers 2019-20 Dental Materials,4,Most commonly used monomer in adhesives is?,BisGMA,HEMA,TEGDMA,META,A,"'A' [Phillips 11th ed 265]

Generally, adhesive resins are composed mainly of hydrophobic dimethacrylates such as Bis-GMA (60-70 wt%), TEGDMA, and UDMA, and a small amount of a hydrophilic monomer such as HEMA (30-40 wt%)

• BisGMA remains the most common monomer used in dental composites and adhesives.
• TEGDMA is the most common diluent monomer used in dental composites and adhesives.
• HEMA is the most commonly used hydrophilic monomer in adhesives.",
Dental Materials,Recent Papers 2019-20 Dental Materials,5,The best pickling solution for gypsum bonded investment is?,50% Hydrochloric acid,ultrasonically activated 100% HCL,Sulphuric acid,Phosphoric acid,A,"'A' [Philips' 12th ed 222]

• One of the best pickling solutions for gypsum-bonded investments is a 50% hydrochloric acid (HCl) solution.
• The HCl aids in the removal of any residual investment, as well as of the oxide coating.
• The disadvantage of HCl is that the fumes from the acid are likely to corrode laboratory metal furnishings.
• In addition, these fumes are a health hazard and should be vented via a fume hood.",
Dental Materials,Recent Papers 2019-20 Dental Materials,6,"When two solid surfaces rest or slide over each other, a very small area have real contact that are known as",Ducheenne,Asperities,Point,Binding,B,"'B' [Craig 13th ed 109]

Wear is usually undesirable, but under controlled conditions during finishing and polishing procedures, wear is highly beneficial.

Wear is a loss of material resulting from removal and relocation of materials through the contact of two or more materials. When two solid materials are in contact, they touch only at the tips of their highest asperities.",
Dental Materials,Recent Papers 2019-20 Dental Materials,7,A 42 yr. male wants replacement of his missing mandibular 2nd premolar and 1st molar needs fixed bridge. Which category of Gold casting alloy should be used according to ISO 1562?,Type I alloy,Type II alloy,Type III alloy,Type IV alloy,D,"'D' [Philips' 12th ed 369]

| Type | Descriptor | Yield Strength (MPa) | Elongation (%) | Examples of Applications |
|------|------------|---------------------|----------------|--------------------------|
| 1 | Low | 80 | 18 | Inlays |
| 2 | Medium | 180 | 10 | Inlays and onlays |
| 3 | Hard | 270 | 5 | Onlays, thin cast backings, pontics, full crowns, saddles |
| 4 | Extra hard | 360 | 3 | Saddles, bars, claps, **crowns**, **bridges**, and partial denture frameworks |

Mechanical Property Requirements Proposed in ISO Draft International Standard 1562 for Casting Gold Alloys (2002)",Table – Mechanical Property Requirements Proposed in ISO Draft International Standard 1562 for Casting Gold Alloys (2002) – Page 90
Dental Materials,Recent Papers 2019-20 Dental Materials,8,What is the maximum depth of penetration of laser in laser welding?,0.5mm,1.5mm,2.5mm,3.5mm,C,"'C' [Philips' 12th ed 393]

The maximum penetration depth of the laser welding units is 2.5 mm. Since only a small amount of heat is generated, the parts can be handheld during the welding procedure, and welding can be performed close to ceramic or polymeric veneers without causing damage to these materials.",
Dental Materials,Recent Papers 2019-20 Dental Materials,9,Best way to join cast titanium components is,Laser welding,Torch Soldering,oven soldering,Infrared soldering,A,"'A' [Philips' 12th ed 392]

Laser welding in an argon gas atmosphere is a method of choice for joining titanium components of dental prostheses, because the coherent, high-intensity laser pulse of light can be focused in a small region and melt the substrate without extensive microstructural damage to the surrounding areas.",
Dental Materials,Recent Papers 2019-20 Dental Materials,10,In term of stiffness the point up to which stress is directly proportional to strain is,Resiliency,Toughness,Elastic modulus,Elastic limit,C,"'C' [Philips' 12th ed 53]

Elastic modulus describes the relative stiffness or rigidity of a material, which is measured by the slope of the elastic region of the stress-strain graph.",
Dental Materials,Recent Papers 2019-20 Dental Materials,11,"Addition silicone material without palladium (H₂ absorber), air bubble formation occurs in cast, which precaution is not taken",less thickness of material used,setting delayed in gypsum,latex contamination of impression material,if poured immediately without waiting for 30 min,D,"'D' [Philips' 12th ed 154]

No reaction by-products are formed as long as the correct proportions of divinyl polysiloxane and polymethyl hydrosiloxane are used and there are no impurities. However, the residual polymethyl hydrosiloxane in the material can lead to a secondary reaction with each other or with moisture, to produce hydrogen gas.

Technically, hydrogen gas is a reaction by-product that does not affect the dimensional stability of the impression. Nonetheless, the hydrogen gas evolved can result in pinpoint voids in the gypsum casts poured soon after removal of the impression from the mouth. Manufacturers may add a noble metal, such as palladium, as a scavenger for the released hydrogen gas. The impression should be left overnight if epoxy will be used for pouring models.",
Dental Materials,Recent Papers 2019-20 Dental Materials,12,If gypsum mixing is done with boiling water then what should happen to reaction,reaction happen very fast,reaction happen very slow,reaction will move in reverse direction,no reaction will occur,D,"'D' [Philips' 12th ed 186]

Little change in setting time occurs between 0°C and 50°C. If the temperature of the plaster-water mixture exceeds 50°C, a gradual retardation occurs.

As the temperature approaches 100°C (boiling water), no reaction takes place. This is the reason why very hot water (near the boiling temperature) is used to wash impurities like calcium chloride and sodium succinate from improved stone powder.",
Dental Materials,Recent Papers 2019-20 Dental Materials,13,"If denture curing is done at the temperatures above 100° C, then porosity is seen in",Thick central area,Entire denture area,Labial flange,Posterior palatal seal area,A,"'A' [Philips' 12th ed 481]

During the polymerization cycle, acrylic dentures probably would yield porosity in thick portions of the denture, since the temperature of the resin exceeds the boiling point of the monomer (100.8°C).",
Dental Materials,Recent Papers 2019-20 Dental Materials,14,Main purpose of liner application under zinc phosphate base in an amalgam restoration is?,Low pH of Zinc Phosphate,high strength of Zinc Phosphate,High pH of Zinc Phosphate,Low strength of Zinc Phosphate,A,"'A' [Philips' 12th ed 315]

Zinc phosphate cement is an effective base for thermal insulation, but its low pH (acidity) may require a cavity liner under the cement to protect the pulp.",
Dental Materials,Recent Papers 2019-20 Dental Materials,15,Essential element for chemical reaction when zinc phosphate powder mixed with its liquid is,MgO,Zn,Al,Fluoride,C,"'C' [Rama Krishna Alla 1st ed 100]

The aluminum of the liquid is essential for the cement formation. The aluminum complexes with the phosphoric acid to form zinc-aluminophosphate gel. Without aluminum, a non-cohesive crystalline matrix of hopeite [Zn₃(Po₄)₂. 4H₂0] would be formed.",
Dental Materials,Recent Papers 2019-20 Dental Materials,16,New monomer that improve clinical properties?,Silorane,sialoxane,silanes,silocanes,A,"'A' [Craig's Restorative Dental Materials 13th ed 165]

Low-Shrink Silorane Monomer:
Traditional composite resins rely upon radical polymerization of methacrylates. A new monomer system called silorane has been developed to reduce shrinkage and internal stress build-up resulting from polymerization. Silorane restorative uses a new ring opening silorane chemistry. Siloranes are a combination of siloxane (known for their hydrophilicity) and oxiranes (known for their low shrinkage and stability).",
Dental Materials,Recent Papers 2019-20 Dental Materials,17,Monomer evaporates due to increase in boiling temperature during curing. What will happen?,Porosity in thick area,Discoloration,Partially cured denture,Porosity in thin area,A,"'A' [Zarb 13th ed 134]

The polymerization reaction is exothermic in nature and should be carefully controlled to avoid a marked increase in temperature, which may exceed the boiling point of unreacted monomer (100.8° C), leading to denture porosity. Gaseous porosity occurs as a result of rapid heating of the flask, leading to monomer evaporation; this appears as fine uniform subsurface spherical pores, localized more often in the thick portion of the denture.",
Dental Materials,Recent Papers 2019-20 Dental Materials,18,Surface porosity in a denture is due to:,Suck back,When temperature of resin is more than its boiling temperature,Lack of adequate pressure,Rapid heating of the flask,B,"'B' [Zarb 13th ed 134]

Surface porosity is due to vaporization of monomer when the temperature of resin increases above its boiling point (100.8°C). Surface porosity can trap food, making denture unhygienic and foul smelling.",
Dental Materials,Recent Papers 2019-20 Dental Materials,19,Which of the following cannot be the reason for difference in shade matching:,Sunlight,Rubber dam application,Drying the tooth,Chairside light,A,"'A' [Phillips 12th ed 38]

• Shade selection should occur prior to placement of a rubber dam, because a desiccated tooth appears whiter than a moist or wet tooth.
• Drying the tooth before shade selection makes the tooth appear whiter.
• The most important factor in shade matching is the light source. Shade selection should be made using colour-corrected lights.",
