Subject,Chapter,Question No,Question,Option A,Option B,Option C,Option D,Correct Answer,Explanation,Image Reference
Oral Pathology,Developmental Disturbances,11,Teeth that erupt with in 30 days of birth are called,Natal teeth,Neonatal teeth,Primary teeth,Prenatal teeth,B,"[B] [Shafer 7th ed 59/ 6th ed 48]
Natal teeth are the teeth that are present in the oral cavity at the time of birth.",
Oral Pathology,Developmental Disturbances,12,A permanent tooth with a local hypoplastic deformity in a crown is called,Turner’s tooth,Taurodontism,Enameloma,Ghost teeth,A,[A] [Shafer 7th ed 53/ 6th ed 52],
Oral Pathology,Developmental Disturbances,13,True ankyloglossia occurs as a result of,Union between tongue and floor of mouth/ventral surface of tongue,Absence of lingual frenum,Lingual frenum attached to the tip of tongue,Short lingual frenum,A,"[A] [Shafer 7th ed 28/ 6th ed 27]
Tongue tie or ankyloglossia may cause speech defects, especially articulation of the sounds l, r, t, d, n, th, sh, and z.",
Oral Pathology,Developmental Disturbances,14,True generalized microdontia is characterized by,Small teeth with large jaws,Large teeth with small jaws,Smaller teeth than the normal,None,C,"[C] [Shafer 7th ed 39/ 6th ed 38]
Example of true microdontia is “pituitary dwarfism”. Example of true macrodontia is “pituitary gigantism”.",
Oral Pathology,Developmental Disturbances,15,Gemination of teeth occur due to,Division of a single tooth bud after calcification,Division of a single tooth bud before calcification,Fusion of two teeth before calcification,Fusion of two teeth after calcification,B,[B] [Shafer 7th ed 40/ 6th ed 39],
Oral Pathology,Developmental Disturbances,16,A deep pit lined by enamel seen in the lingual surface of Maxillary lateral incisor is most likely to be,Dens in dente,Enamel Hypoplasia,Talon’s cusp,Enamel Pearl,A,"[A] [Shafer 7th ed 42/ 6th ed 101]
Ghost teeth or regional odontodysplasia is due to defective mineralization. Both the enamel and dentin appear very thin and the pulp chamber is exceedingly large. The roentgenograms characteristically show a marked reduction in radiodensity (MHCET-16) so that the teeth assume a “ghost” appearance. Maxillary anterior teeth are more frequently involved than the mandibular anterior teeth.",
Oral Pathology,Developmental Disturbances,17,Ghost teeth is seen in which of the following,Dens is dent,Regional odontodysplasia,Dentin dysplasia,None of the above,B,"[B] [Shafer 7th ed 39/ 6th ed 37]
Static or stafne cyst is due to developmental inclusion of salivary glandular tissue on the lingual surface of mandible BELOW the mandibular canal.",
Oral Pathology,Developmental Disturbances,18,Which of the following lesions does not give blood on aspiration,Heamangioma,Static bone cyst,Central giant cell granuloma,Aneurysmal bone cyst,B,"[B] [Shafer 7th ed 55/ 6th ed 54-55]
In TYPE I dentinogenesis imperfecta the pulp chambers are smaller than normal or completely obliterated but the teeth in TYPE II shows enormous pulp chambers and so known as shell teeth.",
Oral Pathology,Developmental Disturbances,19,Absence of pulp chambers is seen in,Craniofacial dysostosis,Dentinogenesis imperfecta,Amelogenesis imperfecta,Any of the above,B,"[B] [Shafer 7th ed 55/ 6th ed 54-55]
In TYPE I dentinogenesis imperfecta the pulp chambers are smaller than normal or completely obliterated but the teeth in TYPE II shows enormous pulp chambers and so known as shell teeth.",
Oral Pathology,Developmental Disturbances,20,"Dentinogenesis imperfecta differs from amelogenesis imperfecta in that, the former is",A hereditary disturbance,The result of excessive fluoride ingestion,The result of faulty enamel matrix formation,Characterized by calcification of pulp chambers and the root canals of the teeth,D,"[D] [Shafer 7th ed 55/ 6th ed 54-55]
<table><tr><th>Type I</th><th>Revised shields classification of dentinogenesis imperfecta</th></tr>
<tr><td>Type I</td><td>• Dentinogenesis imperfecta is seen without osteogenesis imperfecta.<br>• Caused by mutation in Dentin sialophosphoprotein (DSPP) gene that maps to chromosome#4.<br>• Affected teeth are amber brown and opalescent and have broad crowns with constriction of cervical area resulting in ‘Tulip’ shape.<br>• The teeth have bulbous crowns, with narrow roots and root canals. The pulp chambers are smaller than normal.<br>• Some researchers found an increase in glycosaminoglycans.<br>• The dentin is composed of irregular tubules that tend to be larger in diameter and less numerous than normal. This is due to limited ability of odontoblasts to form well organized dentinal matrix.<br>• The water content in teeth is greatly increased as much as 60% above normal and the micro hardness of dentin closely approximates cementum.</td></tr>
<tr><td>Type II</td><td>• Also known as Brandywine type or shell teeth (shields type III).<br>• Apart from DSPP, three other genes, DMP-1, 1BSP and SPP1 are also involved.<br>• The dentin is extremely thin and the pulp chambers are large due to insufficient and defective dentin formation & multiple pulp exposures are more common than in type I.<br>• In roentgenograms, the teeth appear as shells of enamel and dentin surrounding extremely large pulp chambers and root canals.</td></tr>
</table>
Clinically both types of dentinogenesis imperfecta exhibit a characteristic unusual translucent or opalescent hue. The usual scalloping of DEJ, which tends to form an interlocking union between the enamel and dentin, is absent and this results in early loss of enamel. This results in rapid attrition of enamel and the occlusal surfaces of primary and permanent molars are severely flattened.",
Oral Pathology,Developmental Disturbances,21,The most common supernumerary tooth form is,Tuberculated,Conical,Screw shaped,Incisor shaped,B,"[B] [Shafer 7th ed 48/ 6th ed 46]
‘Mesiodens’ is the most common supernumerary teeth. It is a cone-shaped crown with a short root and is usually present between the two maxillary central incisors. The various morphological types of supernumerary teeth are
• Conical
• Supplemental
• Odontome (KCET-10)",
Oral Pathology,Developmental Disturbances,22,A patient notices a well demarcated area of depapillation on his tongue which has been there for as long as he can remember. The most probable diagnosis,Median rhomboid glossitis,Geographic tongue,Black hairy tongue,Moeller’s glossitis,A,"[A] [Shafer 7th ed 30/ 6th ed 29]
Option ‘B’, “Geographic tongue or benign migratory glossitis” is characterized by multiple areas of desquamation of the filiform papillae of the tongue. The desquamated areas appears in one location, then heal and reappear in another location giving rise to idea of migration.",
Oral Pathology,Developmental Disturbances,23,Fordyce’s spots are,Fat tissue embedded in buccal mucosa,Red spots,Present on the cheek mucosa lateral to angle of the mouth,All of the above,C,"[C] [Shafer 7th ed 24/ 6th ed 23-24]
Fordyce’s spots are heterotopic collections of sebaceous glands at various sites in the oral cavity (COMED-14). They appear as yellow spots and are found on cheek mucosa lateral to angle of mouth, mostly on the mucosa of the cheeks opposite the molar teeth in a bilateral symmetrical pattern.",
Oral Pathology,Developmental Disturbances,24,Most common missing tooth in the permanent dentition is,Maxillary canine,Maxillary first molar,Mand. 2nd premolar,Mandibular first molar,C,"[C] [Shafer 7th ed 46, 47/ 6th ed 45-46]
<table><tr><th>Feature</th><th>Finding</th></tr>
<tr><td>Most common super-numerary tooth</td><td>Mesiodens</td></tr>
<tr><td>2nd most common supernumerary teeth</td><td>Maxillary 4th molars followed by mandibular 4th molars</td></tr>
<tr><td>Most commonly ankylosed tooth or most commonly ankylosed primary tooth/submerged tooth</td><td>Deciduous mandibular second molar (AP-14)</td></tr>
<tr><td>Most commonly missing deciduous teeth</td><td>Maxillary and mandibular lateral incisors</td></tr>
<tr><td>Most commonly missing permanent teeth</td><td>3rd molars followed by maxillary laterals and mandibular or maxillary second premolars.</td></tr>
<tr><td>Supernumerary roots are common in</td><td>Mandibular canine & premolars</td></tr>
<tr><td>Teeth commonly involved in Turner’s hypoplasia</td><td>Permanent premolars followed by permanent maxillary incisors</td></tr>
<tr><td>Teeth that are commonly affected with microdontia</td><td>Maxillary lateral incisors followed by third molars.</td></tr>
</table>",
Oral Pathology,Developmental Disturbances,25,Hypoplastic defects in permanent central and lateral incisors are likely to result due to severe illness or other factors during,First 9 months of life,First 2 years of life,First month of life,Two or three years of life,A,"[A] [Shafer 7th ed 52/ 6th ed 51]
<table><tr><th>Timing</th><th>Teeth involved</th></tr>
<tr><td>Below 1yr</td><td>Centrals, laterals, first molar and tip of cuspids</td></tr>
<tr><td>After 3yrs</td><td>Premolars, 2 & 3rd molars</td></tr>
</table>",
Oral Pathology,Developmental Disturbances,26,Ectopic sebaceous glands in the mouth are called,Linea alba buccalis,Heck’s disease,Lingual varices,Fordyce spots.,D,"[D] [Shafer 7th ed 24/ 6th ed 23-24]
Option ‘B’ Heck’s disease or focal epithelial dysplasia occurs predominantly in children. It presents as multiple nodular lesion occurring most commonly on the lower lip. The lesions of focal epithelial hyperplasia contains virus like particles, which are similar to human oral papillomas.",
Oral Pathology,Developmental Disturbances,27,Gardner syndrome does not include,Osteomas,Epidermoid cysts,Osteosarcoma,Impacted permanent teeth,C,"[C] [Shafer 7th ed 48/ 6th ed 47]
Gardner’s syndrome consists of:
• Multiple polyposis of large intestine
• Osteomas of bones
• Multiple epidermoid/sebaceous cysts
• Impacted supernumerary and permanent teeth
• Occasional desmoid tumors",
Oral Pathology,Developmental Disturbances,28,Lingual tonsils arise,As developmental anomalies,From carcinomatous transformation,As a result of hyperplasia,Due to repeated trauma in the area,A,"[A] [Shafer 7th ed 34/ 6th ed 33]
Lingual tonsil, one of the largest oral lymphoid aggregates, is located on the posterior portion of tongue on dorsolateral aspect. It is surrounded by crypt lined by stratified squamous epithelium. It may become inflamed and enlarged bilaterally.",
Oral Pathology,Developmental Disturbances,29,Dentinogenesis imperfecta is,Autosomal dominant,Autosomal recessive,Sex linked recessive,Not a inheritable trait,A,[A] [Shafer 7th ed 55/ 6th ed 54],
Oral Pathology,Developmental Disturbances,30,A 40 year old male patient presents with a painless swelling causing fullness of upper lip and elevation of nostril on left side. The only positive radiographic finding is unilateral elevation of floor of nasal cavity. The probable diagnosis is,Globulomaxillary cyst,Polyp in the nasal cavity,Radicular cyst,Nasolabial cyst,D,"[D] [Shafer 7th ed 66/White & Pharoah 6th ed 360]
Nasolabial cyst or nasolabial cyst was once thought to arise at the junction of globular process, lateral nasal process and the maxillary process due to proliferation of entrapped epithelium along the fusion line. It is now thought to originate from the lower anterior part of nasolacrimal duct rather than from entrapped epithelium. It may cause a swelling in the mucolabial fold as well as floor of the nose, being located near the attachment of the ala over the maxilla. It is a soft tissue cyst, thus not being visible on a radiograph. Rarely, it may produce erosion of the underlying bone or distortion of inferior border of nasal fossa.",
Oral Pathology,Developmental Disturbances,31,Bohn’s nodules are,Cystic swellings in neonates,Cysts associated with soft palate,Cysts of gingiva in growing children,Warts on the tongue,A,"[A] [Shafer 7th ed 67/ 6th ed 93]
“Bohn’s nodules” are seen at the junction of hard and soft palates whereas “Epstein pearls” are seen along the median raphae of hard palate. A third type known as “Dental lamina cysts of new born” are seen on the alveolar ridges.",
Oral Pathology,Developmental Disturbances,32,False about anodontia,May involve both the deciduous and the permanent dentition,In false anodontia tooth doesn’t undergo full development,May involve a single tooth,In total anodontia all teeth are missing,B,"[B] [Shafer 7th ed 46/ 6th ed 45]
False anodontia / Induced anodontia is due to multiple extracted teeth while pseudo anodontia is due to multiple unerupted teeth.",
Oral Pathology,Developmental Disturbances,33,Turners tooth is seen in,enamel hypoplasia due to hypocalcemia,enamel hypoplasia due to birth injuries,enamel hypoplasia due to congenital syphilis,enamel hypoplasia due to local infection or local trauma,D,[D] [Shafer 7th ed 53/ 6th ed 52],
Oral Pathology,Developmental Disturbances,34,All are true about supernumerary tooth except,May have resemblance to normal teeth,Disto molars doesn’t resemble any other tooth,Mesiodens is the most common supernumerary tooth,More common in mandible,D,"[D] [Shafer 7th ed 64/ 6th ed 46-47]
Supernumerary teeth are most common in anterior maxilla.",
Oral Pathology,Developmental Disturbances,35,Dental anomaly of teeth associated with defect formation is seen in,amelogenesis imperfecta,dentinogenesis imperfecta,Odontodysplasia,Osteitis deformans,B,[B] [Shafer 7th ed 55/ 6th ed 69],
Oral Pathology,Developmental Disturbances,36,Fusion of teeth is more common in-,Primary dentition,Permanent dentition,Mixed dentition,None of the above.,A,"[A] [Shafer 7th ed 41/ 6th ed 39]
Refer Q. No. 1.",
Oral Pathology,Developmental Disturbances,37,"Multiple osteomas, multiple polyposis, supernumerary teeth are found in ___ syndrome",Reiter's,Peutz - jeghers,Gardner's,Behcet's,C,[C] [Shafer 7th ed 48/ 6th ed 47],
Oral Pathology,Developmental Disturbances,38,Prolonged administration of broad spectrum antibiotics results in the formation of,Black hairy tongue,Median rhomboid glossitis,Geographic tongue,Fissured tongue,A,[A] [Shafer 7th ed 32/ 6th ed 31],
Oral Pathology,Developmental Disturbances,39,Hairy tongue is characterized by hypertrophy of,fungiform papillae,foliate papillae,filiform papillae,circumvallate papillae,C,"[C] [Shafer 7th ed 32/ 6th ed 31]
<table><tr><th>Papilla involved</th><th>Condition</th></tr>
<tr><td>Multiple areas of desquamation of filiform papillae</td><td>Benign migratory glossitis or geographic tongue</td></tr>
<tr><td>Hypertrophy of filiform papillae from 1mm to 15 mm</td><td>Black hairy tongue (lingua villosa)</td></tr>
<tr><td>Atrophy of filiform papillae with normal or engorged fungiform papillae</td><td>Riboflavin or B<sub>2</sub> deficiency.</td></tr>
<tr><td>Swollen, hyperemic fungiform papillae</td><td>Strawberry tongue (scarlet fever)</td></tr>
<tr><td>Familial dysautonomia</td><td>Absence of fungiform and circumvallate papillae</td></tr>
<tr><td>Absence of filiform papillae</td><td>Median rhomboid glossitis</td></tr>
</table>",
Oral Pathology,Developmental Disturbances,40,A 4-year old child has less number of teeth and lateral incisors with bifurcated roots with two root canals is called,Dilaceration,Concrescence,Fusion,Gemination,C,[C] [Shafer 7th ed 41/ 6th ed 39],
Oral Pathology,Developmental Disturbances,41,Naso Labial cyst is thought to arise from,Remnants of cell rests of serrae,Remnants of cell rests of mallasez,Remnants of cell rests of embryonic lacrimal duct,Maxillary sinus lining epithelium,C,[C] [Shafer 7th ed 67/ 6th ed 66],
Oral Pathology,Developmental Disturbances,42,Microdontia is most commonly seen affecting,Max. lateral incisor,Mand. second premolar,Mand. central incisor,Mand. first premolar,A,"[A] [Shafer 6th ed 38]
Microdontia most commonly affects maxillary lateral incisor followed by 3rd molars.",
Oral Pathology,Developmental Disturbances,43,Taurodontism is characterized by,Hypercementosis,Elongated wide pulp canals and short roots,Obliterated pulp chambers with secondary dentine deposition,Rootless teeth with thin shell of enamel,B,"[B] [Shafer 7th ed 45/ 6th ed 44]
Taurodontism (Bull Teeth) is due to failure of hertwig’s sheath to invaginate at proper horizontal level (AIPG-14). Mostly molars are involved and the body of tooth is enlarged at expense of roots resulting in rectangular teeth. The roots are short and the pulp chambers are extremely large lacking the usual constriction at cervix of tooth.
It has been reported that many patients with Klinefelters syndrome exhibit taurodontism but is not constant feature of this syndrome (AIPG-10).",
Oral Pathology,Developmental Disturbances,44,Following are true about thyroglossal cyst EXCEPT,Often occur in children; they may also present in adults,Rarely may contain only functioning thyroid tissue,Treated surgically by Sistrunks operation,Moves downwards on tongue protrusion,D,"[D] [Shafer 7th ed 68]
Thyroglossal duct cyst results from the dilatation of remnants of thyroglossal duct. They often present as asymptomatic midline neck mass at or below the level of hyoid bone and move upwards during swallowing and tongue protrusion. They may contain functional thyroid tissue and before excision, presence of normally functioning thyroid glands in usual locations should be assessed by thyroid scans and function tests. Simultaneous removal of the central portion of hyoid bone to ensure complete removal of the tract is known as Sistrunk procedure.",
Oral Pathology,Developmental Disturbances,45,Which of the following is a Fissural cyst is,Dentigerous cyst,Primordial cyst,Nasopalatine cyst,Radicular cyst,C,[C] [Shafer 7th ed 64 Tab 4-1 260/ 6th ed 63],
Oral Pathology,Developmental Disturbances,46,"Bifid tongue, a congenital anomaly occurs due to non-fusion of",Tuberculum impar and lateral lingual swellings,Hypobranchial eminence and tuberculum impar,The two lateral lingual swellings,Some of the above,C,"[C] [Shafer 7th ed 28/ 6th ed 27]
Bifid tongue / cleft tongue is one of feature of “oro – facial – digital syndrome”.",
Oral Pathology,Developmental Disturbances,47,Anodontia affects the growth of,Maxilla,Mandible,Alveolar bone,Cranium,C,[C] [Shafer 7th ed 806/ 6th ed 45],
Oral Pathology,Developmental Disturbances,48,Delayed eruption of at least part of the dentition is a recognized feature of all of the following except,Rickets,Congenital hyperthyroidism,Cleidocranial dysplasia,Cherubism,B,"[B] [Shafer 7th ed 60/ 6th ed 59]
Delayed eruption is seen in conditions like:
<ul><li>Rickets</li><li>Down syndrome</li><li>Hypopituitarism</li><li>Cleidocranial dysplasia</li><li>Achondroplasia</li><li>Cretinism (Congenital Hypothyroidism)</li><li>Fibromatosis gingiva</li><li>Cherubism</li></ul>
<b>Local conditions</b>
<ul><li>Fibromatosis gingivae</li><li>Premature exfoliation of primary teeth</li><li>Thickened gingiva</li></ul>",
Oral Pathology,Developmental Disturbances,49,"Geographic tongue, all are true except",Lesions may be Bilaterally symmetrical on tongue,No treatment is required,Is a Precancerous condition,May be related to emotional stress,C,[C] [Shafer 7th ed 30/ 6th ed 31],
Oral Pathology,Developmental Disturbances,50,Which of the following dental sequel is likely in child with a history of generalized growth failure (failure to thrive) in the first 6 months of life,Retrusive maxilla,Enamel hypoplasia,Retrusive Mandible,Dentinogenesis imperfecta,B,[B] [Shafer 7th ed 69],
Oral Pathology,Developmental Disturbances,51,"A 4-year-old child has a normal complement of primary teeth, but they are gray and exhibit extensive occlusal and incisal wear. Radiographic examination indicates extensive deposits of secondary dentin in these teeth. Most likely this condition is",Neonatal hypoplasia,Amelogenesis imperfecta,Cleidocranial dysplasia,Dentinogenesis imperfecta,D,[D] [Shafer 7th ed 55/ 6th ed 54],
Oral Pathology,Developmental Disturbances,52,Laugier-Hunziker syndrome is associated with,Idiopathic macular oral hyperpigmentation,Multiple impacted supernumerary teeth,Ankyloglossia,Hemifacial atrophy,A,"[A] [Burket 11th ed 121]
Laugier Hunziker pigmentation is an acquired, idiopathic, macular hyperpigmentation of the oral mucosal tissues, especially lips, buccal mucosa, along with esophageal, genital, and conjunctival surfaces. They may also have nail involvement in the form of longitudinal melange streaks without any evidence of dystrophic change. No systemic abnormalities had been identified. The patients present with multiple, discrete, brown or dark brown macules, no more than 5mm in diameter and this condition is a diagnosed by exclusion.",
Oral Pathology,Developmental Disturbances,53,Median rhomboid glossitis is associated with,Oral cancer,Fungal infection,Leukoplakia,Burning sensation of tongue,B,"[B] [Shafer 7th ed 30/ 6th ed 29]
Median rhomboid glossitis or posterior midline atrophic candidiasis shows male predilection in 3:1 ratio. In some cases, a midline soft palate erythema may be found in the area of routine contact with the underlying tongue involvement and this is commonly referred as kissing lesion.
(Note:- Kissing disease is other name for infectious mononucleosis)
<table><tr><th>“Kissing lesion” is representative of</th><th></th></tr>
<tr><td>Option A</td><td>Candidiasis</td></tr>
<tr><td>Option B</td><td>Cytomegalovirus infection</td></tr>
<tr><td>Option C</td><td>Histoplasmosis</td></tr>
<tr><td>Option D</td><td>Infectious mononucleosis</td></tr>
</table>",
Oral Pathology,Developmental Disturbances,54,Most commonly submerged tooth is,Mand. primary 1st molar,Mand. primary 2nd molar,Maxi. primary 1st molar,Maxi. primary 2nd molar,B,"[B] [Shafer 7th ed 63/ 6th ed 62]
Submerged teeth are deciduous teeth that are ankylosed and prevent subsequent replacement by permanent teeth. The affected teeth lack mobility and upon percussion show a characteristic solid sound in contrast to dull cushioned sound of a normal tooth. X-Ray shows partial or complete absence of periodontal ligament space.",
Oral Pathology,Developmental Disturbances,55,Epstein pearls are cysts that arise from,Squamous tissue of the mucosa,Connective tissue of the mucosa,Rests of malassez,Dental lamina,D,"[D] [Shafer 7th ed 67/ 6th ed 66]
<table><tr><th>Lesion</th><th>Details</th></tr>
<tr><td>Bohn’s nodules</td><td>• Derived from epithelial remnants of developing palatal salivary glands.<br>• Usually scattered over the hard palate and tend to be most numerous along the junction of hard and soft palate.</td></tr>
<tr><td>Epstein’s pearls</td><td>Usually present along the median raphae of hard palate and appeared to be derived from entrapped epithelial remnants along the line of fusion (AIPG-14).</td></tr>
<tr><td>Dental lamina cysts of new born</td><td>Found on alveolar ridges and cysts of new born are derived from remnants of dental lamina.</td></tr>
</table>",
Oral Pathology,Developmental Disturbances,56,A dens in dente is usually caused by,An abnormal proliferation of pulp tissue,Denticle formation within the pulp tissue,A deep invagination of the enamel organ during formation,A supernumerary tooth bud enclaved within a normal tooth.,C,"[C] [Shafer 7th ed 42/ 6th ed 41]
Permanent maxillary lateral incisors are most frequently involved.",
Oral Pathology,Developmental Disturbances,57,In children the most frequently missing permanent teeth are,First premolars,Second premolars,Max. lateral incisors,Mandibular lateral incisors,C,"[A] [Shafer 7th ed 47/ 6th ed 46]
Anomalies affecting permanent maxillary incisor:
• Dens-in-dente
• Localized microdontia (peg lateral)
• Talon cusp
• Most commonly missing permanent tooth after third molars (maxillary lateral incisor is the most commonly missing deciduous tooth)
• May be affected by Turner’s Hypoplasia & Regional Odontodysplasia.",
Oral Pathology,Developmental Disturbances,58,Hutchinson’s incisors are present in,Congenital syphilis,Tertiary syphilis,Secondary syphilis,Acquired syphilis,A,"[A] [Shafer 7th ed 52/ 6th ed 51]
The incisors are screw driver shaped. The mesial and distal surfaces of crown are tapered and the incisal edge is usually notched. In congenital syphilis the molars are irregular and the occlusal one third of tooth is arranged in an agglomerate mass of globules. The molars are called Mulberry molars or Moon’s molars or Fournier’s molars.",
Oral Pathology,Developmental Disturbances,59,A 15-year-old boy shows an inverted pear shaped radiolucency between maxillary lateral incisor and cuspid teeth. The teeth are normal in all aspects. The most likely diagnosis is,Globulomaxillary cyst,Nasopalatine cyst,Aneurysmal cyst,Dentigerous cyst,A,[A] [Shafer 7th ed 64/ 6th ed 65],
Oral Pathology,Developmental Disturbances,60,Odontodysplasia is most common in,Mandibular premolar,Mandibular canine,Mandibular third molar,Maxillary central incisor,D,[D] [Shafer 7th ed 58/ 6th ed 57],
Oral Pathology,Developmental Disturbances,61,Epstein pearls are,Gingival cyst of newborn,Gingival cyst of adult,Enamel pearls,Epithelial rests,A,[A] [Shafer 7th ed 67/ 6th ed 66],
Oral Pathology,Developmental Disturbances,62,Which of the following is not hereditary,Amelogenesis imperfecta,Cleidocranial dysostosis,Regional odontodysplasia,Dentinogenesis imperfecta,C,"[C] [Shafer 7th ed 58/ 6th ed 57]
The etiology of odontodysplasia may be due to latent virus residing in odontogenic epithelium or due to local vascular defect. Recently it has been suggested that odontodysplasia may represent a somatic mutation.",
Oral Pathology,Developmental Disturbances,63,The 2nd common most supernumerary teeth is,Mesiodens,Distal to 3rd molar in maxilla,Distal to mand. 3rd molar,Para molars,B,[B] [Shafer 6th ed 44],
Oral Pathology,Developmental Disturbances,64,Turner’s hypoplasia most commonly affects,Deciduous maxillary anteriors,Deciduous mandibular anteriors,Permanent maxillary anteriors,Permanent mandibular anteriors,C,"[C] [Shafer 7th ed 52/ 6th ed 52]
Turner’s hypoplasia involves most commonly one of the permanent maxillary incisor or a maxillary or mandibular premolar.",
Oral Pathology,Developmental Disturbances,65,Shell teeth are more common in this variant of dentinogenesis imperfecta,Type I,Type II,Type III,Type III and I,C,"[C] [Shafer 7th ed 56/ 6th ed 55]
According to Shafer 4th edition (shields classification) correct answer is type III (option ‘B’). But according to Shafer 5th edition (revised shields classification) shell teeth are seen in type II (option ‘C’).
For further information please refer both editions.",
Oral Pathology,Developmental Disturbances,66,Complete obliteration of pulp is seen in all except,Type I dentinogenesis imperfecta,Type II dentinogenesis imperfecta,Type III dentinogenesis imperfecta,Dentin dysplasia,B,"[B] [Shafer 7th ed 56/ 6th ed 55]
Refer Q. No 65",
