"Subject","Chapter","Question No","Question","Option A","Option B","Option C","Option D","Correct Answer","Explanation","Image Reference"
"Operative Dentistry","1. Principles of Cavity Preparation","11","Infected dentine shows","Both organic and inorganic components in reversible form","Both organic and inorganic components in irreversible form","Organic components in irreversible form and inorganic components in reversible form","Inorganic component in reversible form and organic component in irreversible form","B","'B' [Sturdevant 5th SA ed 47/ 5th ed 291]
Infected dentin has bacteria and collagen that is irreversibly denatured. It is not remineralizable and must be removed. Affected dentin has no bacteria, the collagen is reversibly denatured and remineralizable. It is dark brown in colour, hard in texture and should not be excavated.

1% acid red solution in 0.2% propylene glycol discloses infected dentin.",""
"Operative Dentistry","1. Principles of Cavity Preparation","12","Deepening the pulpal floor during cavity preparation provides for","Outline form","Retention form","convenience form","Resistance form","D","'D' [Sturdevant 5th SA ed 169/ 5th ed 306]
Resistance form is obtained by:
• Relatively flat pulpal and gingival floors.
• Box shape.
• Inclusion of weakened tooth structure.
• Rounded internal line angles.
• Adequate thickness of restorative material.
• Reduction of cusps for capping when indicated.

Deepening of pulpal floor increases the resistance form by increasing the bulk of restoration.",""
"Operative Dentistry","1. Principles of Cavity Preparation","13","In which type of lesion 'eburnation' of the dentine is seen?","Acute caries","Chronic caries","Arrested caries","Root Caries","C","'C' [Sturdevant 5th SA ed 40/ 5th ed 290]
An arrested, dentinal lesion is typically open, hard and dark. This dentin is termed as sclerotic or eburnated dentin.",""
"Operative Dentistry","1. Principles of Cavity Preparation","14","In case of a deep carious lesion incomplete debridement is done to:","Allow secondary dentin formation first","To seal the cavity and create aseptic field","Prevent pulp exposure and allow a thin layer of a dentin to remain","Avoid microleakage","C","'C' [Shobha Tandon 1st ed 335]",""
"Operative Dentistry","1. Principles of Cavity Preparation","15","Beveling of the pulpoaxial line angle of a class II cavity is done to:","Increase the strength of the restoration","Improved marginal adaptation","To prevent the fracture of enamel","To prevent the fracture of amalgam","B","'B' [Sturdevant 5th SA ed 364/ 5th ed 721]
Beveling (or) rounding of pulpoaxial (external) line angle increases the resistance to fracture of the restoration by increasing the bulk of the restoration and by preventing stress concentration created by the sharp line angle. Bevelling is done by the gingival marginal trimmer.

Rounding of internal line angles increases the resistance form of the tooth to fracture.",""
"Operative Dentistry","1. Principles of Cavity Preparation","16","Restoration of a cusp using dental amalgam requires that:","Only all the enamel be removed to provide bulk","Only the enamel be removed to conserve tooth structure","At least 2 mm of cusp be removed to provide retention form","At least 2mm of cusp be removed to provide resistance form","D","'D' [Sturdevant 5th ed 301, 869]",""
"Operative Dentistry","1. Principles of Cavity Preparation","17","What is common in class I cavity preparation for amalgam and gold inlay?","Buccolingually divergent walls","Mesiodistally divergent walls","Maximum depth is needed in both cases to provide sufficient thickness","All of the above","B","'B' [AIIMS-91]",""
"Operative Dentistry","1. Principles of Cavity Preparation","18","In class 2 inlay preparation, How should the pulpal floor be placed in comparison with pulpal floor in amalgam class 2 preparation?","Deeper","Pulpal floor for amalgam should be placed deeper in dentin","Same as Amalgam","None of the above","B","'B' [Sturdevant 5th SA ed 169/Sturdevant 5th ed 305]
Amalgam requires a minimum occlusal thickness of 1.5 mm for adequate strength. So, the pulpal floor depth should not be less than 1.5 mm. Cast metal requires less thickness to resist fracture. Minimum of 1 mm pulpal depth is required. Ceramics require at least 2 mm pulpal depth.",""
"Operative Dentistry","1. Principles of Cavity Preparation","19","Class IV cavity:","Occurs on the proximal surface not involving the incisal edge of anterior teeth","Occurs on proximal surface involving the incisal edge of anterior teeth","Occurs on proximal surface involving the incisal edge of posterior teeth","Involves the buccal surface of Anterior and posterior teeth","B","'B' [AIIMS-2011]",""
"Operative Dentistry","1. Principles of Cavity Preparation","20","The retention for class 5 restoration are placed:","In mesial and distal areas","Occlusal and gingival area","In all except the axial wall","At expense of axial wall","B","'B' [AIPG-90]",""
"Operative Dentistry","1. Principles of Cavity Preparation","21","Extension for prevention is directly related to:","Removal of unsupported enamel on proximal surface of Class III cavity","Depth of the axial wall of a class III cavity preparation","Elimination of all carious dentin beyond average depth of pulpal wall","The outline form of the cavity preparation","A","'A' [AIPG-02]",""
"Operative Dentistry","1. Principles of Cavity Preparation","22","While preparing a Class II cavity on a maxillary first molar which of the pulp horns are likely to get exposed:","Mesiolingual and mesiobuccal","Distolingual and distobuccal","Mesiolingual and distobuccal","Distolingual and mesiobuccal","A","'A' [PGI-2K,AIIMS-92]",""
"Operative Dentistry","1. Principles of Cavity Preparation","23","In a class 1 cavity prepared for silver amalgam is extended to half the distance between the contact area and the fissures and the cusp tip, the direction of the buccal and lingual walls is:","Diverging","Converging","Parallel","Independent","B","'B' [AIPG-99]",""
"Operative Dentistry","1. Principles of Cavity Preparation","24","The reason for sealing caries during cavity preparation is:","To eliminate the need for eventual direct pulp capping","Produce an aseptic filed when pulp exposure is inevitable","To allow the formation of secondary dentin before excavation","To produce a hard surface as a foundation for subsequent restoration","D","'D' [AIPG-2K,01]",""
"Operative Dentistry","1. Principles of Cavity Preparation","25","In a cavity preparation in which the remaining thickness of dentin is more than 1.5mm, the ideal base is:","Ca(OH)₂","Zinc Phosphate","Silicophosphate","Glass Ionomer","B","'B' [PGI-99]",""
"Operative Dentistry","1. Principles of Cavity Preparation","26","The function of proximal grooves in a class II cavity is:","Resistance form","Retention form","Increases strength","Resistance and retention form","D","'D' [PGI-99]",""
"Operative Dentistry","1. Principles of Cavity Preparation","27","An incipient carious lesion on an inter proximal surface is usually located","At the contact area","Facial to contact area","Gingival to contact area","Lingual to contact area","A","'A' [AP-97, PGI-03]",""
"Operative Dentistry","1. Principles of Cavity Preparation","28","In an ideal restoration, gingival margin should be:","Below contact point but 1mm occlusal to gingival crest","Below contact point at level of gingival crest","Below gingival crest","At contact point","A","'A' [PGI-95]",""
"Operative Dentistry","1. Principles of Cavity Preparation","29","Gingival extension for a restoration should be:","At the gingival crest","At least 1mm above the alveolar crest","At least 3mm above the alveolar crest","Should not have any relation with alveolar crest height","A","'A' [AIPG-02]",""
"Operative Dentistry","1. Principles of Cavity Preparation","30","Resistance form of cavity preparation is:","flat pulp floor","enough depth of the cavity","Restricted size of the external walls","all of the above","D","'D' [AP-01]",""
"Operative Dentistry","1. Principles of Cavity Preparation","31","During M.O.D. preparation one of the cusps is under mined, indicated treatment is","Reduction of cusp and include in the preparation for onlay","Reduction of all the cusps and crown is indicated","Strengthened by use of Amalgam core","Cusp is beveled and the patient is advised not to exert force on the cusp","A","'A' [AP-98]",""
"Operative Dentistry","1. Principles of Cavity Preparation","32","Resistance form is that shape of cavity which:","Prevents displacement of restoration","permits the restoration to withstand occlusal forces","Allows adequate instrumentation","Allows the restoration to withstand occlusal forces and prevent displacement","B","'B' [PGI-99]",""
"Operative Dentistry","1. Principles of Cavity Preparation","33","A dental floss is applied to the distal bow of a clamp, its function is:","To facilitate the removal of the clamp","To prevent aspiration of clamp","To anchor the dam as cervically as possible","To stabilize the clamp","B","'B' [AIPG-94]",""
"Operative Dentistry","1. Principles of Cavity Preparation","34","Which of the following is commonly recommended procedure for debridement","Citric acid","Hydrogen peroxide-10%","Air and water spray","Hydrochloric acid","C","'C' [AP-98]",""
"Operative Dentistry","1. Principles of Cavity Preparation","35","The axiopulpal depth of the proximal box in class II cavity is:","0.2 to 0.8mm","0.5 to 1mm","1 to 2mm","2 to 3 mm","B","'B' [AP-99]",""
"Operative Dentistry","1. Principles of Cavity Preparation","36","Purpose of cavity preparation is","To receive restorating material","To cleanse the caries","To remove bacteria","None","C","'C' [PGI-02]",""
"Operative Dentistry","1. Principles of Cavity Preparation","37","Intercuspal width ideally for class II amalgam cavity should be:","1/2","1/7","1/3","1/5","B","'B' [AI-99]",""
"Operative Dentistry","1. Principles of Cavity Preparation","38","When removing a rubber dam. The first step is to:","Remove the clamp","Release the holder","Apply a water soluble lubricant","Cut the interseptal rubber with scissors","D","'D' [AIPG-91, AP-04]",""
"Operative Dentistry","1. Principles of Cavity Preparation","39","To avoid pulpal irritation below a resistant metallic restoration, the minimum dentin thickness which should remain is:","0.5mm","1.5mm","1.0mm","2.0mm","B","'B' [PGI-99]",""
"Operative Dentistry","1. Principles of Cavity Preparation","40","According to Black's classification caries on lingual pits of maxillary central incisors are:","Class I","Class II","Class III","Class IV","A","'A' [AIPG-94]",""
"Operative Dentistry","1. Principles of Cavity Preparation","41","In a class II cavity in an incisor the retentive points are placed:","At the DEJ","In the dentin","In the axial wall","Never on labial or lingual walls","B","'B' [AIPG-91]",""
"Operative Dentistry","1. Principles of Cavity Preparation","42","Inappropriate margins in restorations are corrected primarily because","They retain food debris","Inhibit proper plaque removal","Disturb occlusion","Create Sensitivity","B","'B' [AIPG-97]",""
"Operative Dentistry","1. Principles of Cavity Preparation","43","For gold inlays gingival margin finish line should be","Shoulder preparation","Chamfer preparation","Bevel","Knife edge","C","'C' [COMEDK-15]",""
"Operative Dentistry","1. Principles of Cavity Preparation","44","'Saucering' out of small pits to improve self cleansing property is called","Saucerisation","Enameloplasty","Odontotomy","None of the above","B","'B' [AP-01]",""
"Operative Dentistry","1. Principles of Cavity Preparation","45","Mesial and distal wall of class V cavity depends on:","Direction of enamel rods","Presence of carious lesion","Contour of gingiva","Location of contact area","C","'C' [AIPG-26, AIIMS MAY- 2012]",""
"Operative Dentistry","1. Principles of Cavity Preparation","46","The base of class III preparation is","Axial wall","Gingival wall","Facial wall","Lingual wall","A","'A' [KAR-98]",""
"Operative Dentistry","1. Principles of Cavity Preparation","47","While preparing occlusal cavity for amalgam in mandibular first premolar, the bur","Is kept absolutely vertical","Is tilted slightly buccally","Is tilted slightly lingually","Can be kept in any direction","C","'C' [UPPSC-01]",""
"Operative Dentistry","1. Principles of Cavity Preparation","48","Which of the following is not a consideration for obtaining a resistance form during cavity preparation?","Stress patterns of teeth","Direction of enamel rods","Designing outline form with minimal extension","Dovetail preparation of restoration to occlusal loading","D","'D' [UPPSC-01]",""
"Operative Dentistry","1. Principles of Cavity Preparation","49","Gingivally the depth of a class V cavity is","0.5 – 1 mm","0.75 – 1mm","1-1.25mm","2-3mm","A","'A' [KAR-98]",""
"Operative Dentistry","1. Principles of Cavity Preparation","50","For cast restorations the cavity wall should have a taper of","30-45","5-10","2-5","none of the above","B","'B' [KAR-98]",""
"Operative Dentistry","1. Principles of Cavity Preparation","51","In modified class III cavity restoration retention is obtained mainly by","Acid etching","Retentive groove/slot","Retentive point","Retentive pin","B","'B' [KAR-98]",""
"Operative Dentistry","1. Principles of Cavity Preparation","52","During cavity preparation, more incidence of exposure is in","Class V cavity in first premolar","Class II mesio occlusal cavity","Class II disto occlusal cavity","Class IV cavity","A","'A' [TNPSC-99]",""
"Operative Dentistry","1. Principles of Cavity Preparation","53","Transverse section of Class V through the axial wall is","Convex","Concave","Kidney shaped","Straight","B","'B' [PGI-95]",""
"Operative Dentistry","1. Principles of Cavity Preparation","54","The cavosurface angle for Inlay cavity preparation is","90 degree","150 degree","Less than 90 degree","180 degree","B","'B' [COMED-54]",""
"Operative Dentistry","1. Principles of Cavity Preparation","55","Caries detection dye can stain the following except","Granular necrotic tissue","Dry, leathery dentin","Reversibly denatured collagen","Irreversibly denatured collagen","D","'D' [COMED-54]",""
"Operative Dentistry","1. Principles of Cavity Preparation","56","The modified class III preparation uses a dovetail on the lingual side in","Maxillary canine","Mandibular canine","Mandibular central incisor","Mandibular lateral incisor","C","'C' [AI-05]",""
"Operative Dentistry","1. Principles of Cavity Preparation","57","Preparation of class I cavities for dental amalgam, direct filling gold or gold in lays have in common","Occlusally diverging facial and lingual walls","Occlusally diverging mesial and distal","Occlusally converging facial and lingual walls","Occlusally converging mesial and distal walls","C","'C' [COMED-06]",""
"Operative Dentistry","1. Principles of Cavity Preparation","58","Which of the following prevents fracture of MO amalgam:","Beveling of axiopulpal line angle","Occlusal dovetails","Pin retained amalgam","Removal of unsupported enamel rods","A","'A' [AIIMS-2011]",""
"Operative Dentistry","1. Principles of Cavity Preparation","59","The non-active carious lesion is distinguished by all except:","Covered by a layer of plaque","Soft and leathery in consistency","Brown or black discolouration","Severe pain during caries removal","D","'D' [AIPG-07]",""
"Operative Dentistry","1. Principles of Cavity Preparation","60","In a class III cavity in an incisor tooth the retentive points are placed:","At the expense of facial and lingual walls and not in dentin","Entirely in dentin","In axial wall","By placing a groove in the lingual surfaces","D","'D' [AIPG-07]",""
"Operative Dentistry","1. Principles of Cavity Preparation","61","All enamel walls of a cavity preparation must consist of full length enamel rods on","Affected enamel","Affected dentin","Sound enamel","Sound dentin","C","'C' [BHU-2012]",""
"Operative Dentistry","1. Principles of Cavity Preparation","62","In air-abrasive technology the abrasive particles used are","Iron oxide","Tin oxide","Aluminium oxide","Silicon oxide","C","'C' [KCET-07]",""
"Operative Dentistry","1. Principles of Cavity Preparation","63","In an early carious lesion, the first structure to show evidence of destruction is the","Enamel prism","Cuticle","Interprismatic substance","Lamellae","A","'A' [BHU-07]",""
"Operative Dentistry","1. Principles of Cavity Preparation","64","Which of the following principles of the cavity preparation is not considered much in modern methods of restorative Dentistry?","Extension for prevention","Convenient form","Removal of the undermined enamel","Removal of the carious dentine","A","'A' [KCET-08]",""
"Operative Dentistry","1. Principles of Cavity Preparation","65","The wall absent in class V lesion","Axial wall","Mesial","Distal","Pulpal wall","D","'D' [BHU-07]",""
"Operative Dentistry","1. Principles of Cavity Preparation","66","It is essential to lubricate dam before applying it. Which of these is NOT a suitable lubricant?","Shaving cream","Liquid soap","Scrub gel","Vaseline","C","'C' [AIPG-09]",""
"Operative Dentistry","1. Principles of Cavity Preparation","67","Which is the WRONG way to apply dam using a wingless clamp?","Put the clamp on the tooth","Place the dam on the tooth with fingers, and then position the clamp over it.","Attach the dam over the clamp and frame outside the mouth, then put the assembly over the tooth using clamp holders OVER the dam.","Attach the dam over the clamp and frame outside the mouth, and then put the assembly over the tooth using clamp holders UNDER the dam.","C","'C' [AIPG-09]",""
"Operative Dentistry","1. Principles of Cavity Preparation","68","When composites are given, exposed dentin should be covered with","Varnish","Calcium hydroxide","Phosphoric acid","ZnO eugenol cements","B","'B' [AP-09]",""
"Operative Dentistry","1. Principles of Cavity Preparation","69","Dental Pulp under any restoration is best protected by","Cavity liner","Cavity base","2 mm thick dentin","All of the above","C","'C' [UPSC-09]",""
"Operative Dentistry","1. Principles of Cavity Preparation","70","Which one of the following provides most conservative approach while restoring the tooth?","Cast gold","Dental amalgam","Glass ionomer cement","Composite resin","B","'B' [UPSC-09]",""
"Operative Dentistry","1. Principles of Cavity Preparation","71","In cavity preparation, line angle is","Union of three surfaces","Union of four surfaces","The junction of two plane surfaces of different orientation along a line","Internal boundary of a cavity","C","'C' [KCET-09]",""
"Operative Dentistry","1. Principles of Cavity Preparation","72","The tip diameter of a 245 bur used for conventional amalgam preparation is -","2 mm","0.8 mm","0.3 mm","0.4 mm","B","'B' [COMEDK-09]",""
"Operative Dentistry","1. Principles of Cavity Preparation","73","The total number of point angles present for Class II amalgam restorations is -","4","6","8","11","C","'C' [KCET-09]",""
"Operative Dentistry","1. Principles of Cavity Preparation","74","Whenever the caries cone in enamel is larger or at least the same size as that in dentin, it is called as","Residual caries","Recurrent caries","Forward caries","Backward caries","C","'C' [KCET-2011]",""
"Operative Dentistry","1. Principles of Cavity Preparation","75","What is the major difference between a class V cavity preparation for amalgam and one for composite resin by the acid-etch technique?","Depth","Convenience form","Position of retentive points","Angulation of enamel cavosurface margins","D","'D' [AIPG-2011]",""
"Operative Dentistry","1. Principles of Cavity Preparation","76","Cervical restorations fail mostly due to","Inadequate moisture control","Marginal gingivitis","Cuspal flexure","All of the above","D","'D' [KAR-2013]",""
"Operative Dentistry","1. Principles of Cavity Preparation","77","Proximal walls in a class I tooth preparation for amalgam should","Converge occlusally","Diverge occlusally","Remain straight","Rounded","B","'B' [KAR-2013]",""
"Operative Dentistry","1. Principles of Cavity Preparation","78","The configuration factor ['C' factor] for an occlusal class I cavity is","2","3","4","5","A","'A' [MCET-14]",""
"Operative Dentistry","1. Principles of Cavity Preparation","79","Preventive resin restorations are indicated in ?","Non-cavitated pit and fissures","Deep caries to prevent progress of lesion","Cavitated fissures which require restoration","Wide cavity to prevent cusp fracture","A","'A' [AIPG-14]",""
"Operative Dentistry","1. Principles of Cavity Preparation","80","In diagnosing the carious lesions, the tooth surface is examined visually and tactilely. Which of the following is NOT considered as visual examination?","Cavitations","Surface roughness","Opacification","Softness of the tooth surface","D","'D' [COMEDK-15]",""
"Operative Dentistry","1. Principles of Cavity Preparation","81","Intracoronal restoration resists displacement mainly by","Veneer retention","Wedge retention","All answers are wrong","Sleeve retention","B","'B' [APPG-2016]",""
"Operative Dentistry","1. Principles of Cavity Preparation","82","Ideal pulpal depth for amalgam restoration in a primary molar is","0.5 mm from DEJ","1 mm from enamel surface","1.5 mm from DEJ","3.2 mm from enamel surface","A","'A' [KERALA-2016]",""
"Operative Dentistry","1. Principles of Cavity Preparation","83","Which of the following are/is acceptable types of tooth preparations to receive composite resins as restorative materials?","Conventional and bevelled conventional","Modified preparation where only the defect is removed","Box only or slot preparations","All of the above","D","'D' [MH PG CET- 2016]",""
"Operative Dentistry","2. Dental Cements","1","The preferred agent for base formation below restorative resin is:","Calcium hydroxide","Cavity varnish","Zinc oxide-eugenol cement","None of the above","A","'A' [Sturdevant 5th SA ed 411,412/ Sturdevant 5th ed 311, 312]
Calcium hydroxide, self cured or light cured GIC and certain resin cements are the preferred agents of pulp protection below composites. Varnishes and zinc oxide eugenol cements interfere with polymerization of composites.

| Materials SHOULD NOT be used as liner or base under composite restorations |
|---|
| a) Resin Modified Glass Ionomers |
| b) Flowable composite |
| c) Zinc Oxide Eugenol | d) Compomer |",""
"Operative Dentistry","2. Dental Cements","2","Dentin Protection during cavity restoration is most important when the 'remaining dentin thickness' is:","1 – 2mm","1.5 mm","0.5 – 1mm","0.5 mm","B","'D' [Sturdevant 5th SA ed 410,412/ 5th ed 311]
The need for specific liners and bases are linked to the amount of remaining dentin thickness (RDT).

| Cavity depth | Recommendation |
|---|---|
| Shallow cavities, with RDT 1.5 – 2mm or more | No base, no liner. Varnish or dentin bonding agent is indicated. |
| Moderately deep cavities with RDT (1 – 1.5mm) | ZOE liner except under composite restorations. |
| Deep cavities with RDT (0.5 – 1mm) | Calcium hydroxide liner |",""
"Operative Dentistry","2. Dental Cements","3","Cavity varnish is indicated under amalgam restorations to:","Prevent galvanic currents from reaching the pulp","Improve the marginal seal of the restorations","Seal the dentinal tubules completely","Act as an effective thermal insulator","D","'B' [Sturdevant 5th SA ed 412/ 5th ed 311]
Application of cavity varnish to the prepared walls of amalgam:
• Improve the marginal seal of the restoration.
• Prevents microleakage.
• Prevents discoloration by preventing the diffusion of silver ions into the dentin.
• Reduces post operative sensitivity by reducing the infiltration of fluids at the margins.

Varnish applied to the dentinal surfaces of cast gold restoration reduces pulpal irritation from leuting cement.",""
"Operative Dentistry","2. Dental Cements","4","Calcium hydroxide is preferred to ZOE fillings below a composite resin restoration as:","Calcium hydroxide forms a calcific bridge","Eugenol irritates the inflamed pulp","Eugenol interferes with the setting of composite resins","None of the above","C","'C' [MAN-99]",""
"Operative Dentistry","2. Dental Cements","5","When using the acid etch technique to restore a Class IV fracture, exposed dentin should first be covered with:","Cavity varnish","Phosphoric acid","A calcium hydroxide liner","Zinc oxide-eugenol cement","C","'C' [AIPG-03]",""
"Operative Dentistry","2. Dental Cements","6","Which of the following bases are contra indicated under a composite resin restoration:","Calcium hydroxide","Eugenol base","Zinc phosphate cement","None of the above","B","'B' [KAR-2K]",""
"Operative Dentistry","2. Dental Cements","7","Cements in dentistry can be used as:","Liners","Bases","RC fillers","All of the above","D","'D' [AP-01]",""
"Operative Dentistry","2. Dental Cements","8","Cavity varnish is used for:","To reduce thermal conductivity","To reduce the permeability of acid into dentinal tubules","Action as an obtundant","All of the above","D","'D' [AIIMS-99]",""
"Operative Dentistry","2. Dental Cements","9","Amount of gap required for cement in restoration is:","10-25 microns","2 microns","50-100 microns","No gap required","A","'A' [Marzouk 1st ed 363]
The main objective of die spacing is to create gap for the final casting – cementing medium. The commonly used die spacers are insoluble paints applied in a thickness of 25m. This creates space for a cement with thickness of 25m.",""
"Operative Dentistry","2. Dental Cements","10","Copal varnish is:","ZnO resin","Ca(OH)₂","ZnO glycerin","All of the above","A","'A' [Sturdevant 5th SA ed 407/ 5th ed 176]
Varnish is a natural gum such as copal rosin or synthetic resin dissolved in organic solvent such as alcohol, acetone or ether. As it is applied as thin films. Varnish neither possess mechanical strength nor provide thermal insulation.",""
"Operative Dentistry","2. Dental Cements","11","Amalgam often tends to discolor the teeth. This can be inhibited by using:","A zinc free alloy","An alloy containing zinc","Calcium hydroxide on the pulpal floor","Cavity varnish on all cut surfaces","D","'D' [KAR-01]",""
"Operative Dentistry","2. Dental Cements","12","Fluoride rich materials include?","Silicate cement","Glass ionomer cement","Polycarboxylate cement","All of the above","D","'D' [MAN -97]",""
"Operative Dentistry","2. Dental Cements","13","Glass ionomer cements are composed of","Alumino silicate powder and phosphoric acid","Alumino silicate powder and polyacrylate liquid","Zinc oxide powder and phosphoric acid","Zinc oxide powder and polyacrylate liquid","B","'B' [MAN -95]",""
"Operative Dentistry","2. Dental Cements","14","Which one of the following dental cement accelerates the formation of reparative dentin?","Eugenol","Calcium hydroxide","Zinc oxide","Silica","B","'B' [MAN -97, KAR -2K]",""
"Operative Dentistry","2. Dental Cements","15","Atraumatic Restorative Treatment (ART) technique utilises","Glass ionomer cement","Composite resin","Silver amalgam","Reinforced zinc oxide eugenol cement","A","'A' [MHCET-15]",""
"Operative Dentistry","2. Dental Cements","16","Increased amount of powder in zinc phosphate cement mixture will cause","Decreased strength","Decreased film thickness","Decreased solubility","Increased setting time","B","'B' [MAN -2K]",""
"Operative Dentistry","2. Dental Cements","17","Which of the following is common to both zinc eugenol cement and polycarboxylate cement?","Polyacrylic acid is liquid","Chemical bond to tooth structure","Chelation","Substitution of eugenol by EBA to increase strength of cement","C","'C' [AIIMS -2K]",""
"Operative Dentistry","2. Dental Cements","18","The addition of which of the following can accelerate the setting time of zinc oxide cement:","Zinc acetate","Barium sulphate","Zinc sulphate","Barium chloride","A","'A' [KAR -2K]",""
"Operative Dentistry","2. Dental Cements","19","Which of the following show chemical bond with enamel:","Composites","Direct filling resins","Polycarboxylate cements","BIS-GMA resins in pit and fissure sealants","C","'C' [AIIMS -01]",""
"Operative Dentistry","2. Dental Cements","20","Which of the following cements is most irritant to pulpal tissues?","Zinc phosphate","Silicate","Glass ionomer","Polycarboxylate","A","'A' [KAR -97]",""
