Subject,Chapter,Question No,Question,Option A,Option B,Option C,Option D,Correct Answer,Explanation,Image Reference
Dental Materials,1. PHYSICAL PROPERTIES,11,Ultimate tensile strength refers to:,Stress before rupture,Stress after rupture,Longitudinal compressive strength,Horizontal compressive strength,A,"'A' [Phillips' 11th ed 85/ 12th ed 57]
Ultimate tensile strength (breaking point) is the stress at the point of fracture.",
Dental Materials,1. PHYSICAL PROPERTIES,12,When solid gets wet completely contact angle is:,90°,0°,0 - 90°,>90°,B,"'B' [Phillips' 11th ed 38/ 12th ed 26]
The contact angle is the angle formed by the adhesive with the adherend at their interface. The less the contact angle, the more the wettability and spreadability.
- If the contact angle is < 90° - the result is rise of liquid.
- If the contact angle is > 90° - the result is depression of liquid.
- The degree of contact angle for proper wetting is 0°
- The contact angle between saliva and acrylic denture base is 75°.
- The contact angle between glass and mercury is 135°.",
Dental Materials,1. PHYSICAL PROPERTIES,13,"Property of the material, which describes the resistance to abrasion, is",Hardness,Yield strength,Modulus of elasticity,None of the above,A,"'A' [Phillips' 11th ed 43,96/ 12th ed 63]
Hardness is resistance to abrasion and indentation. Brinnel and Rockwell are macro hardness tests whereas Knoop and Vickers are micro hardness tests.",
Dental Materials,1. PHYSICAL PROPERTIES,14,Modulus of elasticity means,Rigidity or stiffness of the material,Ability to be stretched with permanent deformation,Ductility of a material,Malleability of the metal,A,'A' [Phillips' 11th ed 80/ 12th ed 55],
Dental Materials,1. PHYSICAL PROPERTIES,15,"A material behaves in certain ways above and below the proportional limit on a stress strain curve, which of the following is correct:","Above the proportional limit a material function in a plastic manner, while below the proportional limit it behaves as an elastic","Above the proportional limit a material functions in an elastic manner, while below the proportional limit it behaves as an plastic",Either A or B,Neither A or B,A,'A' [Phillips' 11th ed 80/ 12th ed 56],
Dental Materials,1. PHYSICAL PROPERTIES,16,Sublimation is the conversion of a,Solid directly to gas,Gas to liquid and then to solid,Gas directly to liquid,Solid to liquid and then to gas,A,'A' [Phillips' 11th ed 23],
Dental Materials,1. PHYSICAL PROPERTIES,17,Which of the following physical property can be used to estimate indirectly the proportional limit of gold alloys?,Vickers hardness number,Knoop hardness number,Brinell hardness number,Rockwell hardness number,C,'C' [Phillips' 12th ed 64],
Dental Materials,1. PHYSICAL PROPERTIES,18,Ductility of a material is a measure of it's:,Grain elongation,Annealing,Cold working,Work hardening,A,"'A' [Phillips' 11th ed 97/ 12th ed 63]
Ductility is the ability of a metal to be drawn into a wire under tensile load without rupture. Ductility can be measured by percent elongation and cold blend test.

Gold is the most ductile and malleable pure metal, and silver is second. Platinum ranks third in ductility and copper ranks third in malleability.",
Dental Materials,1. PHYSICAL PROPERTIES,19,The ability of an alloy to withstand mechanical stresses without permanent deformation is reflected by its,Resilience,Elastic limit/ Elastic Strain,Hardness,Fatigue resistance,B,'B' [Phillips' 11th ed 87/ 12th ed 57],
Dental Materials,1. PHYSICAL PROPERTIES,20,The stiffness of a dental gold alloy is determined by its:,Proportional limit,Modulus of elasticity,Ultimate tensile strength,Flow,B,'B' [Phillips' 11th ed 81/ 12th ed 53],
Dental Materials,1. PHYSICAL PROPERTIES,21,The ability of the base to resist occlusal forces and to support the restoration is affected by,Compressive strength,Tensile strength,Young's modulus,Modulus of elasticity,A,'A' [Phillips' 11th ed 75/ 12th ed 67],
Dental Materials,1. PHYSICAL PROPERTIES,22,Coefficient of thermal expansion of which of following is most similar to that of tooth?,Gold inlay,Acrylic resin,Silicate cement,Gold foil,C,"'C' [Phillips' 11th ed 55/ 12th ed 40]
<table border='1' cellpadding='4' cellspacing='0'><thead><tr><th>Linear co-efficient of thermal expansion of some materials.</th><th></th></tr></thead><tbody><tr><td>Porcelain</td><td>6.6</td></tr><tr><td>Dentin</td><td>8.3</td></tr><tr><td>Silicate</td><td>10</td></tr><tr><td>Type II GIC</td><td>11</td></tr><tr><td>Enamel</td><td>11.4</td></tr><tr><td>Amalgam</td><td>25</td></tr><tr><td>Denture resins</td><td>81</td></tr><tr><td>Composites</td><td>14-50</td></tr></tbody></table>
Coefficient of thermal expansion of tooth enamel is closest to type II GIC followed by silicates.",
Dental Materials,1. PHYSICAL PROPERTIES,23,Flow of a material refers to:,Continued change of the material under a given load,The consistency of a material when mixing,The homogeneicity of gypsum products,Dimensional change of the material during settings,A,"'A' [Phillips' 11th ed 46/ 12th ed 33]
Flow is the deformation under a small static-load even that associated with its own mass. Flow describes the behaviour of amorphous material such as waxes.",
Dental Materials,1. PHYSICAL PROPERTIES,24,The wetting of an adherent surface by an adhesive is related to:,Surface energy of the adherent,Surface texture of the adherent,Surface tension of the adherent,Nature of the adherent that is crystalline or amorphous,A,"'A' [Phillips' 11th ed 37/ 12th ed 26]
The property of wetting and adhesions are directly related to surface energy of adhesives. Substances with low surface energy like Teflon are often used to prevent the adhesion of films to a surface. Metals, because of their high surface energy, interact vigorously with liquid adhesives.

The surface energy of many restorative materials is higher when compared to that of tooth. So there is greater tendency for the surface and margins of restorations to accumulate debris. This property will explain the relatively high incidence of marginal caries seen around dental restorations",
Dental Materials,1. PHYSICAL PROPERTIES,25,Which of the following properties of dental materials is time dependant,Creep,Resilience,Elastic limit,Ultimate strength,A,'A' [Phillips' 11th ed 46/ 12th ed 33],
Dental Materials,1. PHYSICAL PROPERTIES,26,Which of the following has the highest modulus of elasticity?,Dentin,Enamel,Amalgam,Composite Resin.,B,"'B' [Phillips' 11th ed 82/ 12th ed 54]
The elastic modulus of enamel is about three times greater than that of dentin. But dentin is capable of sustaining significant plastic deformation under compressive loading before it fractures. So the enamel is stiffer and more brittle than dentin whereas dentin is more flexible and tougher.",
Dental Materials,1. PHYSICAL PROPERTIES,27,Which of the following hardness test is a micro hardness test?,Brinnel,Knoop,Shore-A,Rockwell,B,'B' [Phillips' 11th ed 98/ 12th ed 65],
Dental Materials,1. PHYSICAL PROPERTIES,28,"A restorative material which has a high proportional limit, compared with one with a lower proportional limit would have",Greater ductility,Greater toughness,A higher modulus of elasticity,More resistance to permanent deformation,D,"'D' [Phillips' 11th ed 87/ 12th ed 57,62]",
Dental Materials,1. PHYSICAL PROPERTIES,29,A fluid having constant viscosity that does not depend upon the strain rate is said to be,Viscoelastic,Pseudoplastic,Plastic,Newtonian,D,"'D' [Phillips' 11th ed 44/ 12th ed 32]
<table border='1' cellpadding='4' cellspacing='0'><thead><tr><th>Type</th><th>Description</th></tr></thead><tbody><tr><td>Newtonian fluid</td><td>Ideal liquid. Shear stress is proportional to the strain state.</td></tr><tr><td>Dilatant fluid</td><td>Viscosity of the liquid increases with increase of shear stress</td></tr><tr><td>Thixotropic fluid</td><td>Viscosity of the fluid decreases under pressure</td></tr><tr><td>Pseudoplastic fluid</td><td>Viscosity decreases with increase in shear stress until they reach a constant value.</td></tr><tr><td>Visco elastic</td><td>A characteristic of polymers that behave as elastic solids (springs) and as viscous liquids (dashpots)</td></tr></tbody></table>",
Dental Materials,1. PHYSICAL PROPERTIES,30,Liquids which become more rigid as the rate of deformation increases is termed as,Thixotropic,Pseudoplastic,Dilatant,Newton,C,'C' [Phillips' 11th ed 45/ 12th ed 33],
Dental Materials,1. PHYSICAL PROPERTIES,31,Which one of the following is the result of applying a load to a wire below its modulus of elasticity on a load deflection diagram?,Fracture of the wire,Permanent deformation,Spring back,Increase in stiffness,C,"'C' [Phillips' 11th ed 622/ 12th ed 54]
'Spring back' is the amount of elastic strain that a metal can recover when loaded to and unloaded from its yield strength or modulus of elasticity",
Dental Materials,1. PHYSICAL PROPERTIES,32,The flexural strain that occurs when a material is stressed to its proportional limit is:,Resilience,Maximum flexibility,Toughness,Elastic limit,B,"'B' [Phillips' 11th ed 84/ 12th ed 55]
Maximum flexibility is defined as the flexural strain that occurs when the material is stressed to its proportional limit.",
Dental Materials,1. PHYSICAL PROPERTIES,33,KHN of enamel is close to:,Pure gold,Amalgam,Porcelain,Composite,C,"'C' [Check Explanation Below]
Knoop hardness value is independent of the ductility of the tested material. Some KHN values are
<table border='1' cellpadding='4' cellspacing='0'><thead><tr><th>Material</th><th>KHN</th></tr></thead><tbody><tr><td>Enamel</td><td>340</td></tr><tr><td>Amalgam</td><td>90</td></tr><tr><td>Composite</td><td>55</td></tr><tr><td>Pure gold</td><td>75</td></tr><tr><td>Porcelain</td><td>412</td></tr></tbody></table>",
Dental Materials,1. PHYSICAL PROPERTIES,34,Space lattice refers to:,Inter atomic movement,Inter atomic imbalance,Arrangement of atoms,Arrangement of molecules,C,"'C' [Phillips' 11th ed 30/ 12th ed 20]
A space lattice can be defined as any arrangement of atoms in space in which every atom is situated similarly to every other atom. Space lattices may be the result of primary or secondary bonds.

There are 14 possible lattice types but many of the metals used in dentistry belong to the cubic system.",
Dental Materials,1. PHYSICAL PROPERTIES,35,The elastic or plastic deformation to fracture a material is its:,Toughness,Brittleness,Young's Modulus,Proportional limit,A,"'A' [Phillips' 11th ed 74/ 12th ed 62]
""Toughness"" (KAR-2013) is the ability of a material to absorb elastic energy and to deform plastically before fracturing. It is measured as the total area under a plot of tensile stress versus tensile strain.

""Fracture toughness"" is the stress factor at the beginning of rapid crack propagation in a solid containing a crack of known shape and size.",
Dental Materials,1. PHYSICAL PROPERTIES,36,Munsell system is used to:,Define and measure colour qualitatively,Define and measure physical properties of gold alloys,Evaluate brittleness of different alloys,Measures different colours quantitatively,D,"'D' [Manappallil 2nd ed 23]
One of the most commonly used method to define and measure colour quantitatively is the ""MUNSELL SYSTEM"". In this system the parameters of color are represented in 3 dimensions. (COMEDK-08)",
Dental Materials,1. PHYSICAL PROPERTIES,37,The knoop Hardness Number of Microfilled Composite Restorative material ranges from:,50 - 60 KHN,25 - 35 KHN,15 - 20 KHN,40 - 48 KHN,B,'B' [Phillips' 11th ed 419/ 12th ed 284],
Dental Materials,1. PHYSICAL PROPERTIES,38,A crystal in metal substructure is:,Grain,Nucleus,Stroma,None,A,"'A' [Phillips' 11th ed 103/ 12th ed 75]
Grain is a microscopic single crystal in the microstructure of a metallic material. Nucleus is a table cluster of atoms of a new phase that forms within a parent phase, such as during the solidification of a metal.",
Dental Materials,1. PHYSICAL PROPERTIES,39,Etching of dentin does not include:,Removal of smear layer,Exposure of collagen fibres,Opening of dentinal tubules,Increases surface energy,D,'D' [Phillips' 11th ed 383/ 12th ed 261],
Dental Materials,1. PHYSICAL PROPERTIES,40,"When two metals are completely miscible in liquid state and they remain completely mixed on solidification,the alloy formed is called",Solid solution,Eutectic mixture,Peritectic mixture,Inter metallic compounds,A,"'A' [Phillips' 11th ed 121/ 12th ed 79]
The greatest number of alloys that are useful for dental restorations are based on solid solutions.",
Dental Materials,1. PHYSICAL PROPERTIES,41,Non metal which conducts electricity,Graphite,Carbon,Acrylic,Porcelain,A,"'A' [Check Explanation Below]
Graphite and Silicone are two non metals that conduct electricity.",
Dental Materials,1. PHYSICAL PROPERTIES,42,For adhesion to be present between solid and liquid,Liquid should wet solid surface,Mechanical interlocking should be present,Should have high contact angle,None of the above,A,"'A' [Phillips' 11th ed 37/ 12th ed 26]
To produce adhesion, the liquid must flow easily over the entire surface and adhere to the solid. This characteristic is known as wetting. If the liquid does not wet the surface of the adherend, adhesion between the liquid and the adherend will be negligible or non-existent.",
Dental Materials,1. PHYSICAL PROPERTIES,43,The melting point of silver is,1063° Centigrade,960° Centigrade,850° Centigrade,1123° Centigrade,B,"'B' [www.chemicalelements.com/element/ag.html]
The boiling point of silver is 2212 degree centigrade and the melting point is 961.93 degree centigrade.",
Dental Materials,1. PHYSICAL PROPERTIES,44,Brazilian test is used to determine the ultimate tensile strength of,Ductile materials,Flexible materials,Brittle materials,Malleable materials,C,"'C' [Journal of Biomedical Research 2000; 53(6): 769-80]
The two different testing techniques used to determine tensile strength are direct tensile test and diametral compression test.

Brazilian cylinder splitting test is type of diametral compression test and is the widely used test to determine the ultimate tensile strength of brittle materials.",
Dental Materials,1. PHYSICAL PROPERTIES,45,KHN value of Amalgam is,90,343,67,450,A,'A' [Phillips' 11th ed 362 Tab 13-1],
Dental Materials,1. PHYSICAL PROPERTIES,46,"Angles between Adhesive and Adherent is Zero degree, it indicates:",Complete wetting of surfaces,Rough surfaces between Adhesive & Adherent,Adherent and adhesive molecules are tangent to each other,Irregularities present between Adherent surfaces,A,'A' [Phillips' 11th ed 36/ 12th ed 26],
Dental Materials,1. PHYSICAL PROPERTIES,47,Maxwell - Voigt Model is to determine:,Elastic Behavior,Plastic Behavior,Viscoelastic Behavior,All the above,C,"'C' [Phillips' 11th ed 213/ 12th ed 163]
Ideally, the impression material should accurately record oral structures and should be easily removable without distortion from the mouth. The distortion produced during removal should be minimal. Viscoelasticity describes the dependence of an impression material's response to the speed of removal. The simplest modes that demonstrate the visoelastic behaviour is a Maxwell-Voigt model.",
Dental Materials,1. PHYSICAL PROPERTIES,48,A material which partially transmits light & partially scatters it,Reflector,Translucent,Transparent,Opaque,B,"'B' [Check Explanation Below]
<table border='1' cellpadding='4' cellspacing='0'><thead><tr><th>Type</th><th>Description</th></tr></thead><tbody><tr><td>Opaque</td><td>Do not allow transmission of light</td></tr><tr><td>Translucent</td><td>Scatter the transmitted light</td></tr><tr><td>Transparent</td><td>Does not scatter the transmitted light</td></tr></tbody></table>",
Dental Materials,1. PHYSICAL PROPERTIES,49,Materials which has high compressive strength and low tensile strength is classified with property of,Ductility,Brittleness,Malleability,Resilient,B,'B' [Phillips' 11th ed 94/ 12th ed 62],
Dental Materials,1. PHYSICAL PROPERTIES,50,The forces that hold atoms together are called,Primary forces,Secondary forces,Cohesive forces,Ionic forces,C,"'C' [Phillips' 11th ed 23/ 12th ed 18]
The force which binds atoms is the covalent force.",
Dental Materials,1. PHYSICAL PROPERTIES,51,The simplest alloy is a,Solid solution,Eutectic alloy,Peritectic alloy,Ternary alloy,A,"'A' [Phillips' 11th ed 121/ 12th ed 79]
The simplest alloy is a solid solution, in which two metals are located in the same crystal structure such as Face Centered Cubic (FCC), Body Centered Cubic (BCC) and Hexagonal Close Packed (HCP). The structure appears to be entirely homogenous since only one phase is formed during solidification. By far the most number of alloys used for dental restorations are solid solutions. Eutectic alloy is an alloy for which the component metals have limited solid solubility.

Eg: Silver-Copper system (72% silver and 28% copper)",
Dental Materials,1. PHYSICAL PROPERTIES,52,Coefficient of thermal expansion of tooth enamel is closest to,Silicate cement,Composite,GIC,Polycarboxylate,C,"'C' [Phillips' 11th ed 55/ 12th ed 40]
The coefficient of thermal expansion of tooth enamel is 11.4. The coefficient of thermal expansion of GIC Type II it is 11.

Peritectic alloy: In addition to the eutectic system, limited solid solubility of two metals can result peritectic transformation.
Eg: Silver-tin system in amalgam
Silver-platinum in gold casting alloys",
Dental Materials,1. PHYSICAL PROPERTIES,53,In measuring Vickers hardness no. which of the following is used:,Spherical indenter,Steel ball indentation,Rhomboid shaped indenter,136-degree diamond pyramid,D,"'D' [Phillips' 11th ed 98/ 12th ed 64]
For explanation Refer Q. No.8",
Dental Materials,1. PHYSICAL PROPERTIES,54,Deformation that is recovered upon removal of an externally applied force or pressure is known as,Young's modulus,Plastic strain,Elastic strain,Flexural strain,C,"'C' [Phillips' 11th ed 87/ 12th ed 53]
- Elastic strain will disappear after the stress is removed, and the material will return to its original state.
- In plastic strain, the material will not fully recover after the removal of stress. It will occur at stresses above elastic limit.
- Elastic limit is the greatest stress to which a material can be subjected such that it returns to its original dimensions when the force is removed.
- Viscoelastic means combination of elastic and plastic strain, but recovery of only elastic strain occurs as the stress is decreased. The process of recovery occurs over time.",
Dental Materials,1. PHYSICAL PROPERTIES,55,A good adhesive should possess all of the following EXCEPT,High adherend wetting,High contact angle,Low contact angle,High flow,B,"'B' [Phillips' 11th ed 37/ 12th ed 26]
Refer Q. No. 12",
Dental Materials,1. PHYSICAL PROPERTIES,56,Molecule with permanent dipole,Oxygen,Helium,Liquid nitrogen,Water,D,"'D' [Phillips' 12th ed 20]
Primary bonds:
- Also called as chemical bonds and form strong bonds between atoms
- They are result of atoms losing, acquiring or sharing electrons with other atoms to achieve a stable configuration
Eg: Ionic bonds, Covalent bonds & Metallic bonds

Secondary bonds:
- These are weaker bonds
- They do not share electrons. Instead, charge variations among atomic groups of the molecule induce dipole forces that attract adjacent molecules or part of a large molecule.
Eg: Vander waals forces

Vander waals forces:
- They arise from dipole attractions that is +ve is attracted to the -ve and vice-versa.
- In case of polar molecules, the attraction and repulsion between molecules are induced by a permanent dipole movement from asymmetrical electron distribution within a molecule. Eg: Water
- In case of non-polar molecules, a temporary (fluctuating) dipole occurs when the symmetrical distribution of electrons in a molecule becomes asymmetrical temporarily.
Eg: Benzene

Note:
- The electronic structure of an atom is relatively stable if it has 8 electrons in its outer valence shell. Eg: noble gases except helium.
- Helium has only 2 electrons, still it is stable.",
Dental Materials,1. PHYSICAL PROPERTIES,57,Amount of heat that is required to change boiling water into vapor is referred to as,Latent Heat of vaporization,Latent Heat of sublimation,Latent Heat of condensation,Latent heat of fusion,A,"'A' [Phillips' 12th ed 18]
<table border='1' cellpadding='4' cellspacing='0'><thead><tr><th>Term</th><th>Description</th></tr></thead><tbody><tr><td>Heat of vaporization</td><td>When water boils, energy is needed to transform liquid to vapour. This energy is called heat of vaporization</td></tr><tr><td>Latent heat of fusion</td><td>Change from solid to liquid require additional energy called latent heat of fusion</td></tr><tr><td>Sublimation</td><td>Solids change directly to vapour. Eg: dry ice</td></tr></tbody></table>

Energy require to liquefy a solid is known as (APPG-2016)
a) Latent heat of fusion (correct answer)
b) Sublimation
c) Vaporisation
d) Condensation",
Dental Materials,1. PHYSICAL PROPERTIES,58,Time dependent deformation produced in a completely set solid subjected to a constant stress is termed as,Static creep,Elongation,Dynamic creep,Flexibility,A,"'A' [Phillips' 12th ed 33]
Creep is the time dependant plastic deformation (strain). When a metal is held at temperature near its melting point and is subjected to stress, the resulting strain will increase over time and is called as creep. When the applied stress is constant it is called as static creep and if the applied stress is fluctuating such as masticatory forces it is called dynamic creep.",
Dental Materials,1. PHYSICAL PROPERTIES,59,The type of strain develop when force is applied perpendicular to surface,Compressive strain,Tensile strain,Shear stress,Tensile stress,A,"'A' [Phillips' 1st SA ed 53]
The stress that is created when a force is applied perpendicular to surface is compressive stress. A compressive stress is associated with a compressive strain.",
Dental Materials,1. PHYSICAL PROPERTIES,60,Ductility Represents,Percent elongation,Plastic strain,Flexural stress,Percentage depression,A,"'A' [Rama Krishna Alla 1st ed 20-21]
Ductile materials show large amount of plastic deformation under tensile stresses. Usually, the deformation in ductile (increase in length) materials is measured in terms of Percent elongation.",
Dental Materials,1. PHYSICAL PROPERTIES,61,"Angle of wetting is zero, it reflects that attraction between the molecules is",Molecules of adhesive are attracted to molecules of adherend as much as or more than they are attracted to themselves.,Molecules of adhesive are attracted to molecules of adherend less than they are attracted to themselves,Molecules of adhesive are attracted to molecules of adherend exactly same as they are attracted to themselves,No such correlation,A,"'A' [Rama Krishna Alla 1st ed 14-15]
The extent to which an adhesive wets the surface of an adherent may be determined by measuring the contact angle between adhesive and the adherent. If the molecules of adhesive are attracted to the molecules of the adherent, the liquid adhesive will spread completely over the surface of the solid with resultant wetting angle of zero degrees. If the energy of the surface of the adherent is reduced slightly by contamination or other means, the surface tension of solid decreases and a slight increase in the contact angle can be measured.

A very high contact angle may be formed in the case of solids with low surface energy, such as ""poly tetra flouroethylene"" (Teflon).
- Contact angle α 1/wetting
- Contact angle α 1/Surface energy
- Contact angle α 1/Adhesion
- Contact angle α surface tension.",
Dental Materials,1. PHYSICAL PROPERTIES,62,Stiffness is?,Resistance to elastic deformation,Degree of elastic deformation,Resistance to plastic deformation,Degree of plastic deformation,A,"'A' [Rama Krishna Alla 1st ed 19]
Stiffness/rigidity is the resistance of the material to elastic deformation, i.e. a material, which suffers a slight deformation under a given load, has a high degree of stiffness. Relative stiffness or rigidity of a material with in the elastic range is called as modulus of elasticity.",
Dental Materials,1. PHYSICAL PROPERTIES,63,"At low levels of light, the colour perception of the eyes is lost. As the brightness becomes more intense, colour appears to change. This phenomenon is known as",Metamerism,Fluorescence,Reflection Effect,Bezold-Brucke effect,D,"'D' [Philip's 12th ed 38]
Signals of color are sent to the human brain from three sets of receptors in the retina called cones, which are especially sensitive to red, blue and green. Factors that interfere with the true perception of colour generally include low or high light levels, fatigue of colour receptors, sex, age, memory and cultural background. At low light levels, the rods in the retina of the human eye are more dominant than the cones, and colour perception is lost. As the brightness becomes more intense, colour appears to change. This phenomenon is called Bezold-brucke effect.",
Dental Materials,1. PHYSICAL PROPERTIES,64,A wetting agent enhances,Adhesion,Cohesion,Surface tension,Ionic bonding,A,"'A' [Rama Krishna Alla 1st ed 14-15]
To produce adhesion, the liquid must flow easily over the entire surface and adhere to the solid; this character is referred to as ""wetting"". Wetting agent spreads properly on the substrate and promotes adhesion.

Factors affecting wetting:
- The surface of the adherend should be clean.
- The surface energy of the adherend should be high so that the liquids wet their surface.
- There should not be any irregularities.",
Dental Materials,1. PHYSICAL PROPERTIES,65,Match the following and choose the best combination,ABCD = QPSR,ABCD = SRQP,ABCD = SPQR,ABCD = QSPR,D,"'D' [Refer Synopsis]
<table border='1' cellpadding='4' cellspacing='0'><thead><tr><th>Item</th><th>Description</th><th>Match</th><th>Definition</th></tr></thead><tbody><tr><td>A. Brittleness</td><td></td><td>P</td><td>Resistance of a material to plastic deformation</td></tr><tr><td>B. Ductility</td><td></td><td>Q</td><td>Relative inability of a material to deform plastically before it fractures</td></tr><tr><td>C. Hardness</td><td></td><td>R</td><td>Change in dimension per unit initial dimension</td></tr><tr><td>D. Strain</td><td></td><td>S</td><td>Relative ability of a material to elongate plastically under a tensile stress</td></tr></tbody></table>
(Match: A=Q, B=S, C=P, D=R giving ABCD = QSPR)",
Dental Materials,2. IMPRESSION MATERIALS,1,The zinc oxide-eugenol impression pastes harden by,Chemical reaction,Cold,Heat,Pressure,A,"'A' [Phillips' 11th ed 209/ 12th ed 179]
The chemical reaction consists of hydrolysis of zinc oxide, which reacts with eugenol to form zinc eugenolate, which is a chelate. Water is needed to initiate the reaction and it is also a bye-product of the reaction. This reaction is also known as autocatalytic reaction. Zinc acetate, high temperature and humid environment accelerate the setting reaction.",
Dental Materials,2. IMPRESSION MATERIALS,2,4th state of matter is,Solid,Liquid,Gas,Colloid,D,"'D' [Phillips' 11th ed 231/ 12th ed 168]
<table border='1' cellpadding='4' cellspacing='0'><thead><tr><th>Type</th><th>Description</th></tr></thead><tbody><tr><td>Solution</td><td>Solute which is completely soluble and not visible in solvent</td></tr><tr><td>Suspension</td><td>Larger, visible, non-soluble particles (such as sand in water) in solvent. It exists as 2-phase system</td></tr><tr><td>Emulsion</td><td>Liquid droplets which are suspended in water</td></tr><tr><td>Colloids (or) sols</td><td>Lies between small molecules in solution and very large particles in suspension. It also exists in 2 phases.</td></tr></tbody></table>
Colloidal substances may be combinations of any states of matter.
<table border='1' cellpadding='4' cellspacing='0'><thead><tr><th>Combination</th><th>Term</th></tr></thead><tbody><tr><td>Liquids or solids in air</td><td>Aerosols</td></tr><tr><td>Gases / liquids / solids in liquid</td><td>Lysosols</td></tr><tr><td>Gases in solids</td><td>Foams</td></tr><tr><td>Liquids in solids</td><td>Solid emulsions</td></tr><tr><td>Solids in solid</td><td>Solid suspension</td></tr></tbody></table>",
