Subject,Chapter,Question No,Question,Option A,Option B,Option C,Option D,Correct Answer,Explanation,Image Reference
Endodontics,AIPG - 2017 ENDODONTICS,14,Luebke ochsenbein flap is done in,When marginal gingiva need to preserved,When Prosthetic crowns are present,To avoid non-pathogenic dehiscence,All the above,d,"D' [Grossman 13th ed 474]
Types of Flaps Used in Endodontic surgery
1. Semilunar
2. gingival/horizontal
3. Triangular/intrasulcular
4. Rectangular/Trapezoidal
5. Submarginal (Ochsenbein – Luebke flap/ OL technique)

Submarginal curved (Semilunar) flap
Formed by curved incision in the alveolar mucosa and attached gingiva. Incision begins in alveolar mucosa, extending into attached gingiva and then curves back into alveolar mucosa. Not commonly used for endo surgery.
Indications:
• Aesthetic crown present
• When trephination is trequired
Disadvantages:
• Poor surgical access /poor visibility
• Poor wound healing – scaring
• Increased haemorrhage
• Crosses root eminences
• May not include entire lesion
• Predisposed to stretching and tearing
• Difficult to reposition

Gingival horizontal or envelope flap
Formed by a horizontal intra sulcular incision with no vertical releasing incision. Not used for apical surgery.
Indications:
• Used for root resections,
• root amputationss,
• hemisections,
• repair of cervical perforations or resorptive defects

Triangular/intrasulcular flap
In this flap design, there is a single vertical releasing incision.
Advantages
• Excellent wound healing
• minimal disruption of vascular supply
• good visibility
• good flap reapproximation
Disadvantages
• More difficult to incise & reflect
• May be limited of vascular supply access due to single
• Possible slight gingival recession

Rectangular/trapezoidal flap
• Rectangular flap – 2 vertical releasing incisions. With this design, base of the flap should be as wide as the top so that the incision follows the direction of the tissue fibres and the blood vessels
• Trapezoidal flap- Similar to rectangular except the 2 vertical incisions intersect the horizontal incision at an obtuse angle so as to create a broad based flap with the vestibular part wider than the sulcular portion
Advantages
• Enhanced surgical access
• Excellent visibility
• Excellent wound healing potential
• Minimal disruption of vascular supply flap
• Good to view dehiscenses & fenestrations
Disadvantages
• More difficult to incise & reflect
• Possible gingival recession
• More difficult wound closure than triangular flap

Ochsenbein-Luebke Flap
The O-L technique involves a scalloped horizontal incision in attached gingiva and two vertical releasing incisions. Incisions correspond to the contour of the gingiva. The O-L technique is basically a modified semilunar or trapezoidal flap in which a scalloped horizontal incision joins two vertical incisions. There must be an adequate band of gingiva present (3–5 mm).
Indications
• When marginal gingiva need to preserved
• When Prosthetic crowns are present
• To avoid non-pathogenic dehiscence
Advantages
• sparing of the marginal gingiva,
• non-exposure and minimal loss of crestal bone and
• ease of reapproximation of the flap
Disadvantages
• The main disadvantage is that an unaesthetic scar may form.
• This flap is essentially limited only to maxillary anteriors and posteriors.
• It is not used in mandibular anteriors because the tissue in this region is thin and friable and wound closure is difficult.","Requires images from Book: Flap designs (Semilunar, Envelope, Triangular, Rectangular, Trapezoidal, Ochsenbein-Luebke)"
Endodontics,AIPG - 2017 ENDODONTICS,15,Masseran kit is used for,Removal of fractured post,Restoration of periodontally compromised teeth,For cast crown fabrication,Vital bleaching,a,"A' [Cohen 1st SA ed 727]
Masseran kit is used for retrieving broken files, silver points and posts from the root canal. This kit involves the use of trephine burs to expose the coronal portion of the separated instrument and for creating space for extractor. An extractor is used to grasp and remove the separated instrument.",
Endodontics,AIPG - 2017 ENDODONTICS,16,Tooth with periapical pathology with rarefaction radiologically is diagnosed as,Condensing osteitis,Acute periapical periodontitis,Acute periapical abscess,Periapical granuloma,d,"D' [Cohen 1st SA ed 646]
Periapical rarefaction means radiolucency at the periapex. Among the options, acute periapical diseases (option B and C) do not manifest a clear rarefaction. Condensing osteitis is radiopaque.",
Endodontics,AIPG - 2017 ENDODONTICS,17,Technique of root canal preparation known as telescopic technique is,Crown down,Conventional step down,Conventional step back,Step back pressure less,c,"C' [Grossman 13th ed 314]
Conventional step back preparation is also called as telescopic or serial root canal preparation.",
Endodontics,AIPG - 2017 ENDODONTICS,18,Success of revascularization therapy is mainly dependent on,Age of patient,Complete disinfection of canal,Periapical status,Occlusal clearance,b,"B' [Cohen 1st SA ed 462,465]
The success of revascularization procedures depends primarily on adequate infection control in the canal: an effective antimicrobial protocol should be adopted. The intracanal medication mostly used for root canal disinfection is the triple antibiotic paste. Age is not an issue as it can be done in any immature necrotic tooth.",
Endodontics,AIPG - 2017 ENDODONTICS,19,In elderly patients distance between major and minor apical foramina is,1.5-2 mm,0.75-1 mm,0.2-0.5mm,0-0.2 mm,b,"B' [Grossman 13th ed 308]
In elderly patients distance between major and minor apical foramina is 0.75mm and in young patients it is 0.5mm.",
Endodontics,AIPG - 2017 ENDODONTICS,20,Tooth whitening strip is,H2O2,HF,Carbamide peroxide,Sodium perborate,a,"A' [Check Explanation Below]
Whitening strips were created aiming to avoid the use of trays. Adhesive strips containing bleaching agents are bonded to the anterior teeth, and they release the active ingredient during relatively short time periods (5 to 60 minutes), once or twice a day. The active ingredient is hydrogen peroxide in low concentrations (5 to 14%).",
Endodontics,AIPG - 2017 ENDODONTICS,21,Pink tooth of Mummery,Internal Resorption,External Resorbtion,Chronic Pulpitis,Acute pulpitis,a,"A' [Grossman 13th ed 104]
Internal resorption in crown manifests as pink spot (Pink tooth of Mummery) due to the pinkish hue of the proliferating pulp seen through the translucent enamel.",
Endodontics,AIPG - 2017 ENDODONTICS,22,Which of these is not true regarding guttapercha?,60-70% Gutta Percha,It can't be heat sterilized,Can stain the crown,25 size cone is used for sinus tracing,a,"A' [Grossman 13th ed 346]
GP cones contain 60-70% of fillers and 20% of GP matrix.",
Endodontics,AIPG - 2017 ENDODONTICS,23,Narrowest part of zipping canal is known as,Minor Diameter,Major Diameter,Isthmus,Elbow,d,"D' [Nisha Garg 3rd ed 374]
Zipping is elliptication or elongation of the apical foramen caused when overextended file transports the outer wall of the apical foramen in a curved canal. It is ‘teardrop’ or ‘hourglass’ shaped. Elbow is the narrowest part of the zipped canal. In most cases, the obturating material will terminate at this elbow, leaving an unfilled zipped canal apical to the elbow.",
Endodontics,AIPG - 2017 ENDODONTICS,24,Which irrigating solution has tissue dissolving properties,EDTA,Sodium Hypochlorite,Saline,Citric Acid,b,"B' [Grossman 13th ed 328]
The organic tissue dissolution properties of irrigating solutions are important for the success of endodontic treatment. Sodium Hypochlorite has excellent antimicrobial and tissue dissolving properties. This tissue dissolving ability of sodium Hypochlorite helps in cleaning the inaccessible sites such as isthmi, c shaped canal systems, webs and fins.",
Endodontics,AIPG - 2017 ENDODONTICS,25,All of these are true for home bleach except,Dentist prescribed home technique,It contains 10-15 % carbamide peroxide,Bleaching both arches at one time is preferred.,Patient compliance is needed,c,"C' [Grossman 13th ed 516]
It is recommended that only one arch be bleached at a time, beginning with maxillary arch. This allows the patient to realize the shade change when compared to the mandibular teeth. Bleaching both arches simultaneously does not allow the patient to fully appreciate the whitening effect.",
Endodontics,AIPG - 2017 ENDODONTICS,26,How much guttapercha should be left to prevent leakage for post placement?,4mm,2mm,1mm,3mm,a,"A' [Grossman 13th ed 407]
During post space preparation a small volume of obturation material remains in the root canal. This residual filling at the apical region serves as the barrier against microbial penetration along the root canal and provides apical seal. Studies indicate that 4mm produces an adequate seal, it is difficult to stop at precisely 4mm, and additional removal can cause leakage. A conservative approach is to maintain 5mm of gutta-percha whenever possible.",
Endodontics,AIPG - 2017 ENDODONTICS,27,Mater cone is,First instrument using taking working length,Used by master of staff,Fully snug fit with accurate working length,Last fill to fit loosely,c,"C' [Grossman 13th ed 348]
Mater cone should fully snug fit with accurate working length. This provides the apical seal. Initial Apical File (IAF) is the first file to the working length.

Master Apical File (MAF) is the last instrument to reach the working length or can be defined as a largest file used at the working length passively after straight line access. MAF size is recommended to be usually 3 sizes wider than initial apical file. In infected canals more root dentin should be removed, so the canals should be enlarged to a larger MAF file.",
Endodontics,AIPG - 2017 ENDODONTICS,28,Best way to monitor perfusion of free flap,Pulse Oximeter,Lasser Dopper Flowmetery,Prick Test,Flourescin,c,"C' [Check Explanation Below]
Clinical monitoring of free flaps in the postoperative period was considered to be the gold standard. This required a clinician to monitor the flap’s physical characteristics for colour, turgor, swelling, capillary refill time, temperature, bleeding characteristics after a pin prick.",
Endodontics,AIPG - 2017 ENDODONTICS,29,"A tooth with deep caries, pulpal involvement & periapical radiolucency with a draining sinus into the gingival sulcus is a",Primary enodontic lesion,Primary periodontic lesion,Endodontic lesion followed by periodontic lesion,periodontic lesion followed by Endodontic lesion,a,"A' [Grossman 13th ed 452]
Endodontic-periodontal lesions classification was given by Simon in 1972.
a) Primary endodontic lesions
b) Primary endodontic lesions with secondary periodontal involvement
c) Primary periodontal lesions
d) Primary periodontal lesions with secondary endodontic involvement
e) True combined lesions

a) Primary Endodontic Lesion
• An acute exacerbation of a chronic apical lesion on a tooth with a necrotic pulp may drain coronally through the periodontal ligament into the gingival sulcus. This condition may mimic, clinically, the presence of a periodontal abscess.
• In reality, it is a sinus tract from pulpal origin that opens through the periodontal ligament area. For diagnosis purposes, it is imperative for the clinician to insert a gutta-percha cone into the sinus tract and to take one or more radiographs to determine the origin of the lesion. It traces to the involved tooth apex. When the pocket is probed, it is narrow and lacks width.
• Treatment
Primary endodontic diseases usually heal following root canal treatment.

b) Primary Endodontic Lesions with Secondary Periodontal Involvement
• Pulp inflammation or necrosis may lead to an inflammatory response in the periodontal ligament at the apical foramen or foramina or at the site of a lateral or accessory canal.
• The resulting inflammatory lesion can range in extent from a minimal inflammatory process confined to the periodontal ligament to extensive destruction of the periodontal ligament, tooth socket and surrounding bone.
• Such a lesion may result in a localized or diffuse swelling that may occasionally involve the gingival attachment.
• Treatment
As the root canal is the cause of the lesion with adequate root canal treatment, lesions resulting from pulpal necrosis resolve an exceptionally high percentage of the time. The integrity of the periodontium will be reestablished if root canal treatment is done well.

c) Primary Periodontal lesion
• These lesions are primarily caused by periodontal pathogens. In this process, chronic periodontitis progresses apically along the root surface.
• In most cases, pulp tests indicate a clinically normal pulpal reaction. There is frequently an accumulation of plaque and calculus and the pockets are wider.
• Treatment:
The prognosis depends on the stage of periodontal disease and the efficacy of periodontal treatment.

d) Primary Periodontal Disease with Secondary Endodontic Involvement
• The apical progression of a periodontal pocket may continue until the apical tissues are involved. In this case, the pulp may become necrotic as a result of infection entering via lateral canals or the apical foramen.
• In single-rooted teeth, the prognosis is usually poor. In molar teeth, the prognosis may be better. Radisection and hemisection can be carried out.
• Treatment
Prognosis for a tooth involved with periodontal disease is determined by the outcome expected from periodontal therapy.

e) True Combined lesion
• These lesions occur when an endodontically induced periapical lesion exists at a tooth that is also affected by marginal periodontitis.
• The two lesions can either merge or exist separately. Merged lesions form by ongoing marginal attachment loss or by exacerbations of apical periodontitis. Teeth with vertical root fractures also belong to this category. True combined endodontic-periodontal disease occurs less frequently than other endodontic-periodontal problems. The degree of attachment loss in this type of lesion is invariably large and the prognosis is guarded. This is particularly true in single-rooted teeth. In molar teeth, root resection can be considered as a treatment alternative if not all roots are severely involved.
• Treatment
In most cases, periapical healing may be anticipated following successful endodontic treatment. The periodontal tissues, however, may not respond well to treatment and will depend on the severity of the combined disease.",
