Subject,Chapter,Question No,Question,Option A,Option B,Option C,Option D,Correct Answer,Explanation,Image Reference
Orthodontics,Cephalometry,9D,Other treatment options:,Chin cup,Reverse twin block,Surgical orthodontics after growth of mandible is over,All of the above,D,"[OP Kharabandha 2nd ed 549] The treatment options for interception of growing class III children are: Chin cup with headgear, Protraction face mask, Functional appliances (Frankel FR III, Reverse twin block, Class III bionator).",
Orthodontics,Cephalometry,10,True about Lateral Cephalometry in child?,Keep the distance to be 70 inches,Keep the distance to be 60 inches,Assume head circumference to be 6 inch and keep the distance of 60 inches from the X-Ray tube.,Assume head circumference to be 9 inch and keep the distance of 60 inches from the X-Ray tube.,C,[OP Kharbanda 2nd ed 213] Distance between radiograph source and mid-sagittal plane of head standardised at 5 feet (60 inches).,
Orthodontics,Cephalometry,11,Which of the following is a mismatch?,Bolton point: highest point on the concavity behind occipital condyles,Gonion: anterior point of the angle of the mandible,Orbital: lowest point on the left infraorbital margin,Porion: Highest point on the soft tissue (superior surface) of the external auditory meatus,B,[Bhalajhi 3rd ed 148] Gonion is a constructed point at the junction of ramus and mandibular plane.,
Orthodontics,Cephalometry,12,Open bite on cephalogram shows as:,Increased MP angle,Decreased MP angle,Increased ANB angle,None of the above,A,"[Bhalajhi 3rd ed 151,417] Mandibular plane angle is the angle between mandibular plane and Frankfort horizontal (FH) plane. A lower angle indicates hypo divergent... increased angle is suggestive of vertical grower with hyper divergent facial pattern.",
Orthodontics,Cephalometry,13,X-rays were discovered by,Madam curie c) Rutherford,Roentgen d,Becquerel 14. The highest point of the concavity behind the occipital condyles is: a) Bolton point b) Glabella c) Prosthion,Basion,B,[Bhalajhi 3rd ed 143] Roentgen discovered X-rays in 1895.,
Orthodontics,Cephalometry,14,The highest point of the concavity behind the occipital condyles is:,Bolton point,Glabella,Prosthion,Basion,A,[Bhalajhi 3rd ed 147] Bolton point is the highest point of the concavity behind the occipital condyles.,
Orthodontics,Cephalometry,15,S.N.A. angle describes the relationship of the:,Maxilla to the cranial base,Mandible to the cranial base,Maxilla to mandible,Maxilla to the upper incisors,A,[Bhalajhi 3rd ed 154] S.N.A angle relates maxilla to the cranial base.,
Orthodontics,Cephalometry,16,Y axis is used to analyse,Maxillary growth,Mandibular growth,Both maxillary and mandibular growth,To design appliance,B,[Bhalajhi 3rd ed 151] Y-axis is the angle obtained by joining the sella gnathion line with the FH plane. It indicates the direction of growth pattern of mandible.,
Orthodontics,Cephalometry,17,Cephalometrics was introduced by:,Margolis and William Wilson in 1925,Tweed and Mills in 1940,Bjork and sassouni in 1995,Broadbent and Hofrath in 1932,D,[Bhalajhi 3rd ed 143] Broadbent and Hofrath in 1932.,
Orthodontics,Cephalometry,18,The deepest point between the anterior nasal spine and superior prosthion is,Subspinale c) Infra spinale,Supranasale d,gnathion 19. In McNamara analysis cephalometric planes which cephalometric planes are used as reference planes a) Sella-Nasion plane and anatomic frankfort horizontal plane b) Anatomic Frankfort plane and Basion-Nasion plane c) Basion-Nasion plane and Nasion-Pogonion plane,Sella-Nasion plane and Basion-Nasion plane,A,[Bhalajhi 3rd ed 147] Point A (Subspinale) It is the deepest point in the midline between anterior nasal spine and superior prosthion.,
Orthodontics,Cephalometry,19,In McNamara analysis cephalometric planes which cephalometric planes are used as reference planes,Sella-Nasion plane and anatomic frankfort horizontal plane,Anatomic Frankfort plane and Basion-Nasion plane,Basion-Nasion plane and Nasion-Pogonion plane,Sella-Nasion plane and Basion-Nasion plane,B,"[Proffit 5th ed 194] McNamara analysis consists mostly of linear measurements... In this method, both the anatomic frankfort plane and the Basion-Nasion lines are used as reference planes.",
Orthodontics,Cephalometry,20,"In Archial analysis, facial type III would have?",Anterior cranial base does not pass through point 0,Palatal plane not passes through point 0,Mandibular plane not passes through point O,Occlusal plane not passes through point 0,D,[OP Kharbanda 2nd ed 240] Sassouni's approach was popularised as archial analysis... Type III: Occlusal plane does not pass through 0.,
Orthodontics,Cephalometry,21,The occipital pull chin cup is frequently used to treat,Maxillary prognathism,Mild moderate mandibular prognathism,Class I skeletal cases,Class II skeletal cases,B,[Bhalajhi 5th ed 469] The occipital pull chin cup is frequently used to treat mild moderate mandibular prognathism.,
Orthodontics,Cephalometry,22,Tweed's triangle denotes:,The position of maxilla and mandible to each other,The angle between the mandibular plane and mandibular incisors,Relationship between maxillary central and mandibular central incisor,Profile of an individual,B,[Bhalajhi 3rd ed 158] The main objective of tweeds analysis includes the determination of the position of lower incisor. Incisor mandibular plane angle (IMPA) is the angle between long axis of lower incisor with the mandibular plane.,
Orthodontics,Cephalometry,23,The anterior cranial base is a suitable for superimposition of serial cephalograms because of its,Anatomic configuration,Attachment to maxilla,Early cessation of growth.,Being the most anterior aspect of the cranial base,C,[Kharabanda 2nd ed 273] The anterior cranial base (represented by the S-N line). The cranial base was considered stable since majority of the growth of the anterior cranial base is thought to be complete at 7 years of age.,
Orthodontics,Cephalometry,24,The point of intersection of dorsal contours of Mandibular processes,Supramentale c) Condylion,Articulare d,Pterygomaxillary point 25. Down's cephalometric analysis uses line as a reference plane: a) ANS-PNS b) SN plane c) Tweed's analysis,Wit's analysis,B,[Bhalajhi 3rd ed 148] Articulare is the point of intersection of the dorsal contours of the articular process of the mandible and the temporal bone.,
Orthodontics,Cephalometry,25,Down's cephalometric analysis uses line as a reference plane:,ANS-PNS,SN plane,Tweed's analysis,Wit's analysis,C,[Gurkeera Singh 2nd ed 107] Downs Analysis uses Frankfort horizontal (FH) line as Reference Plane.,
Orthodontics,Cephalometry,26,On a cephalogram if FMA angle is 25 the patient,Long face c) Average face,Short face d,Mandibular growth is rotated backwards 27. Which of following does not lie on the mandib outside observer? a) Pogonion. c) Menton b) Porion,Gnathion,C,[Bhalajhi 3rd ed 158] FMA/FMPA/Frankfort mandibular plane angle... Average cases Average angle is 25ÃÂ° (25-35).,
Orthodontics,Cephalometry,27,Which of following does not lie on the mandib outside observer?,Pogonion.,Porion,Menton,Gnathion,B,[Bhalajhi 3rd ed 147] Porion is the highest bony point on the upper margin of external auditory meatus.,
Orthodontics,Cephalometry,28,"During time that the core of the mandible rota forward an average of 15 degrees, the mandibular plau angle, representing the orientation of the jaw to",Decreases only by 2-4 degrees on the average,Increase only 2-4 degrees on the average,Increase only to 6-8 degrees on the average,Decrease only to 6-8 degrees on the average,A,"[Proffit 5th ed 100 Fig. 4-14] One of the features of internal rotation of the mandible is forward on average of 15 degrees, the mandibular plane angle decreases only 2 to 4 degrees on average.",
Orthodontics,Cephalometry,29,Registration point is:,Point 'A',A point half way on the perpendicular from sella Boltons plane,Nasion,Point 'B',B,[Bhalajhi 3rd ed 148] Broadbent registration point is the midpoint on the perpendicular from the center of sella tursica to Bolton's plane.,
Orthodontics,Cephalometry,30,In a patient of Class II Div 1 which of the following features is present:,ANB of + 2,ANB of +8ÃÂ°,ANB of-9ÃÂ°,FMA > 35ÃÂ°,B,[Bhalajhi 3rd ed 154] ANB angle denotes the relative position of maxilla and mandible to each other. An increase in this angle indicates class-II skeletal tendency.,
Orthodontics,Cephalometry,31,Angle formed between mandibular plane and the long axis of mandibular central incisor is:,90ÃÂ° ÃÂ±5ÃÂ°,25ÃÂ°,120ÃÂ°,80ÃÂ°ÃÂ±2ÃÂ°,A,[Bhalajhi 3rd ed 158] Incisor mandibular plane angle (IMPA) is the inner angle formed between the long axis of mandibular central incisor and the mandibular plane. Its mean value is 90ÃÂ°.,
Orthodontics,Cephalometry,32,"A cephalogram of a 10-year-old child shows ANI and facial angle of 98"". The case is of:",Maxillary hypoplasia,Pseudoclass III malocclusion,True Class III malocclusion,Maxillary prognathism,C,[Bhalajhi 3rd ed 151] ANB angle negative value is suggestive of skeletal class-III malocclusion.,
Orthodontics,Cephalometry,33,Which of the following planes can be examined clinical,Frankfort horizontal plane,Bolton plane,SN plane,All of the above,A,[Bhalajhi 3rd ed 148] FH plane connects the lowest point of orbit (orbitale) and the superior part of the external auditory meatus (Porion).,
Orthodontics,Cephalometry,34,Which of the following cephalometric analysis does no reveal the severity of anteroposterior jaw dysplasia,Down's analysis,Steiner analysis,Tweed's analysis,Wit's analysis,C,"[Bhalajhi 3rd ed 158] Facial angle, angle of convexity and A-B plane angle reveal the severity of anterior posterior jaw dysplasia. Wit's analysis is also a measure.",
Orthodontics,Cephalometry,35,The angle between FH plane & occlusal plane is,1.5 - 9.3ÃÂ°,10ÃÂ°,15ÃÂ°,Parallel to each other,A,[Text book of Orthodontics Gowrisankar 1st ed 238] This is from Down's analysis. The cant measures the slope of occlusal plane to the Frankfort horizontal plane... The mean value is +9.3ÃÂ° with a range of +1.5 to +9.3ÃÂ°.,
Orthodontics,Cephalometry,36,Cephalometric analysis are used to evaluate growth changes by superimposing on:,Sella Nasion plane,Mandibular plane,Palatal plane,Occlusal plane,A,"Sella-Nasion plane/ SN-plane represent the anterior cranial base. The growth of anterior cranial base is completed much earlier... So, the SN plane is taken as most stable area.",
Orthodontics,Cephalometry,37,"In Tweed's analysis, if FMA is 35 degrees, what will be FMIA 65 High angle case is:",65ÃÂ°,63ÃÂ°,70ÃÂ°,68ÃÂ°,A,"[Graber 5th ed 447] Tweed's Analysis: When the FMA is 30 degrees or greater, the FMIA should be 65 degrees.",
Orthodontics,Cephalometry,38,FMP 35,17-30,100-120,53-66,82-95,C,[Bhalajhi 3rd ed 158 Table 2] High angle cases (Long face) Angle is > 30 Degree.,
Orthodontics,Cephalometry,39,Bangle describes the relationship of the,Maxilla to the cranial base,Mandible to the cranial base,Maxilla to the mandible,All of the above,B,[Bhalajhi 3rd ed 154] SNB angle describes the relationship of the Mandible to the cranial base.,
Orthodontics,Cephalometry,40,Ricketts esthetic plane lower lip rests,1 mm anterior to plane,Rest on plane,2 mm posterior to plane,1mm posterior to plane,C,[Facial plastic and reconstructive surgery 3rd ed 130] The E-line (esthetic line) was described by Ricketts. The lower lip ideally falls 2 mm posterior to this line and upper lip falls 4 mm posterior.,
Orthodontics,Cephalometry,41,Soft tissue line extending from nose tip to soft tissue chin is known as,S line,E line,Z line,H line,B,[Kharbanda 3rd ed 282] E plane by Ricketts connects soft tissue nose and soft tissue chin.,
Orthodontics,Cephalometry,42,The interincisal angle between deciduous incisors is,100 degrees,120 degrees,150 degrees,170 degrees,C,[Tilakra essentials of Pedodontics Pg 43] The normal inter-incisal angle in primary incisors is about 150. Normal inter-incisal angle in permanent incisors is 135.4 degrees.,
Orthodontics,Cephalometry,43,Facial plane is formed by,Nasion pogonion c) Sella gnathion,Sella nasion d,Nasion subspinale 44. Decreased interincisal angle indicates: a) Retrusion of teeth c) Vertical overlap b) Protrusion of teeth,Horizontal overlap,A,[Bhalajhi 3rd ed 149] Facial plane Connects Nasion & pogonion.,
Orthodontics,Cephalometry,44,Decreased interincisal angle indicates:,Retrusion of teeth,Protrusion of teeth,Vertical overlap,Horizontal overlap,B,"[Bhalajhi 3rd ed 151,157] The inter incisal angle is the angle formed between the long axis of upper and lower incisors. Decreased interincisal angle indicates protruded incisors (seen in class-II division-1 and class-I bimaxillary protrusion cases).",
Orthodontics,Cephalometry,45,"Long face syndrome patient with increase lower facial height, the palatal plane will be:",Posteriorly downward,Upward posteriorly,Downward anteriorly,No change,A,"[Proffit 4th ed 117] Changes in the jaws in long face syndrome patient: Palatal plane Rotates down posteriorly, often creating a negative rather than the normal positive inclination.",
Orthodontics,Cephalometry,46,The medial confluence of stress lines on the medial surface of the ramus that represents the arcial growth of surface of the mandible is known as,Xi Point,Pm Point,Me point,Eva point,D,"[Text book of craniofacial growth by Sridhar Pg 199] Eva point: In dried mandible, the stress lines run on the medial aspect parallel to the external oblique ridge and ascend up the ramus. The stress lines fork into two at a particular point that was named as Eva point.",
Orthodontics,Cephalometry,47,Value of mandibular plane angle is:,17-30,IMP > 100,53-66,SNA >4ÃÂ°,A,Average angle is 25ÃÂ° (17-30).,
Orthodontics,Cephalometry,48,In bimaxillary malocclusion,SNA is increased,SNB is increased,Both SNA and SNB are increased,Both SNA and SNB are decreased,C,[Bhalajhi 3rd ed 154] In bimaxillary malocclusion both SNA and SNB are increased.,
Orthodontics,Cephalometry,49,Nasal width/length ratio is?,62.50%,70%,65%,66%,B,Nasal width is approximately 70% of the length of nasal.,
Orthodontics,Cephalometry,50,Hand wrist radiograph provides a view of,25 bones,26 bones,30 bones,32 bones,C,"[Profitt 4th ed 103] A radiograph of the hand and wrist provides a view of 30 small bones, all of which have a predictable sequence of ossification.",
Orthodontics,Cephalometry,51,Which of the following bone(s) are used for determination of growth pattern in an individual?,Clavicle,Capitate,Cervical spine,Mandible,C,[Bhalaji 3rd ed 171] The shapes of cervical vertebrae were seen to differ at each level of skeletal development. This provides to determine the skeletal maturity or Growth estimation.,
Orthodontics,Cephalometry,52,Which is the most often and most stable used plane for the superimposition of lateral cephalograms in studying the growth of a child?,Frankfort plane,S-N Plane,Mandibular plane,Occlusal plane,B,"[Profitt 4th ed 207] Compared to Frankfort plane, S-N plane can be easily and reliably detected on cephalometric radiograph.",
Orthodontics,Cephalometry,53,The Y-axis is also known as growth axis because:,Its axis is parallel to patient's growth in height,It is an indicator of the direction of growth pattern,It is an indicator of the amount of facial growth,It increases in size as the growth increases,B,[M.S. Rani 3rd ed 149-150] Y-axis indicates the direction of growth pattern of mandible.,
Orthodontics,Cephalometry,54,"Considering the growth of the face in all three planes, growth ceases last in which direction?",Antero posterior,Sagittal,Transverse,Vertical,D,"[M.S. Rani 3rd ed 81] The growth of face occurs in the order of TSV (Transverse, saggital, vertical). Vertical ceases last.",
Orthodontics,Cephalometry,55,Cephalometrics is useful in assessing all of the following relationships except:,Tooth to tooth,Bone to bone,Tooth to bone,Soft palate to gingiva,D,"[M.S. Rani 3rd ed 142] Cephalometrics is useful in assessing tooth to tooth, bone to bone, tooth to bone relationships. Not soft palate to gingiva.",
Orthodontics,Cephalometry,56,The AD & BO in Wits appraisal is relationship of,Maxilla to cranium,Mandible to cranium,Maxilla to mandible,Maxilla to palate,C,[Bhalaji 5th ed 208] The AD & BO in Wits appraisal is relationship of Maxilla to mandible.,
Orthodontics,Cephalometry,57,Skeletal maturity is indicated by:,Carpals,"Radius, Ulna",Both,,C,"[Bhalaji 3rd ed 162] The hand-wrist region is made up of: Distal ends of long bones of forearm (radius and ulna), Carpals, Metacarpals, Phalanges. Both A & B.",
Orthodontics,Cephalometry,58,Angle does not change by orthodontic treatment,SNA,SNB,Saddle angle,ANB,C,[OP Kharbanda 3rd ed 771] The saddle angle is formed by joining Nasion- Sella- Articulare. The saddle angle is in no way influenced by orthodontic treatment.,
Orthodontics,Cephalometry,59,Witts analysis is used for:,Lateral jaw relation,Antero-posterior jaw relation,Superioinferior jaw relation,None of the above,B,"[M.S. Rani 3rd ed 142] The ""Wits"" appraisal of jaw disharmony is a measure of the extent to which the jaws are related to each other anteroposteriorly.",
Orthodontics,Cephalometry,60,Which cephalometric point represents centre of ramus of mandible?,Xi-point,Pm-point,Ptm-point,N-point,A,"[Jacobson Radiographic Cephalometry Pg 88, 89] Ramus midpoint (Xi): Constructed point in the center of the ramus of the mandible roughly at the site of the lingula and foramen.",
Orthodontics,Cephalometry,61,Which of the following cephalometric point can be altered by orthodontic tooth movement?,Point-A,Nasion,ANS,Gonion,A,"[Profitt 4th ed 349] Point-A is the deepest point in the midline between anterior nasal spine and alveolar crest. Orthodontic tooth movement, especially retraction or proclination of maxillary incisors, can influence the position of Point-A.",
Orthodontics,Cephalometry,62,Match the following 1. Down's Analysis 1. Go-Gn 2. Tweed's Analysis 2. Go- Menton 3. Steiner's analysis 3. Tangent to lower border of mandible.,"A-1, B-2, C-3","A-2, B-1, C-3","A-3, B-2, D-1","A-2, B-3, C-1",D,[Sridhar Premkumar 1st ed 272] Tangent to the lower border of the mandible - Tweed's. Line joining gonion (Go) and gnathion (Gn) - Steiner's. Line joining gonion (Gn) and menton-Downs.,
Orthodontics,Cephalometry,63,Skeletal maturity index is not measured by which of the following?,Hand wrist,Cervical vertebrae,Attrition of tooth,Dental calcification,C,"[OP Kharbanda 3rd ed 771] Skeletal maturity indicators include: Dental age, Chronological age, Hand-wrist radiographs, Cervical vertebral maturation index. Attrition is not included.",
Orthodontics,Cephalometry,64,The posterior airway space is typically about:,5-10 mm,10-15 mm,15-20 mm,20-25 mm,B,[Kharbanda 3rd ed 1174] Posterior airway space (PAS) mean value is 10.1 ÃÂ± 3.1 mm (Male); 10.0 ÃÂ± 2.8 mm (Female).,
Orthodontics,Occlusion & Classification of Malocclusion,1,Ackerman profit classification outer envelope represent,Alignment,Profile,Transverse relation,Vertical relation,A,[Bhalajhi 3rd ed 79] Step 1 include Dentofacial appearance which inturn include alignment (outer envelope).,
Orthodontics,Occlusion & Classification of Malocclusion,2,When the mandible lies 2-3 mm posterior to the maxilla It is in,Class III relationship,Class II relationship,Class I relationship,Class IV relationship,C,[Bhalajhi 3rd ed 40] The anteroposterior relationship... Class 1 - when the mandible lies 2-3 mm posterior to the maxilla. The profile is straight.,
Orthodontics,Occlusion & Classification of Malocclusion,3,Which of the following condition is usually present in class II div 2 malocclusion:,Open bite,Retroclined maxillary lateral incisors,Retroclined maxillary central incisors,Retroclined maxillary molars,C,"[Bhalajhi 3rd ed 74] Important Features Of Class II Division 2: Lingually inclined upper central incisors, Retroclined maxillary central incisors.",
Orthodontics,Occlusion & Classification of Malocclusion,4,Torsiversion refers to,Change in axial inclination,Change in position,Impaction of tooth,Rotation around its axis,D,Torsiversion: Rotation around its axis.,
Orthodontics,Occlusion & Classification of Malocclusion,5,Pseudo class III condition occurs due to,Lingually inclined mandibular incisors,Lingually inclined maxillary molars,Labially inclined maxillary incisors,Deviated path of closure,D,"[Bhalajhi 3rd ed 75, 409] Pseudo or habitual or postural class-III is produced by forward movement of the mandible during jaw closure. It is characterized by presence of occlusal prematurities resulting in habitual forward positioning of mandible (Deviated path of closure).",
Orthodontics,Occlusion & Classification of Malocclusion,6,Maxillo mandibular relation in a newly born child is,Retruded maxilla,Retruded mandible,Protruded maxilla,Protruded mandible,B,[Bhalajhi 3rd ed 40] The upper gum pad is both wider as well as longer than mandibular gum pad. Retruded mandible.,
Orthodontics,Occlusion & Classification of Malocclusion,7,The skeletal classification of malocclusion is given by,Calvin case,Martin Dewey,Paul Simon,E.H. Angle,C,[Bhalajhi 3rd ed 77] Skeletal clarification of malocclusion is given by Paul Simon.,
Orthodontics,Occlusion & Classification of Malocclusion,8,Which malocclusion will not lead to straining of lips?,Class I Crowding,Class II Div. 1,Class II Div 2,Class III,B,"[Proffit 4th ed 182, 184 Fig. 6-16] Compared to Class II division 2 malocclusion, in patients with Class II Division 1 and bimaxillary protrusion, the lips are separated when relaxed. So the patients must strain to bring the lips together.",
Orthodontics,Occlusion & Classification of Malocclusion,9,Most prominent feature of Angle class II div. 2 is:,Lingually placed maxillary central incisors,Labially placed maxillary central incisors,Large overbite,High palatal vault,A,[Bhalajhi 3rd ed 74] Lingually placed maxillary central incisors.,
Orthodontics,Occlusion & Classification of Malocclusion,10,The vertical relationship between the upper lip and the maxillary dentition during smiling is called the,Golden proportion c) Smile arc,Median line d,Lip line 11. The inclination of teeth towards Frankfort horizontal plane in Simon's classification is a) Attraction b) Protraction c) Retraction,Distraction,D,[Carl E. Misch Implant Dentistry 3rd ed 241] The lip line is the amount of vertical tooth exposure in smiling. It is the height of the upper lip relative to the maxillary central incisors.,
Orthodontics,Occlusion & Classification of Malocclusion,11,The inclination of teeth towards Frankfort horizontal plane in Simon's classification is,Attraction,Protraction,Retraction,Distraction,A,[Bhalajhi 3rd ed 77] Attraction: The distance between the occlusal plane and the Frankfort horizontal is comparatively shorter than normal.,
Orthodontics,Occlusion & Classification of Malocclusion,12,Angle's class II malocclusion is found in India,60%,30%,5%,<5%,B,[M.S.RANI 3rd ed 22] Class-II is 25-30%.,
Orthodontics,Occlusion & Classification of Malocclusion,13,Scissors bite' is a term used to describe,Anterior posterior crowing with deep bite,Posterior cross bite,The type of cross bite where maxillary segment contains full mandibular segments,A type of anterior cross bite,C,[Bhalajhi 3rd ed 424] Mandibular arch is present within the maxillary arch where the maxillary posteriors occlude entirely on buccal aspect of mandibular posteriors.,
Orthodontics,Occlusion & Classification of Malocclusion,14,"Which of the following condition is always present in Class II, Division 2 malocclusion?",Closed bite c) Deep overbite,Cross bite d,Open bite 15. Most damaging feature of Class III malocclusion a) Retroclined upper anterior teeth b) Crowding of lower incisors c) Deviated path of closure,Reduced over bite,C,[Bhalajhi 3rd ed 74] Closed bite or deep bite is a consistent finding of class-II division 2. Deep overbite.,
Orthodontics,Occlusion & Classification of Malocclusion,15,Most damaging feature of Class III malocclusion,Retroclined upper anterior teeth,Crowding of lower incisors,Deviated path of closure,Reduced over bite,D,Reduced deepbite is most damaging feature of class III.,
Orthodontics,Occlusion & Classification of Malocclusion,16,Scissor bite is seen in,Anterior cross-bite,Complete deep-bite,Total maxillary lingual cross-bite,Total maxillary buccal cross-bite,D,"[Bhalajhi 3rd ed 424] When all the teeth are in scissors bite, the condition is called as Brodie's syndrome. Total maxillary buccal cross-bite.",
Orthodontics,Occlusion & Classification of Malocclusion,17,Which of the following malocclusions are more prone to fracture of Incisors,Class I Crowding,Class II Div. 1,Class II Div 2,Class III,B,[Bhalajhi 3rd ed 71] Fractures of incisors are due to proclained maxillary incisors (Class II Div 1).,
Orthodontics,Occlusion & Classification of Malocclusion,18,Any significant deviation from what has been described as normal or 'ideal' occlusion can be termed as,Retrocclusion c) Distocclusion,Malocclusion d,Bradyocclusion 19. The condition in which the occlusal plane of the teeth lies nearer the Frankfurt plane than it does in normal occlusion is called a) Abstraction c) Protraction b) Contraction,Attraction,B,"[McDonald 10th ed 101] A malocclusion is usually defined as any deviation from the class I (Angle) normal interarch occlusal relationship, or any deviation from the normal or 'ideal' occlusion.",
Orthodontics,Occlusion & Classification of Malocclusion,19,The condition in which the occlusal plane of the teeth lies nearer the Frankfurt plane than it does in normal occlusion is called,Abstraction,Contraction,Protraction,Attraction,D,[Bhalajhi 3rd ed 77] Attraction: The distance between the occlusal plane and the Frankfort horizontal is comparatively shorter than normal.,
Orthodontics,Occlusion & Classification of Malocclusion,20,Canine placed anterior to orbital plane,Protraction,Abstraction,Attraction,Expansion,A,"[Bhalajhi 3rd ed 78] Protraction: The teeth, one or both dental arches and/or jaws are too far forward.",
Orthodontics,Occlusion & Classification of Malocclusion,21,Jackson's triad in orthodontic treatment includes,Structural balance,Esthetics harmony,Functional efficiency,All of the above,D,"Jackson's triad includes Structural balance, Esthetics harmony, and Functional efficiency.",
Orthodontics,Occlusion & Classification of Malocclusion,22,Class II div 1 malocclusion causes speech difficulty mainly with,Vowels,Bilabial consonants,Diphthongs,Lisping,B,[Orthodontics By Sridhar Premkumar 1st ed 210] Class II division 1 malocclusion with a protruding premaxillary segment makes the normal production of bilabial consonants difficult.,
Orthodontics,Occlusion & Classification of Malocclusion,23,Sound which is most affected in patient of Class III malocclusion?,Sibilant sounds,Linguoalveolar consonants,Labio dental fricatives,Linguoalveolar fricatives,D,"[Proffit 5th ed 158] Fricatives (f, v) and sibilants (s, z) are distorted. Linguoalveolar fricatives.",
Orthodontics,Occlusion & Classification of Malocclusion,24,New born infants are,Nasal and oral breathers,Obligatory oral breathers,Obligatory nasal breathers,Predominantly oral breathers,C,[McDonald 10th ed 101] Newborn infants are considered obligate nasal breathers.,
Orthodontics,Occlusion & Classification of Malocclusion,25,"Which of the following classification uses the ""canine law"" malocclusion in a sagittal direction",Bonnet's classification,Simon classification,Dewey classification,Lischer's classification,B,"[Bhalajhi 3rd ed 78] According to Simon, the orbital plane should pass through the distal third of upper canine in high percentage of cases. This finding was termed as Simon's law of cuspid.",
Orthodontics,Occlusion & Classification of Malocclusion,26,The angle's system of classification of malocclusion was modified by:,Simon,Dewey's,Lischer,Ackerman Profit,B,[Bhalajhi 3rd ed 76] Dewey divided Angle's class I into 5 types and Angle's class III into three types.,
Orthodontics,Occlusion & Classification of Malocclusion,27,If the tooth has not erupted to the line of occlusion it is called:,Supraversion,Torsiversion,Rotated,Infraversion,D,Infraversion: Inferior to line of occlusion.,
