"Subject","Chapter","Question No","Question","Option A","Option B","Option C","Option D","Correct Answer","Explanation","Image Reference"
"Complete Denture","Impression Procedures","11","Which material is carried in a custom tray?","High fusing compound","Reversible hydrocolloid","Metallic oxide paste","Irreversible hydrocolloid","C","'C' [Boucher's 10th ed 240]

Silicone or metallic oxide paste or rubber base materials are used in a custom tray during final impression. These materials are accurate, dimensionally stable, and flow well in custom trays.

Impression compound, reversible hydrocolloid (Agar-Agar), and irreversible hydrocolloid (alginate) are used in a stock tray for preliminary impression.",""
"Complete Denture","Impression Procedures","12","The following property of saliva affects denture retention:","Quality & Quantity of serous & mucus saliva","Quantity of mixed saliva","Quantity of only serous saliva","None of the above","A","'A' [Boucher's 12th ed 438]

The quality and quantity of both serous and mucous saliva affect denture retention. Saliva acts as the adhesive medium between the denture base and oral tissues. Thin, watery serous saliva provides better adhesion, while thick, viscous (mucous) saliva reduces retention. Both types and their quantities thus affect the overall retention of the denture.",""
"Complete Denture","Impression Procedures","13","How should the lingual extension of the mandibular impression be tested?","By functional movements of the facial muscles","By vigorous extreme movements of the tongue","By functional movements of the tongue","By lateral and protrusive movement of the mandible","C","'C' [Boucher's 12th ed 246, 247]

The lingual extension of the mandibular impression should be tested by functional movements of the tongue (option C). The tongue should perform normal, functional movements (not extreme or vigorous) such as touching the roof of the mouth, lips and cheeks to check if the lingual flange extension is correct.",""
"Complete Denture","Impression Procedures","14","The relationship of the denture base that resists dislodgement of denture in horizontal direction is:","Stability","Pressure","Support","Retention","A","'A' [Boucher's 10th ed 171]

Stability is the resistance of the denture to horizontal movements or lateral forces. It resists dislodgement of the denture in the horizontal direction.

• Retention: resistance to removal from tissue surface (vertical)
• Support: resistance to occlusal forces (vertical toward ridge)
• Stability: resistance to horizontal/lateral shifting",""
"Complete Denture","Impression Procedures","15","Denture bearing area of the ridge is","Non Keratinised","Keratinised","Para Keratinised","None of the above","B","'B' [Boucher's 12th ed 214]

The denture bearing area (stress-bearing area) of the ridge is covered by keratinised mucosa. Keratinised mucosa is firmer and more resistant to the forces of mastication, making it suitable for bearing the occlusal loads transferred through the denture.",""
"Complete Denture","Impression Procedures","16","The thickness of the spacer used in special tray is","2.5 mm","2.0 mm","1.5 mm","1.0 mm","D","'D' [Boucher's 12th ed 225]

Wax spacer, approximately 1 mm thickness, is used to provide the space in the tray for the final impression material and allows the tray to be properly positioned in the mouth during border-moulding procedures. Baseplate wax covers the basal seat area except for labial and buccal reflections and the posterior palatal seal area.",""
"Complete Denture","Impression Procedures","17","The main purpose of covering the retromolar pad area is","Stability","Retention","Support","Contraction","B","'B' [Boucher's 12th ed 239 / Winkler 2nd ed 90]

The main purpose of covering the retromolar pad area is retention. The retromolar pad must be covered by denture to perfect the border seal in this region. Although retromolar pad provides stability, support and retention, the main objective of covering it is RETENTION through border seal.",""
"Complete Denture","Impression Procedures","18","Selective pressure impression technique indicated in","Firm healthy mucosal covering over the ridge","Flabby ridges","Knife edge with movable mucosa","When sharp bony spicules are present in the ridge","A","'A' [Boucher's 10th ed 224]

Selective pressure impression technique is indicated in firm, healthy mucosal covering over the ridge (option A). This technique distributes load to acceptable areas.

For options B, C, D (flabby ridges, knife edge with movable mucosa, sharp bony spicules), mucostatic impression technique is used since these conditions require minimal displacement of tissues.",""
"Complete Denture","Impression Procedures","19","Emergency retentive force is:","Atmospheric Pressure","Surface tension","Cohesion","Adhesion","A","'A' [Boucher's 12th ed 441]

Atmospheric pressure is called the emergency retentive force or temporary restraining force. The weight of atmospheric pressure is about 14.7 lb/in². It is effective only where there is adequate peripheral seal. When the peripheral seal is broken temporarily, atmospheric pressure becomes the emergency force that maintains the denture in position.",""
"Complete Denture","Impression Procedures","20","An important factor that aids in stability of complete denture is","Harmonious occlusion","Proper extension of denture bases","Polishing of denture bases","None of the above","A","'A' [Boucher's 12th ed 414]

Balanced occlusion (harmonious occlusion) in which the teeth are placed in neutral zone without any premature contacts helps in stability of denture.

Balanced occlusion in complete denture is essential for: (APPG-2016)
a) Esthetics  b) Support  c) Stability  d) Retention
Answer: Stability",""
"Complete Denture","Impression Procedures","21","To make an impression of hyperplastic tissue one should","Use wax for impression","Use elastomeric impressions to displace the tissues","Ensure intimate contact of impression material to the tissue","Use specially fitted tray","C","'C' [Boucher's 10th ed 174, 224]

The impression of hyperplastic tissue is recorded in passive state using mucostatic or pressure-less technique. The goal is to ensure the impression material comes into intimate contact with the tissue WITHOUT displacing it. This passive contact ensures that the denture will fit properly in the tissue's resting position, providing optimal retention.",""
"Complete Denture","Impression Procedures","22","The zinc-oxide eugenol impression paste is used to enhance quality of:","Modeling compound impression","Reversible hydro-colloid impression","Alginate impressions","Wax impressions","A","'A' [Boucher's 10th ed 175]

Advantages of ZOE (zinc oxide eugenol) paste when used to enhance quality of modeling compound impression:
a) Accurate borders are formed, since the material is more plastic in nature.
b) Does not absorb the mucous secretions produced in palate and thus accurately records the palatal part of impression.
c) Does not require a separating medium.

ZOE paste is applied over the set compound impression to record fine details of the oral mucosa (wash impression technique).",""
"Complete Denture","Impression Procedures","23","Muscle which has influence in the formation of buccal frenum of maxilla","Levator anguli oris","Quadratus labii superioris","Triangularis","Inferioris","A","'A' [Boucher's 12th ed 239]

Buccal frenum of maxilla contains Caninus (Levator anguli oris) muscle fibers.

Buccal frenum of mandible contains Triangularis (depressor anguli oris) muscle fibers.

There are 3 freni (1 labial + 2 buccal) in maxilla and 4 freni (1 labial + 2 buccal + 1 lingual) in mandible.",""
"Complete Denture","Impression Procedures","24","Atmospheric pressure as a factor of retention is effective only","If saliva is present","If adequate peripheral seal is present","If principle of mucostatics is applied","If good neuromuscular co-ordination is present","B","'B' [Boucher's 12th ed 441]

Atmospheric pressure as a factor of retention is effective only if adequate peripheral seal is present. The peripheral seal creates a seal at the borders of the denture that prevents air from entering beneath the denture base. This allows atmospheric pressure (14.7 lb/in²) to exert force on the outer surface of the denture to maintain it in position.",""
"Complete Denture","Impression Procedures","25","The purpose of boxing an impression is","Boxing preserves the border width after border molding","To serve as a base for cast poured","Both A & B","None of the above","C","'C' [Boucher's 12th ed 229]

The purpose of boxing an impression is:
a) To preserve the border width and contour after border molding
b) To serve as a base for the cast to be poured
Both A and B are correct, hence the answer is C.",""
"Complete Denture","Impression Procedures","26","If a complete denture patient has genial tubercle at the level of the crest of mandibular ridge, the denture base:","Can cover them","Should not cover them","Should cover them but relief is not necessary","Should cover them and relief is must","D","'D' [Boucher's 12th ed 107, 234]

If a complete denture patient has genial tubercle at the level of the crest of mandibular ridge, the denture base should cover them and relief is a must. The genial tubercles (mental spines) are bony projections on the inner surface of the mandible. When they are at the crest level due to bone resorption, they must be covered by the denture but with adequate relief to avoid pressure necrosis and discomfort.",""
"Complete Denture","Impression Procedures","27","The masseteric notch in distobuccal corners of the mandibular denture is due to","Action of buccinator on masseter","Action of masseter on buccinator","Palatoglossus on buccinator","Superior constrictor on masseter","B","'B' [Boucher's 12th ed 239 / Winkler 2nd ed 90]

The masseteric notch (or anti-masseteric notch) in distobuccal corners of the mandibular denture is due to the action of masseter on buccinator. During jaw movements, the masseter muscle displaces the buccinator, creating a notch at the distobuccal border of the mandibular denture. The flange must be shaped to accommodate this action.",""
"Complete Denture","Impression Procedures","28","Lower denture in anterior region is limited by the following (except):","Modiolus","Mylohyoid muscle","Origin of genioglossus","Sublingual salivary glands","A","'A' [Boucher's 12th ed 239, 243]

Lower denture in anterior region is limited by (except Modiolus):
• Origin of genioglossus (option C) limits lower denture in anterior region.
• Sublingual salivary glands (option D) limit lower denture in anterior region.
• Mylohyoid muscle (option B) limits the denture in molar region.
• Modiolus (option A) is a fibromuscular condensation at the corner of the mouth; it does not directly limit the anterior lower denture extension.

Note: The distal most part of the lingual surface of the denture is influenced by palatoglossus and superior constrictor muscle.",""
"Complete Denture","Impression Procedures","29","The lingual surface in molar region in mandibular denture is determined by","Mylohyoid","Hyoglossus","Genioglossus","Geniohyoid","A","'A' [Boucher's 12th ed 239]

The mylohyoid muscle determines the lingual surface in the molar region of the mandibular denture. The mylohyoid ridge and muscle form the lingual border at the molar region. During impression making, the mylohyoid muscle must be displaced in functional movements to record the lingual extension in the molar region accurately.",""
"Complete Denture","Impression Procedures","30","Custom tray is better than stock tray for impression of complete denture due to following reasons, except:","Custom tray is easy to adapt","Stock tray may not record full flange","Custom tray is cheaper","Stock tray can distort easily","C","'C' [Boucher's 10th ed 175]

Custom tray is NOT cheaper than stock tray — this is the incorrect (exception) statement. Custom trays are more expensive to fabricate as they require additional clinical and laboratory steps.

All other statements are true advantages of custom tray over stock tray:
• Custom tray is easy to adapt to the ridge form
• Stock tray may not record full flange properly
• Stock tray can distort easily due to its flexibility",""
"Complete Denture","Impression Procedures","31","Oral tissues are best recorded in functional state by","Mucocompressive","Mucostatic","Selective minimum pressure technique","All of the above","A","'A' [Boucher's 12th ed 478]

Mucocompressive impression technique records the oral tissues in their functional (compressed) state. In this technique, the tissues are compressed during impression making, similar to the functional state during mastication. The resulting denture fits the tissues when they are under functional load.",""
"Complete Denture","Impression Procedures","32","Denture stability refers to resistance of a denture:","To move in a vertical direction away from basal seat","To move in a vertical dimension towards basal seat","To movements on its tissue foundation especially to lateral forces","Against any kind of movement more than 24 μm in any direction","C","'C' [Nallaswamy 1st ed 64]

Objectives of impression:
• Retention: It is the resistance to displacement away from tissue surface. It is a mucosa-borne phenomenon.
• Support: It is the resistance to the occlusal forces in the vertical direction. It is a bone-borne phenomenon.
• Stability: It is resistance to lateral shifting and movements on tissue foundation.
• Preservation of remaining structures.

Denture stability refers to resistance to movements on its tissue foundation, especially to lateral forces (option C).",""
"Complete Denture","Impression Procedures","33","Functional impression technique can be applied in","Uniformly firm ridge consistency","All variety of residual ridges","Knife edge ridge","Displacable alveolar ridge","A","'A' [McCrackens 13th ed 241]

Functional impression technique can be applied only in uniformly firm ridge consistency (option A). This technique records the tissues in their functional state under load. It is contraindicated for:
• Knife-edge ridges (option C) — too painful under load
• Displaceable/flabby ridges (option D) — tissue displacement occurs
• Not suitable for all variety of ridges",""
"Complete Denture","Impression Procedures","34","Masseter muscle is a powerful muscle because of","Bipennate arrangement of fibres","Multipennate arrangement of fibres","It has multiple tendinous septa","Its attachment to bone is unique","B","'B' [Sichers Oral Anatomy 153]

Masseter muscle is a powerful muscle because of its multipennate arrangement of fibres (option B). Multipennate muscles have fibres attached to a central tendon from multiple sides, allowing more force generation per unit area than parallel, unipennate, or bipennate arrangements. This arrangement maximizes the physiological cross-sectional area of the muscle.",""
"Complete Denture","Impression Procedures","35","In making complete denture for maxilla?","Relief is given for incisive foramen in all cases","Relief is provided when there is compression of Nasopalatine vessels","Relief not required","Relief given when foramen approaches crest of bone","B","'B' [Boucher's 12th ed (Incisive papilla section)]

The incisive papilla is a small tissue projection located immediately behind and between the central incisors. It covers the incisive foramen through which the nasopalatine nerves and vessels pass.

• Relief is provided when there is compression of nasopalatine vessels (option B).
• If relief is not provided, it can cause paraesthesia, pain, burning sensation and other vague complaints.
• Relief is provided specifically when compression of the nasopalatine vessels and nerves is anticipated or when the foramen is on the crest of the resorbed ridge.",""
"Complete Denture","Impression Procedures","36","Which muscle has an indirect effect on the extent of impression in labial vestibule (maxilla)","Orbicularis oris","Buccinator","Masseter","Levator anguli oris","A","'A' [Boucher's 11th ed 147]

The fibers of orbicularis oris pass horizontally through the lips and anastomose with the fibers of the buccinator muscle. Because the fibers run in a horizontal direction, it has only an indirect effect on the extent of an impression in the labial vestibule and hence on the denture flange. This indirect action through horizontal fiber arrangement makes orbicularis oris the answer.",""
"Complete Denture","Impression Procedures","37","Esthetics starts with:","Taking impression","Occlusal rims","Teeth setting","Selection of teeth","A","'A' [Heartwell 5th ed 227]

In an impression technique for complete dentures, the procedures must strive for five primary objectives:
• Support
• Stability
• Esthetics
• Retention
• Preservation of remaining residual ridge

Esthetics is one of the five primary objectives and it starts right from the very first procedure — taking impression — since the impression determines the foundation upon which all esthetic elements are built.",""
"Complete Denture","Impression Procedures","38","Which one of the following is not essential for primary impression:","Retention","Stability","Phonetics","Aesthetics","C","'C' [Heartwell 5th ed 227]

The primary objectives of complete denture impression are:
• Retention
• Stability
• Esthetics
• Support
• Preservation of remaining residual structures

Phonetics (option C) is NOT listed as one of the primary essential objectives of taking a primary impression. While phonetics is an important aspect of complete denture therapy overall, it is not an essential requirement specifically for the impression procedures.",""
"Complete Denture","Impression Procedures","39","Disinfection duration of alginate impressions when immersion method is used should not exceed","10 min","20 min","5 min","30 min","A","'A' [Phillips 11th ed 246]

The current protocol for disinfecting hydrocolloid (alginate) impressions is to use household bleach (1:10 dilution), iodophors or synthetic phenols. The time of immersion should not exceed 10 minutes when immersion method is used. Prolonged immersion causes dimensional changes in the alginate impression.",""
"Complete Denture","Impression Procedures","40","A ten-year-old complete denture wearer wants replacement of his denture. The most suitable impression technique in this case is","Selective pressure technique","Minimal pressure technique","Dual impression technique","Pressure technique","A","'A' [Boucher's 12th ed 239]

Selective pressure technique is the most widely respected and accepted theory by transferring load to acceptable areas. For a 10-year-old complete denture wearer requiring replacement, the ridges would have undergone considerable resorption and the tissues are adaptive. Selective pressure technique is appropriate as it distributes load selectively to stress-bearing areas.

Minimal pressure technique is a compromise between mucostatic and mucocompressive techniques, but the amount of pressure to be applied cannot be assessed and ensured, so it is not used eventually.

Pressure technique has its disadvantage by placing tissue under continuous pressure.",""
"Complete Denture","Impression Procedures","41","Emergency retentive force for the maxillary complete denture is","Deep palate","Soft palate","Posterior palatal seal","Base of the tongue","D","'D' [Nallaswamy 1st ed Pg 63]

The base of the tongue may also serve as an emergency retentive force for some patients. It rises up at the back and presses against the distal border of the maxillary denture in the retromolar areas. This is done without conscious effort when the patient bites into an apple or sandwich. It is seldom that a patient needs to be taught how to do this.",""
"Complete Denture","Impression Procedures","42","In the treatment plan of a conventional immediate complete dentures, the anterior teeth are extracted:","At the first appointment","Before making the immediate denture","Before extracting the posterior teeth","After making the immediate denture","D","'D' [Nallaswamy 1st ed 258]

In the treatment plan of a conventional immediate complete denture:
• Anterior teeth on the master cast are broken away, trimmed upto the cervical margin and smoothened.
• The ridge lap (cervical) portion of the artificial teeth are trimmed and arranged on the master cast.
• Artificial teeth are arranged over the area where the natural teeth were present; the arrangement should be in harmony with existing teeth as well as the prosthetic teeth.
• The denture is flasked, dewaxed, packed, processed, and finished.
• During the insertion appointment, the remaining anterior teeth are extracted as atraumatically as possible, preserving the soft tissues and bone. The finished denture is seated in patient's mouth.

So anterior teeth are extracted AFTER making the immediate denture.",""
"Complete Denture","Impression Procedures","43","The retromolar pads as a landmark is","Relatively unstable","Relatively stable","Variable","None of the above","B","'B' [Zarb & Bolender 12th ed 239]

The retromolar pads as a landmark is relatively stable. Unlike many anatomical landmarks that change with ridge resorption, the retromolar pad remains relatively stable in position. This stability makes it a reliable landmark for determining the height of the occlusal plane and the posterior extension of the mandibular denture.",""
"Complete Denture","Impression Procedures","44","The purpose of relieving mid-palatine area in complete dentures is to prevent","Pressure on palate","Midline fractures in dentures","Incorrect centric relation","Resorption of bone","B","'B' [Bouchers 11th ed 142 / Nallaswamy 1st ed 54]

Mid palatine raphe is the median suture area covered by a thin submucosa and the mucosa layer is practically in contact with the underlying bone. For this reason, the soft tissue covering the median palatal suture is non-resilient and may need to be relieved to avoid trauma from the denture base. Relief in this area prevents midline fractures in the denture caused by the bony median palatal raphe acting as a fulcrum.",""
"Complete Denture","Impression Procedures","45","The mandibular labial frenum is a fibrous band that can be influenced by","Incisivus","Orbicularis oris","Caninus and incisivus","Incisivus and orbicularis oris","D","'D' [Nallaswamy 1st ed 55 / Winkler 2nd ed 90]

The mandibular labial frenum is a fibrous band that can be influenced by the incisivus and orbicularis oris muscles. Unlike the maxillary labial frenum, the mandibular labial frenum is active because of its attachments from the orbicularis oris.

Embedded question (AIIMS NOV-14): Thick muscular labial frenum is because of?
a) Septal muscle  b) Orbicularis oris  c) Buccinator  d) Nasopalatine muscle
Answer: b) Orbicularis oris",""
"Complete Denture","Impression Procedures","46","Setting time of plaster is influenced by","Water: powder ratio","Speed of mixing","Adding of gypsum","All of the above","D","'D' [Phillips 11th ed 264–265]

Setting time of plaster of Paris is influenced by all of the following:
• W/P ratio: If W/P ratio increases, setting time increases (more water → slower set).
• Speed of mixing: The longer and more rapidly the plaster is mixed, the shorter is the setting time.
• Adding gypsum (<20%): Acts as an accelerator — gypsum crystals act as nuclei for crystallization.
• Also accelerated by: Potassium sulphate, NaCl (<25%).
• Retarded by: Borax, blood, plasma proteins.",""
"Complete Denture","Impression Procedures","47","While taking final impression tray should be seated first:","Anteriorly","Posteriorly","Anteriorly or posteriorly depending upon operators choice","Anteriorly and posteriorly simultaneously","A","'A' [Zarb & Bolender 12th ed 229]

The tray should be seated first anteriorly with the labial notch acting as a guide for the placement of the tray in the patient's mouth for making final impression. This is most easily achieved by observing the position of the labial frenum relative to the labial notch in the tray. When the frenum is positioned within the notch, the index fingers are shifted to the molar region to apply pressure.",""
"Complete Denture","Impression Procedures","48","While making impression of flabby fibrous tissues on maxillary ridge for complete denture Prosthesis, care is taken to","Use mucostatic impression technique","Use selective pressure technique of impression making","Use a close fitting tray","Follow normal procedure","A","'A' [Winkler 2nd ed 62 / Rangarajan 1st ed 77]

Management of fibrous flabby tissue (most commonly in maxillary anterior region) is by:
• Surgical removal
• Non-surgical (mucostatic technique): if the tissue is localized and doesn't interfere with the stability of the denture.

The key aspect of the non-surgical management is the choice of impression technique:
• Use mucostatic technique to obtain maximum retention without displacing the flabby tissue.
• Mucostatic technique does not displace the flabby tissue and the denture maintains contact with the tissue in the resting position, thereby providing optimal retention.

Flabby ridge is seen most commonly in (MHCET-15): Anterior maxilla",""
"Complete Denture","Impression Procedures","49","Which of the following are stress bearing areas?","Buccal shelf area, incisive papilla and palatine rugae","Slopes of residual ridge, palatine rugae and midpalatine raphe","Incisive papilla, slope of the residual ridge and crest of the residual ridge","Slope of residual ridge, buccal shelf area and hard palate","D","'D' [Boucher's Synopsis Point No. 24]

Stress-bearing areas of complete denture:

Maxillary denture:
• Primary: Alveolar ridge (slopes)
• Secondary: Hard palate

Mandibular denture:
• Primary: Buccal shelf
• Secondary: Slopes of residual ridge, retromolar pads

Correct stress-bearing areas include: Slope of residual ridge (maxilla), buccal shelf area (mandible), and hard palate — all represented in option D.

Non-stress bearing areas: Incisive papilla, midpalatine raphe, incisive foramen area.",""
"Complete Denture","Impression Procedures","50","The non-pressure or the mucostatic techniques of impression making was introduced by","Page","Boucher","Carole Jones","Hall","A","'A' [Rangarajan 1st ed 41]

Harry L. Page introduced the mucostatic (non-pressure/pressure-less) impression technique in 1938. In this technique, the tissues are recorded in their resting state with minimal or no pressure applied.

Other attributions:
• Selective pressure = Boucher
• Hall automatic articulator = Hall",""
"Complete Denture","Impression Procedures","51","Which of the following is incorrect regarding the elastomeric impression taken in a custom tray?","Custom tray uses less material","Custom tray is the best method of choice of impression taking","Impression is not distorted in custom tray","If compressed lightly then it is easier to remove","D","'D' [Schillinberg 3rd ed 290]

Clinical advantages obtained with the use of custom trays over stock trays:
1. Controls size and conserves volume of material. Minimizes polymerization-induced shrinkage, reduces patient discomfort and cost.
2. Provides dimensional accuracy and stability with uniform thickness of material throughout.
3. Custom tray rigidity reduces potential for distortion in comparison to flexible stock trays.
4. Use of tray adhesive is not required.

Option D is INCORRECT: If the elastomeric impression is compressed lightly, it is NOT easier to remove — it actually distorts the impression due to elastic recovery creating dimensional inaccuracies. This makes option D the incorrect statement.",""
"Complete Denture","Impression Procedures","52","Torquing movement in maxillary denture is avoided by?","Adhesion","Cohesion","Surface tension","Border seal","D","'D' [Schillinberg 3rd ed 290]

Lateral torquing forces and horizontal forces are best resisted by adequate border seal (stability) in maxillary denture. Torquing movements are avoided by border seal which prevents lateral displacement.

Adhesion, cohesion and interfacial surface tension help in achieving denture retention (resistance to removal in direction opposite to insertion), but do not resist torquing movements specifically.",""
"Complete Denture","Impression Procedures","53","Most common reason to repeat impression is?","Improper positioning of tray","Too less or excess material","Voids that are irreparable","Improper mixing","A","'A' [Nallaswamy 1st ed 90]

The most common reason to repeat an impression is improper positioning of the impression tray. If the tray is tilted or shifted to one side, the flange of the impression on the side of deviation will be excessively thick while the flange on the opposite side will be thin.

Other reasons to repeat include: improper consistency, large voids, movement of the tray during setting, and too little or too much impression material.",""
"Complete Denture","Impression Procedures","54","Dull appearance of mouth temperature wax indicates","Insufficient material","Overextension","Contact of the material with tissues","Partial contact of tissues","D","'D' [Nallaswamy 1st ed 87]

The mouth temperature wax impression is removed after 4–6 minutes and examined:
• Glossy areas = tissue contact has occurred.
• Dull areas = areas NOT in contact with the tissues (need additional wax).

Dull appearance indicates PARTIAL contact or lack of contact (option D).

Note: With green stick compound (different from mouth temperature wax):
• Dull areas = contact
• Glossy areas = no contact",""
"Complete Denture","Border Moulding and Posterior Palatal Seal","1","The upper denture falls when the patient opens his mouth wide. This is due to:","Thick labial flange","Over-extended borders","Thick disto-buccal flange","Poor peripheral seal","C","'C' [Boucher's 12th ed 227, 217]

The thickness of the distobuccal flange of maxilla must be adjusted to accommodate the ramus, coronoid process and the masseter. If the flange is too thick, the coronoid process will push the denture out of place during opening or lateral movements of mandible. Hence, a thick disto-buccal flange causes the upper denture to fall when the patient opens his mouth wide.",""
"Complete Denture","Border Moulding and Posterior Palatal Seal","2","Distolingual extension of the mandibular impression for a complete denture is limited by the action of:","Stylohyoid muscle","Medial pterygoid muscle","Lateral pterygoid muscle","Superior constrictor muscle","D","'D' [Boucher's 12th ed 247]

The distolingual extension of the mandibular impression is limited by the superior constrictor muscle. Anteriorly the lingual flange is determined by genioglossus; by mylohyoid in molar region and by superior constrictor and palatoglossus in the posterior region.",""
"Complete Denture","Border Moulding and Posterior Palatal Seal","3","PPS anatomically is:","Pterygomaxillary notches & fovea palatine","Pterygomaxillary notches & PNS","Maxillary tuberosity & pterygomaxillary raphae","Posterior limit of palatine bone","A","'A' [Boucher's 12th ed 217]

PPS (posterior palatal seal) anatomically corresponds to the pterygomaxillary notches and fovea palatine. The posterior palatal seal area extends from one pterygomaxillary (hamular) notch to the other across the posterior border of the hard palate, passing through the fovea palatinae.",""
"Complete Denture","Border Moulding and Posterior Palatal Seal","4","Secondary peripheral seal area in mandible is provided by:","Buccal shelf","Anterior lingual border","Retromolar pad","Crest of the ridge","B","'B' [Winkler 2nd ed 90]

The secondary peripheral seal area in mandible is provided by the anterior lingual border. The primary peripheral seal in the mandibular denture is the entire border or periphery of the denture. The anterior lingual border provides secondary seal in the lingual sulcus region.",""
